t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
0.239,1,0.939,-1.57,-1.0,5,82.9,19.93,0.0698,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.242,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0698,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.245,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0767,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.264,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0767,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.268,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0838,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.286,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0908,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.306,1,0.939,-1.57,-1.0,5,83.0,19.93,0.0978,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.326,1,0.939,-1.57,-1.0,5,83.0,19.93,0.105,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.327,1,0.939,-1.57,-1.0,5,83.0,19.93,0.105,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.336,1,0.939,-1.57,-1.0,5,83.0,19.93,0.105,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.342,1,0.939,-1.57,-1.0,5,82.9,19.93,0.105,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.345,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1118,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.364,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1118,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.367,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1189,0.0315,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.386,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1258,0.0324,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.403,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1258,0.0324,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.018,1,5,0.0,0.0,0.0,0.0
0.406,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1328,0.0334,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.018,1,5,0.0,0.0,0.0,0.0
0.409,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1328,0.0334,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.018,1,5,0.0,0.0,0.0,0.0
0.426,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.07,1,0.909,-4.5,-0.32,-0.018,1,5,0.0,0.0,0.0,0.0
0.436,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.438,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.07,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.439,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.44,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.44,1,0.94,-1.57,-1.0,5,82.9,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.442,1,0.94,-1.57,-0.71,5,83.0,19.93,0.1398,0.0343,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.445,1,0.94,-1.57,-0.71,5,83.0,19.93,0.1468,0.0292,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.468,1,0.94,-1.57,-0.71,5,83.0,19.93,0.1468,0.0292,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.469,1,0.94,-1.57,-0.71,5,83.0,19.93,0.1539,0.0299,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.469,1,0.94,-1.57,-0.71,5,83.0,19.93,0.1539,0.0299,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.476,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1539,0.0299,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.488,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1608,0.037,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.506,1,0.939,-1.57,-1.0,5,82.9,19.93,0.1678,0.0379,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.51,1,0.938,-1.57,-0.99,5,83.0,19.93,0.1678,0.0379,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.527,1,0.938,-1.57,-0.99,5,83.0,19.93,0.1748,0.0387,0.0,0.0,0.0,11.91,-0.39,1,0.909,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.531,1,0.938,-1.57,-0.99,5,83.0,19.93,0.1748,0.0387,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.543,1,0.939,-1.57,-0.99,5,82.9,19.93,0.1748,0.0387,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.545,1,0.939,-1.57,-0.99,5,82.9,19.93,0.1818,0.0395,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.565,1,0.939,-1.57,-0.99,5,82.9,19.93,0.1818,0.0395,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.566,1,0.939,-1.57,-0.99,5,82.9,19.93,0.1889,0.0403,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.586,1,0.939,-1.57,-0.99,5,82.9,19.93,0.1958,0.0411,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.607,1,0.939,-1.57,-0.99,5,82.9,19.93,0.2028,0.0419,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.607,1,0.939,-1.57,-0.99,5,82.9,19.93,0.2028,0.0419,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.609,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2028,0.0419,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.626,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.39,1,0.91,-4.5,-0.32,-0.017,1,5,0.0,0.0,0.0,0.0
0.634,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.39,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.639,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.639,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.639,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.64,1,0.94,-1.57,-1.0,5,82.9,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.643,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2098,0.0427,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.645,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.915,-4.5,-0.12,0.057,1,5,0.0,0.0,0.0,0.0
0.665,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.666,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.686,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.706,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.709,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.726,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.876,-0.75,0.7,0.102,1,5,0.0,0.0,0.0,0.0
0.732,1,0.939,-1.57,-0.71,5,83.0,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.743,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2105,0.0346,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.745,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.765,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.766,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.787,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.806,1,0.941,-1.57,-0.48,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.81,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2112,0.0281,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.826,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.0,0.0,0.0,11.91,-0.71,1,0.926,3.75,0.77,-0.047,1,5,0.0,0.0,0.0,0.0
0.831,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.0,0.0,0.0,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0,0.0,0.0,0.0
0.838,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0,0.0,0.0,0.0
0.838,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0,0.0,0.0,0.0
0.838,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0739,0.0,0.0,0.0
0.838,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0739,0.0,0.0,0.0
0.846,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.916,4.5,0.93,0.046,1,5,0.0739,0.0,0.0,0.0
0.864,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.911,4.5,0.94,-0.018,1,5,0.0739,0.0,0.0,0.0
0.867,1,0.946,-1.57,-0.29,5,82.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.911,4.5,0.94,-0.018,1,5,0.0739,0.0,0.0,0.0
0.877,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2119,0.0224,0.018,-0.018,-0.112,11.91,-0.71,1,0.911,4.5,0.94,-0.018,1,5,0.0739,0.0,0.0,0.0
0.887,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2109,0.0143,0.018,-0.018,-0.112,11.91,-0.71,1,0.911,4.5,0.94,-0.018,1,5,0.0739,0.0,0.0,0.0
0.9,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2109,0.0143,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,5.25,0.98,-0.047,1,5,0.0739,0.0,0.0,0.0
0.905,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2109,0.0146,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,5.25,0.98,-0.047,1,5,0.0739,0.0,0.0,0.0
0.926,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2109,0.0149,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,5.25,0.98,-0.047,1,5,0.0739,0.0,0.0,0.0
0.934,1,0.948,-1.05,-0.23,5,81.8,19.93,0.2109,0.0149,0.018,-0.018,-0.112,11.91,-0.71,1,0.938,5.25,0.97,-0.047,1,5,0.0739,0.0,0.0,0.0
0.943,1,0.948,-0.79,-0.03,5,81.0,20.45,0.2109,0.0149,0.018,-0.018,-0.112,11.91,-0.71,1,0.938,5.25,0.97,-0.047,1,5,0.0739,0.0,0.0,0.0
0.945,1,0.948,-0.79,-0.03,5,81.0,20.45,0.212,0.0062,0.018,-0.018,-0.112,11.91,-0.71,1,0.938,5.25,0.97,-0.047,1,5,0.0739,0.0,0.0,0.0
0.965,1,0.948,-0.79,-0.03,5,81.0,20.45,0.212,0.0062,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,6.0,0.84,0.0,1,5,0.0739,0.0,0.0,0.0
0.967,1,0.948,-0.79,-0.03,5,81.0,20.45,0.212,0.0066,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,6.0,0.84,0.0,1,5,0.0739,0.0,0.0,0.0
0.975,1,0.952,-0.52,-0.23,5,81.0,19.93,0.212,0.0066,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,6.0,0.84,0.0,1,5,0.0739,0.0,0.0,0.0
0.988,1,0.952,-0.52,-0.23,5,81.0,19.93,0.2109,0.0092,0.018,-0.018,-0.112,11.91,-0.71,1,0.931,6.0,0.84,0.0,1,5,0.0739,0.0,0.0,0.0
0.999,1,0.952,-0.52,-0.23,5,81.0,19.93,0.2109,0.0092,0.018,-0.018,-0.112,11.91,-0.71,1,0.917,6.0,0.84,-0.0,1,5,0.0739,0.0,0.0,0.0
1.006,1,0.952,-0.52,-0.23,5,81.0,19.93,0.2109,0.0096,0.018,-0.018,-0.112,11.91,-0.71,1,0.917,6.0,0.84,-0.0,1,5,0.0739,0.0,0.0,0.0
1.009,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2109,0.0096,0.018,-0.018,-0.112,11.91,-0.71,1,0.917,6.0,0.84,-0.0,1,5,0.0739,0.0,0.0,0.0
1.026,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.018,-0.018,-0.112,11.91,-0.71,1,0.917,6.0,0.84,-0.0,1,5,0.0739,0.0,0.0,0.0
1.033,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.018,-0.018,-0.112,11.91,-0.71,1,0.91,6.75,1.19,-0.048,1,5,0.0739,0.0,0.0,0.0
1.037,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.074,0.0,0.0,11.91,-0.71,1,0.91,6.75,1.19,-0.048,1,5,0.0739,0.0,0.0,0.0
1.038,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.074,0.0,0.0,11.91,-0.35,1,0.91,6.75,1.19,-0.048,1,5,0.0739,0.0,0.0,0.0
1.038,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.074,0.0,0.0,11.91,-0.35,1,0.91,6.75,1.19,-0.048,1,5,0.0742,0.0742,0.0742,0.0742
1.038,1,0.951,-0.52,-0.0,5,80.7,19.93,0.2127,0.0034,0.074,0.0,0.0,11.91,-0.35,1,0.91,6.75,1.19,-0.048,1,5,0.0742,0.0742,0.0742,0.0742
