t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
161.025,1,0.371,21.96,23.76,4,71.3,21.87,0.2673,-0.1992,0.36,0.005,-0.289,0.855,0.035,-18.51,11.51,2,30.45,1,0.764,21.81,39.63,0.0,0,5,0.3973,0.3254,0.4045,0.311
161.06,1,0.278,28.45,13.86,4,69.6,17.72,0.2439,-0.4334,0.357,0.007,-0.297,0.862,0.033,-18.85,11.51,2,30.45,1,0.695,27.14,38.1,0.0,0,5,0.3932,0.3196,0.4094,0.307
161.124,1,0.057,37.23,0.0,2,55.6,16.27,0.2082,-0.7103,0.338,0.015,-0.272,0.888,0.025,-19.88,11.51,2,30.45,1,0.748,35.87,31.35,0.0,0,5,0.3608,0.3034,0.4015,0.2849
161.158,1,0.036,37.66,0.0,1,59.7,18.1,0.1837,-0.7103,0.332,0.015,-0.314,0.894,0.023,-20.28,11.51,2,30.45,1,0.716,39.74,27.64,0.0,0,5,0.3556,0.2982,0.3964,0.2797
161.226,1,0.04,38.24,0.0,1,73.9,16.93,0.1483,-0.7103,0.311,0.015,-0.328,0.918,0.016,-21.49,11.49,2,36.93,1,0.681,44.59,11.74,0.0,0,5,0.3412,0.2819,0.3709,0.2504
161.26,1,0.035,37.95,0.0,1,63.2,17.52,0.1233,-0.7103,0.305,0.017,-0.296,0.923,0.014,-21.83,11.49,2,36.93,1,0.653,48.47,11.48,0.0,0,5,0.3357,0.2763,0.3672,0.2411
161.324,1,0.061,37.78,0.0,2,65.1,16.59,0.0884,-0.5357,0.279,0.019,-0.235,0.944,0.007,-23.09,11.49,2,36.93,1,0.567,57.68,5.51,0.0,0,4,0.3153,0.2522,0.3524,0.2226
161.36,1,0.066,37.23,0.0,2,66.1,17.44,0.0646,-0.5839,0.271,0.019,-0.389,0.949,0.005,-23.55,11.49,2,36.93,1,0.567,61.07,7.2,0.0,0,4,0.3004,0.2374,0.3431,0.2021
161.424,1,0.076,36.67,0.0,2,72.9,18.58,0.0272,-0.6,0.208,0.012,-0.761,0.964,-0.001,-26.07,11.49,2,31.93,1,0.519,68.34,10.49,0.0,0,4,0.2849,0.124,0.3164,0.1073
161.459,1,0.071,37.23,0.0,2,81.4,16.57,0.0045,-0.6,0.186,0.01,-0.92,0.966,-0.002,-27.16,11.49,2,31.93,1,0.473,63.01,5.33,0.0,0,4,0.2868,0.0796,0.3127,0.0666
161.525,1,0.041,34.45,0.0,1,80.4,24.52,0.0,-0.6,0.122,0.002,-1.04,0.975,-0.006,-31.63,11.49,2,31.93,1,0.606,56.22,-6.71,0.0,0,5,0.2883,-0.0443,0.2938,-0.048
161.558,1,0.04,34.16,0.0,1,77.4,25.11,0.0,-0.6,0.111,0.0,-1.061,0.976,-0.007,-32.95,11.49,2,31.93,1,0.579,50.89,-14.99,0.0,0,5,0.2822,-0.0623,0.284,-0.0605
161.627,1,0.038,33.86,0.0,1,76.9,25.69,0.0,-0.6,0.071,-0.005,-0.881,0.98,-0.011,-37.36,11.49,2,31.93,1,0.594,37.81,-30.57,0.0,0,5,0.2477,-0.0965,0.2295,-0.0947
161.655,1,0.052,34.73,0.0,2,58.0,21.22,0.0,-0.6,0.066,-0.005,-0.863,0.981,-0.012,-38.39,11.49,2,31.93,1,0.594,37.81,-30.57,0.0,0,5,0.2388,-0.0973,0.2204,-0.0973
161.724,1,0.068,32.5,-5.6,3,33.9,20.81,0.0,-0.6,0.044,0.001,-0.73,0.984,-0.014,-42.0,11.49,2,31.93,1,0.642,21.33,-46.47,0.0,0,5,0.1871,-0.0871,0.1778,-0.1
161.758,1,0.07,32.41,0.0,2,57.2,21.15,0.0,-0.6,0.039,0.002,-0.681,0.984,-0.014,-42.74,11.49,2,31.93,1,0.647,16.48,-49.94,0.0,0,5,0.1721,-0.0851,0.1665,-0.0981
161.824,0,0.0,0.0,0.0,0,66.8,0.0,0.0,-0.6,0.025,0.002,-0.706,0.986,-0.015,-46.01,11.49,2,31.93,1,0.659,6.79,-55.15,0.0,0,5,0.1393,-0.0971,0.1502,-0.0934
161.856,0,0.0,0.0,0.0,0,70.5,0.0,0.0,-0.6,0.019,0.002,-0.669,0.986,-0.015,-46.81,11.49,2,31.93,1,0.583,1.45,-57.11,0.0,0,4,0.1321,-0.1027,0.1449,-0.0991
161.926,1,0.156,31.94,8.78,4,71.4,16.42,0.0,-0.6,-0.002,-0.001,-0.547,0.985,-0.015,-49.39,11.49,2,31.93,1,0.596,-7.76,-60.58,0.0,0,4,0.1,-0.1056,0.0982,-0.1019
161.959,1,0.443,30.7,4.01,5,85.6,20.04,0.0,-0.6,-0.008,-0.006,-0.443,0.985,-0.015,-49.9,11.49,2,31.93,1,0.6,-12.6,-62.1,0.0,0,4,0.0963,-0.1074,0.0797,-0.1
162.025,1,0.681,27.2,2.06,5,86.1,21.11,0.0211,-0.1278,-0.021,-0.008,-0.357,0.984,-0.014,-51.57,11.49,2,31.93,1,0.574,-19.87,-64.27,0.0,0,4,0.0686,-0.0993,0.0415,-0.0939
162.059,1,0.729,25.7,1.1,5,85.5,21.67,0.0352,-0.2131,-0.021,-0.004,-0.373,0.983,-0.014,-52.02,11.49,2,31.93,1,0.56,-22.78,-64.94,0.0,0,4,0.0596,-0.0921,0.0415,-0.0939
162.16,1,0.737,22.71,-0.25,5,83.7,20.57,0.0701,-0.2503,-0.025,-0.003,-0.095,0.982,-0.012,-53.29,11.49,2,31.93,1,0.51,-29.08,-68.18,0.0,0,5,0.0037,-0.0667,0.0111,-0.0482
162.26,1,0.752,23.21,-2.74,5,83.4,21.11,0.1052,-0.1957,0.009,0.001,0.05,0.982,-0.012,-53.17,11.47,2,28.93,1,0.568,-17.93,-63.15,0.0,0,4,0.0056,0.0204,0.0,0.0111
162.326,1,0.748,23.21,-1.98,5,84.2,21.11,0.1261,-0.1529,0.024,-0.004,0.076,0.983,-0.014,-52.94,11.47,2,28.93,1,0.578,-6.79,-57.05,0.0,0,4,0.0223,0.0334,0.0074,0.0334
162.359,1,0.741,23.21,-1.98,5,84.5,21.11,0.14,-0.1648,0.029,-0.006,0.08,0.984,-0.015,-52.88,11.47,2,28.93,1,0.579,-5.33,-54.26,0.0,0,4,0.026,0.0352,0.0111,0.0445
162.392,1,0.744,23.71,-2.06,5,85.3,21.1,0.1471,-0.1629,0.047,-0.005,0.06,0.985,-0.017,-52.65,11.47,2,16.93,1,0.638,-0.97,-53.56,0.0,0,4,0.0371,0.0556,0.0297,0.0668
162.423,1,0.738,23.96,-1.28,5,86.7,21.11,0.1611,-0.1637,0.065,-0.006,0.056,0.987,-0.02,-52.48,11.47,2,16.93,1,0.602,6.79,-46.19,0.0,0,4,0.0552,0.07,0.0479,0.0884
162.46,1,0.737,24.21,-0.81,5,88.2,21.1,0.175,-0.1834,0.077,-0.005,0.063,0.988,-0.022,-52.43,11.47,2,16.93,1,0.628,10.66,-40.31,0.0,0,4,0.0681,0.0847,0.0589,0.0957
162.524,1,0.743,24.71,-0.11,5,92.1,21.11,0.1961,-0.1957,0.113,-0.004,-0.052,0.993,-0.029,-52.37,11.47,2,16.93,1,0.614,17.93,-28.11,0.0,0,4,0.1118,0.1173,0.1008,0.1209
162.56,1,0.75,24.71,0.44,5,93.0,21.02,0.21,-0.2212,0.12,-0.003,-0.006,0.995,-0.031,-52.43,11.47,2,16.93,1,0.652,22.3,-23.95,0.0,0,5,0.1228,0.1228,0.1118,0.1246
162.625,1,0.719,25.21,0.26,5,93.7,21.02,0.2117,-0.2368,0.163,-0.001,-0.02,1.003,-0.042,-52.48,11.48,2,4.93,1,0.6,29.08,-7.39,0.0,0,4,0.1645,0.1552,0.1682,0.1626
162.658,1,0.718,25.21,-0.83,5,94.2,21.11,0.1876,-0.2363,0.171,-0.001,-0.033,1.006,-0.045,-52.48,11.48,2,4.93,1,0.614,33.44,-4.93,0.0,0,5,0.1741,0.1631,0.1759,0.1704
162.724,1,0.744,24.71,-0.03,5,94.7,21.02,0.2086,-0.2029,0.184,-0.005,-0.066,1.014,-0.057,-52.88,11.48,2,4.93,1,0.692,34.9,6.78,0.0,0,5,0.2023,0.1729,0.1857,0.1765
162.792,1,0.749,24.96,-0.78,5,93.5,20.57,0.2296,-0.2208,0.187,-0.003,-0.014,1.021,-0.066,-53.0,11.48,2,2.15,1,0.672,34.9,5.82,0.0,0,5,0.1993,0.1716,0.1975,0.1809
162.824,1,0.736,25.21,-1.71,5,94.0,20.56,0.2436,-0.1985,0.196,0.002,-0.197,1.026,-0.073,-53.23,11.48,2,2.15,1,0.68,35.87,5.83,0.0,0,5,0.203,0.1882,0.2086,0.1846
162.858,1,0.748,24.71,-1.22,5,93.2,21.11,0.2575,-0.1676,0.201,0.0,-0.099,1.029,-0.076,-53.4,11.48,2,2.15,1,0.68,34.9,5.28,0.0,0,5,0.2107,0.1903,0.2125,0.1903
162.889,1,0.744,24.96,-1.27,5,93.6,20.57,0.2643,-0.1775,0.215,0.001,-0.1,1.034,-0.084,-53.57,11.48,2,2.15,1,0.68,34.9,2.47,0.0,0,5,0.23,0.204,0.2281,0.1966
162.924,1,0.765,24.71,-0.01,5,92.9,21.11,0.2513,-0.1808,0.221,0.0,-0.041,1.037,-0.087,-53.63,11.48,2,2.15,1,0.683,33.44,3.24,0.0,0,5,0.2374,0.2077,0.2355,0.204
163.058,1,0.748,22.96,-1.3,5,90.9,21.11,0.2643,-0.2217,0.256,-0.005,-0.099,1.056,-0.115,-54.32,11.48,2,4.55,1,0.661,26.66,-7.74,0.0,0,5,0.279,0.234,0.2682,0.2448
163.123,1,0.756,21.71,-0.79,5,89.5,21.11,0.2767,-0.1545,0.269,-0.003,-0.143,1.069,-0.133,-54.89,11.48,2,4.55,1,0.683,25.69,-12.19,0.0,0,5,0.2916,0.2455,0.2824,0.251
163.158,1,0.763,21.21,-1.08,5,88.7,20.81,0.281,-0.1597,0.271,-0.003,-0.16,1.072,-0.137,-55.06,11.48,2,4.55,1,0.685,24.23,-13.81,0.0,0,5,0.2964,0.2482,0.2871,0.2519
163.225,1,0.751,20.21,-0.88,5,88.2,20.56,0.2892,-0.1455,0.281,-0.007,-0.102,1.084,-0.156,-55.46,11.47,2,5.56,1,0.696,22.78,-15.36,0.0,0,5,0.3019,0.2612,0.2871,0.2741
163.323,1,0.733,18.97,-0.83,5,88.7,20.57,0.2876,-0.1458,0.294,-0.005,-0.053,1.101,-0.181,-55.81,11.47,2,5.56,1,0.703,21.33,-17.04,0.0,0,5,0.31,0.2825,0.2953,0.2862
163.423,1,0.726,16.97,-1.09,5,88.8,21.11,0.2655,-0.1383,0.298,-0.005,-0.182,1.114,-0.202,-56.32,11.47,2,4.79,1,0.7,18.42,-18.92,0.0,0,5,0.319,0.2828,0.3027,0.2882
163.46,1,0.759,16.97,-0.9,5,89.0,20.56,0.2415,-0.1089,0.295,-0.004,-0.008,1.12,-0.212,-56.38,11.47,2,4.79,1,0.686,19.87,-19.73,0.0,0,5,0.3136,0.2717,0.31,0.2845
163.524,1,0.757,14.97,-0.62,5,87.5,20.57,0.2537,-0.1178,0.285,-0.006,-0.004,1.132,-0.231,-57.01,11.47,2,4.79,1,0.694,16.48,-20.26,0.0,0,5,0.3042,0.2581,0.2986,0.2783
163.561,1,0.768,14.72,-1.5,5,87.1,21.11,0.231,-0.1067,0.282,-0.006,0.015,1.135,-0.236,-57.01,11.47,2,4.79,1,0.729,16.96,-20.58,0.0,0,5,0.303,0.2568,0.2938,0.2735
163.591,1,0.767,13.73,-0.62,5,86.3,21.11,0.231,-0.0765,0.277,-0.006,-0.17,1.141,-0.245,-57.24,11.47,2,2.58,1,0.728,16.48,-20.27,0.0,0,5,0.2982,0.2538,0.2871,0.2686
163.626,1,0.767,12.73,-0.75,5,86.4,21.11,0.2342,-0.0959,0.27,-0.005,-0.059,1.147,-0.254,-57.47,11.47,2,2.58,1,0.709,17.93,-16.18,0.0,0,5,0.2908,0.2519,0.2797,0.2593
163.657,1,0.756,12.23,-0.45,5,86.3,21.11,0.2481,-0.0814,0.268,-0.004,-0.032,1.149,-0.258,-57.52,11.47,2,2.58,1,0.716,18.9,-15.97,0.0,0,5,0.2834,0.2519,0.276,0.2593
163.69,1,0.764,11.23,-1.05,5,85.8,20.57,0.2552,-0.0866,0.259,-0.003,-0.13,1.155,-0.267,-57.75,11.47,2,2.58,1,0.691,19.87,-18.57,0.0,0,5,0.2726,0.243,0.2689,0.2504
163.822,1,0.741,9.48,-1.56,5,84.1,21.11,0.2746,-0.06,0.248,-0.002,-0.045,1.173,-0.297,-58.21,11.47,2,0.12,1,0.311,17.43,-12.23,0.0,0,4,0.2556,0.2408,0.2501,0.2445
163.858,1,0.747,8.73,-1.24,5,83.3,21.11,0.2589,-0.0235,0.249,-0.003,-0.016,1.176,-0.301,-58.21,11.47,2,0.12,1,0.314,16.23,-11.42,0.0,0,4,0.2556,0.2427,0.2501,0.2482
163.924,1,0.748,7.74,-1.69,5,83.2,21.11,0.259,-0.0299,0.259,-0.002,-0.082,1.187,-0.319,-58.38,11.47,2,0.12,1,0.304,18.03,-14.41,0.0,0,4,0.2634,0.2559,0.2578,0.2596
163.957,1,0.747,7.24,-2.2,5,82.9,20.81,0.2352,-0.0078,0.26,-0.003,0.048,1.189,-0.323,-58.33,11.47,2,0.12,1,0.314,18.03,-6.69,-3.165,1,4,0.2652,0.2559,0.2578,0.2596
164.124,1,0.715,4.74,0.81,5,84.1,20.57,0.1391,-0.0159,0.243,0.003,-0.024,1.213,-0.361,-58.38,11.47,2,-0.91,1,0.327,15.02,-8.19,-5.567,1,4,0.2337,0.2448,0.2485,0.2467
164.224,1,0.708,3.74,1.46,5,83.7,20.56,0.1498,-0.0573,0.218,0.0,-0.032,1.224,-0.38,-58.44,11.47,2,-2.29,1,0.693,19.87,-9.94,-0.679,1,5,0.2226,0.2151,0.2207,0.2133
164.29,1,0.695,3.24,1.48,5,81.9,20.57,0.1325,-0.0599,0.204,0.001,-0.007,1.231,-0.39,-58.61,11.47,2,-2.29,1,0.333,12.62,-10.5,-5.569,1,4,0.213,0.2038,0.2075,0.1926
164.321,1,0.702,2.25,1.85,5,81.8,20.57,0.143,-0.0581,0.195,0.002,-0.059,1.235,-0.396,-58.73,11.47,2,-2.29,1,0.335,11.42,-8.35,-7.682,1,4,0.2056,0.2001,0.2056,0.1926
164.353,1,0.648,1.5,3.1,5,80.5,20.96,0.1326,-0.052,0.19,0.003,-0.048,1.237,-0.399,-58.79,11.47,2,-2.29,1,0.335,11.42,-8.35,-7.682,1,4,0.1889,0.1834,0.2019,0.1852
164.391,1,0.637,1.0,2.8,5,79.9,21.11,0.12,-0.0662,0.179,0.004,-0.107,1.24,-0.405,-59.01,11.47,2,-0.39,1,0.339,9.01,-10.67,-7.645,1,4,0.1799,0.1669,0.2003,0.1706
164.423,1,0.63,0.75,2.72,5,80.3,20.57,0.12,-0.0569,0.175,0.002,-0.06,1.244,-0.411,-59.24,11.47,2,-0.39,1,0.339,9.01,-10.67,-7.645,1,4,0.1836,0.1595,0.1947,0.1613
164.523,1,0.693,-1.5,-2.37,5,78.0,20.96,0.12,-0.0565,0.152,0.008,-0.054,1.253,-0.424,-59.64,11.47,2,-0.39,1,0.803,6.79,-12.79,-6.625,1,5,0.1558,0.1465,0.1743,0.1317
164.557,1,0.708,-1.75,-3.24,5,77.9,20.81,0.12,0.0665,0.147,0.006,-0.064,1.254,-0.426,-59.7,11.47,2,-0.39,1,0.781,6.79,-12.2,-4.372,1,5,0.1539,0.1409,0.1651,0.1261
164.59,1,0.653,-2.0,-4.15,4,79.1,20.56,0.12,0.0848,0.141,0.003,-0.084,1.257,-0.431,-59.82,11.46,2,-0.36,1,0.803,5.82,-13.84,-6.566,1,5,0.1534,0.133,0.1552,0.122
164.623,1,0.648,-2.75,-3.72,4,79.6,20.56,0.12,0.1026,0.137,0.005,-0.011,1.26,-0.435,-59.99,11.46,2,-0.36,1,0.805,4.85,-12.23,-7.837,1,5,0.1423,0.1312,0.1515,0.122
164.658,1,0.651,-2.99,-4.41,4,78.3,20.56,0.12,0.1013,0.133,0.006,-0.033,1.261,-0.437,-60.05,11.46,2,-0.36,1,0.776,6.3,-15.99,-7.097,1,5,0.133,0.1275,0.1515,0.1201
164.722,1,0.611,-3.74,-4.28,4,76.2,20.69,0.1339,0.1233,0.115,0.004,-0.039,1.266,-0.445,-60.22,11.46,2,-0.36,1,0.72,16.48,4.14,1.956,1,5,0.115,0.1113,0.1261,0.1076
164.824,1,0.659,-3.74,-4.6,4,77.4,20.95,0.1433,0.1316,0.11,0.002,0.054,1.272,-0.455,-59.99,11.46,2,-9.92,1,0.319,27.64,25.56,0.0,0,4,0.1057,0.1205,0.1039,0.1113
164.952,1,0.683,-2.25,-4.13,4,75.8,20.69,0.1852,0.1608,0.112,0.007,0.136,1.279,-0.466,-59.3,11.46,2,-9.92,1,0.765,24.23,25.93,0.0,0,5,0.0834,0.1371,0.1019,0.126
165.023,1,0.685,-1.75,-3.14,4,78.0,20.51,0.2133,0.1445,0.131,-0.004,0.087,1.284,-0.475,-58.79,11.46,2,-8.22,1,0.685,30.05,27.13,0.0,0,5,0.1148,0.1649,0.0889,0.1537
165.057,1,0.656,-1.25,-3.03,4,78.5,20.95,0.2272,0.1134,0.138,-0.006,0.272,1.286,-0.478,-58.5,11.46,2,-8.22,1,0.687,29.08,21.89,0.0,0,5,0.1223,0.1704,0.0945,0.1649
165.09,1,0.679,-0.75,-2.83,4,79.4,20.52,0.2343,0.1065,0.15,-0.004,0.245,1.289,-0.483,-57.98,11.46,2,-8.22,1,0.321,26.44,26.2,0.0,0,4,0.1261,0.1817,0.1113,0.1817
165.121,1,0.682,-0.25,-2.76,4,78.9,20.51,0.2483,0.0996,0.159,-0.005,0.18,1.291,-0.487,-57.81,11.46,2,-8.22,1,0.314,21.63,16.42,-1.652,1,4,0.1317,0.1855,0.1224,0.1966
165.189,1,0.717,0.75,-0.52,5,78.7,21.11,0.2693,0.0992,0.19,-0.003,0.143,1.299,-0.5,-57.18,11.49,2,-2.4,1,0.301,19.23,15.58,-3.747,1,4,0.1632,0.2188,0.1539,0.2226
165.225,1,0.723,0.75,-0.73,5,80.0,20.81,0.2455,0.0061,0.209,0.0,0.133,1.304,-0.507,-56.95,11.49,2,-2.4,1,0.707,20.84,3.12,3.838,1,5,0.1855,0.2355,0.1817,0.2318
165.252,1,0.73,1.25,-0.42,5,79.1,20.57,0.2336,0.0132,0.218,-0.001,0.153,1.306,-0.511,-56.78,11.49,2,-2.4,1,0.707,20.84,3.12,3.838,1,5,0.1947,0.2411,0.1929,0.243
165.321,1,0.742,1.25,-0.47,5,78.6,20.57,0.1854,-0.0022,0.236,-0.002,0.04,1.314,-0.523,-56.61,11.49,2,-2.4,1,0.665,17.45,1.26,6.253,1,5,0.2222,0.2498,0.2167,0.2535
165.422,1,0.644,0.75,-0.29,4,77.2,20.95,0.1255,-0.0027,0.212,0.002,-0.03,1.329,-0.545,-56.67,11.49,2,1.32,1,0.316,9.62,-3.06,-5.071,1,4,0.2078,0.2096,0.2188,0.2133
165.49,1,0.671,0.25,-0.57,4,77.9,21.1,0.1466,0.0006,0.201,-0.0,0.021,1.335,-0.555,-56.67,11.49,2,1.32,1,0.335,8.41,-9.28,-7.179,1,4,0.2059,0.1947,0.2059,0.1966
165.522,1,0.645,0.25,0.19,4,79.4,21.66,0.1229,0.0108,0.195,-0.001,-0.085,1.337,-0.559,-56.72,11.49,2,1.32,1,0.334,9.01,-8.64,-7.095,1,4,0.2003,0.1876,0.2003,0.1931
165.621,1,0.662,-0.75,-1.17,4,77.8,20.69,0.12,-0.0053,0.167,0.002,-0.073,1.346,-0.572,-57.01,11.48,2,0.9,1,0.361,7.81,-8.49,0.0,0,4,0.1657,0.173,0.1821,0.173
165.651,1,0.66,-0.75,-1.15,4,79.0,20.95,0.1268,0.0343,0.161,0.001,0.058,1.348,-0.575,-56.95,11.48,2,0.9,1,0.361,7.81,-8.49,0.0,0,4,0.1613,0.1576,0.1669,0.1576
165.72,1,0.645,-0.75,-0.97,4,80.0,20.95,0.1329,0.0325,0.147,0.004,-0.044,1.353,-0.582,-56.89,11.48,2,0.9,1,0.359,7.81,-8.55,-3.217,1,4,0.1484,0.1502,0.1502,0.1372
165.82,1,0.666,-0.75,-1.24,4,80.5,20.69,0.1679,0.032,0.127,0.0,-0.026,1.36,-0.593,-57.01,11.48,2,0.19,1,0.354,7.81,-8.58,-3.151,1,4,0.1261,0.1261,0.128,0.128
165.921,1,0.65,0.25,-0.62,4,79.8,20.95,0.2029,0.0434,0.119,0.0,0.038,1.366,-0.602,-56.55,11.48,2,0.19,1,0.742,62.04,-21.26,0.0,0,5,0.111,0.1332,0.1055,0.1258
166.021,1,0.579,1.0,-0.11,4,79.0,20.89,0.2102,0.0151,0.152,-0.003,0.079,1.376,-0.617,-56.04,11.48,2,-0.14,1,0.74,62.04,-15.15,7.214,1,5,0.128,0.1576,0.1261,0.1632
166.117,1,0.575,1.75,0.36,4,80.0,20.69,0.1503,-0.0079,0.176,-0.004,0.094,1.384,-0.629,-55.69,11.48,2,-0.14,1,0.354,12.62,-3.29,-7.67,1,4,0.1706,0.1873,0.1576,0.1892
166.159,1,0.582,1.75,0.4,4,79.8,20.69,0.1264,-0.0261,0.179,-0.0,-0.007,1.388,-0.635,-55.63,11.48,2,-0.14,1,0.369,13.22,0.31,-5.508,1,4,0.1632,0.1855,0.1706,0.1947
166.224,1,0.487,1.75,7.82,4,79.7,27.42,0.12,-0.025,0.163,-0.002,-0.098,1.395,-0.646,-55.63,11.51,2,1.28,1,0.786,16.96,-0.66,0.666,1,5,0.1595,0.1558,0.1651,0.1706
166.318,1,0.56,1.75,0.48,4,79.8,20.69,0.154,-0.2018,0.149,-0.0,0.049,1.402,-0.656,-55.63,11.51,2,1.28,1,0.361,12.62,-0.78,-1.663,1,4,0.1502,0.1428,0.1539,0.1484
166.387,1,0.521,1.25,0.31,3,77.9,20.57,0.12,-0.0252,0.129,0.0,-0.053,1.407,-0.664,-55.81,11.51,2,7.06,1,0.788,12.6,-8.9,-4.7,1,5,0.1409,0.1187,0.1409,0.1168
166.418,1,0.537,0.75,0.19,3,77.3,20.46,0.1339,-0.0166,0.127,-0.002,-0.109,1.409,-0.666,-55.92,11.51,2,7.06,1,0.845,6.79,-12.85,-0.393,1,5,0.1465,0.115,0.1335,0.1113
166.457,1,0.529,0.25,-0.65,3,76.9,20.46,0.141,-0.0081,0.122,-0.002,-0.12,1.411,-0.67,-56.26,11.51,2,7.06,1,0.379,-3.0,-25.93,0.0,0,4,0.1465,0.1131,0.128,0.102
166.517,1,0.527,0.25,-0.59,3,73.2,20.46,0.1618,0.0166,0.114,0.004,0.009,1.415,-0.676,-56.32,11.51,2,7.06,1,0.369,3.61,-22.78,0.0,0,4,0.1168,0.1076,0.128,0.1039
166.587,1,0.462,0.25,-0.28,3,71.8,20.46,0.1767,0.0145,0.116,0.0,0.015,1.42,-0.683,-56.21,11.54,2,-0.1,1,0.904,11.15,-4.15,0.651,1,5,0.1131,0.1187,0.115,0.1187
166.618,1,0.611,0.25,-0.7,4,71.6,20.45,0.1767,0.0058,0.12,-0.002,0.014,1.422,-0.686,-56.21,11.54,2,-0.1,1,0.904,11.15,-4.15,0.651,1,5,0.1205,0.1243,0.1113,0.1224
166.655,1,0.618,0.75,-0.23,4,71.7,20.52,0.1767,0.017,0.131,-0.005,0.129,1.425,-0.69,-56.04,11.54,2,-0.1,1,0.828,10.66,-5.55,-6.022,1,5,0.1391,0.1372,0.115,0.1335
166.716,1,0.621,1.25,-0.44,4,70.0,20.33,0.1667,-0.0018,0.144,0.0,0.01,1.43,-0.698,-55.98,11.54,2,-0.1,1,0.911,11.15,0.23,-2.897,1,5,0.1391,0.1539,0.1354,0.1484
166.787,1,0.649,1.0,-0.12,4,71.3,21.03,0.1767,-0.0012,0.144,0.003,-0.029,1.437,-0.707,-56.09,11.54,2,-0.69,1,0.899,14.06,6.45,-2.617,1,5,0.1328,0.1455,0.1492,0.1492
166.816,1,0.652,0.75,-0.48,4,71.1,20.33,0.1767,-0.0062,0.144,0.002,-0.031,1.438,-0.71,-56.15,11.54,2,-0.69,1,0.899,14.06,6.45,-2.617,1,5,0.1383,0.1455,0.1473,0.1455
166.888,1,0.621,0.75,-0.82,4,68.7,19.72,0.1767,0.0065,0.157,0.0,0.005,1.446,-0.72,-56.15,11.54,2,-0.69,1,0.881,13.09,4.89,-3.232,1,5,0.1576,0.1613,0.1539,0.1558
166.917,1,0.6,0.5,-0.59,4,67.8,20.01,0.1767,0.0152,0.159,0.002,-0.002,1.447,-0.723,-56.15,11.54,2,-0.69,1,0.881,13.09,4.89,-3.232,1,5,0.1539,0.1632,0.1576,0.1595
166.987,1,0.695,0.75,-0.58,4,76.2,20.12,0.1767,0.0119,0.159,-0.0,0.013,1.454,-0.733,-56.09,11.54,2,-1.61,1,0.895,13.57,4.45,-3.77,1,5,0.1593,0.1612,0.1574,0.1593
167.016,1,0.703,0.75,-0.48,4,76.3,20.33,0.1767,0.0084,0.158,0.001,0.017,1.457,-0.736,-56.04,11.54,2,-1.61,1,0.895,13.57,4.45,-3.77,1,5,0.1602,0.162,0.1566,0.1548
167.054,1,0.696,0.75,-0.48,4,73.3,20.33,0.1767,0.0057,0.16,0.002,0.029,1.46,-0.742,-56.04,11.54,2,-1.61,1,0.883,13.57,4.91,-4.702,1,5,0.1584,0.1674,0.1566,0.1584
167.089,1,0.712,0.75,-0.39,4,75.2,20.12,0.1767,0.0058,0.163,0.003,0.012,1.464,-0.747,-56.04,11.54,2,-1.61,1,0.875,14.06,5.9,-4.07,1,5,0.1568,0.1676,0.164,0.164
167.115,1,0.706,0.25,-0.31,4,76.7,20.24,0.1767,0.0035,0.166,0.001,-0.014,1.466,-0.75,-56.04,11.54,2,-1.61,1,0.875,14.06,5.9,-4.07,1,5,0.1595,0.1688,0.1669,0.1706
167.217,1,0.704,0.75,-0.77,4,74.1,20.24,0.1767,0.0066,0.167,-0.002,0.023,1.475,-0.764,-55.98,11.52,2,-1.92,1,0.852,14.06,4.79,-2.898,1,5,0.1669,0.1688,0.1613,0.1706
167.256,1,0.663,0.5,-0.44,4,75.4,19.91,0.1767,0.0128,0.169,-0.001,-0.0,1.479,-0.77,-55.98,11.52,2,-1.92,1,0.844,14.06,6.58,-2.577,1,5,0.1651,0.1706,0.1651,0.1762
167.288,1,0.639,0.5,-0.77,4,74.9,20.2,0.1767,0.0072,0.169,-0.001,-0.014,1.483,-0.775,-55.98,11.52,2,-1.92,1,0.841,14.06,5.14,-2.189,1,5,0.163,0.1686,0.1667,0.1778
167.316,1,0.549,0.75,-0.7,3,75.1,19.85,0.1767,0.0161,0.169,-0.001,0.02,1.484,-0.778,-55.98,11.52,2,-1.92,1,0.841,14.06,5.14,-2.189,1,5,0.1667,0.1704,0.1649,0.1741
167.419,1,0.655,0.75,-0.78,4,73.5,20.16,0.1767,0.0114,0.17,-0.002,-0.012,1.494,-0.792,-55.86,11.52,2,-2.25,1,0.825,14.06,7.19,-2.92,1,5,0.1667,0.1704,0.1649,0.1778
167.517,1,0.635,1.25,-0.61,4,75.7,20.16,0.1531,0.0116,0.172,0.003,0.011,1.504,-0.806,-55.81,11.52,2,-2.25,1,0.8,15.03,9.37,5.764,1,5,0.1725,0.1817,0.1688,0.1669
