t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
1.072,1,0.836,-1.31,0.23,5,78.0,19.93,0.1925,0.0479,0.074,0.0,0.0,11.47,-1.81,1,0.598,4.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.074,1,0.836,-1.31,0.23,5,78.0,19.93,0.1954,0.0028,0.074,0.0,0.0,11.47,-1.81,1,0.598,4.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.076,1,0.836,-1.31,0.23,5,78.0,19.93,0.1954,0.0028,0.074,0.0,0.0,11.47,-1.81,1,0.596,5.25,0.31,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.094,1,0.836,-1.31,0.23,5,78.0,19.93,0.1954,0.0033,0.074,0.0,0.0,11.47,-1.81,1,0.596,5.25,0.31,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.111,1,0.836,-1.31,0.23,5,78.0,19.93,0.1954,0.0033,0.074,0.0,0.0,11.47,-1.81,1,0.599,6.0,0.84,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.116,1,0.836,-1.31,0.23,5,78.0,19.93,0.1954,0.0038,0.074,0.0,0.0,11.47,-1.81,1,0.599,6.0,0.84,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.124,1,0.851,-0.26,0.0,5,78.1,19.93,0.1954,0.0038,0.074,0.0,0.0,11.47,-1.81,1,0.599,6.0,0.84,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.134,1,0.851,-0.26,0.0,5,78.1,19.93,0.1977,-0.0027,0.074,0.0,0.0,11.47,-1.81,1,0.599,6.0,0.84,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.146,1,0.851,-0.26,0.0,5,78.1,19.93,0.1977,-0.0027,0.074,0.0,0.0,11.47,-1.81,1,0.598,7.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.154,1,0.851,-0.26,0.0,5,78.1,19.93,0.1977,-0.0017,0.074,0.0,0.0,11.47,-1.81,1,0.598,7.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.157,1,0.849,0.0,-2.46,5,78.0,19.93,0.1977,-0.0017,0.074,0.0,0.0,11.47,-1.81,1,0.598,7.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.174,1,0.849,0.0,-2.46,5,78.0,19.93,0.1857,0.0596,0.074,0.0,0.0,11.47,-1.81,1,0.598,7.5,0.21,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.177,1,0.849,0.0,-2.46,5,78.0,19.93,0.1857,0.0596,0.074,0.0,0.0,11.47,-1.81,1,0.591,3.75,-0.31,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.19,1,0.861,0.26,-0.4,5,78.1,19.93,0.1857,0.0596,0.074,0.0,0.0,11.47,-1.81,1,0.591,3.75,-0.31,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.193,1,0.861,0.26,-0.4,5,78.1,19.93,0.1926,0.0041,0.074,0.0,0.0,11.47,-1.81,1,0.591,3.75,-0.31,0.0,0,3,0.0741,0.0741,0.0741,0.0741
1.21,1,0.861,0.26,-0.4,5,78.1,19.93,0.1926,0.0041,0.074,0.0,0.0,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.0741,0.0741,0.0741,0.0741
1.215,1,0.861,0.26,-0.4,5,78.1,19.93,0.1806,0.0044,0.074,0.0,0.0,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.0741,0.0741,0.0741,0.0741
1.22,1,0.861,0.26,-0.4,5,78.1,19.93,0.1806,0.0044,0.111,0.0,-0.224,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.0741,0.0741,0.0741,0.0741
1.221,1,0.861,0.26,-0.4,5,78.1,19.93,0.1806,0.0044,0.111,0.0,-0.224,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.1475,0.0738,0.1475,0.0738
1.225,1,0.855,0.52,0.34,5,77.5,19.93,0.1806,0.0044,0.111,0.0,-0.224,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.1475,0.0738,0.1475,0.0738
1.234,1,0.855,0.52,0.34,5,77.5,19.93,0.1685,-0.0166,0.111,0.0,-0.224,11.47,-1.81,1,0.642,3.0,1.42,2.13,1,4,0.1475,0.0738,0.1475,0.0738
1.24,1,0.855,0.52,0.34,5,77.5,19.93,0.1685,-0.0166,0.111,0.0,-0.224,11.47,-0.3,1,0.642,3.0,1.42,2.13,1,4,0.1475,0.0738,0.1475,0.0738
1.24,1,0.855,0.52,0.34,5,77.5,19.93,0.1685,-0.0166,0.111,0.0,-0.224,11.47,-0.3,1,0.642,3.0,1.42,2.13,1,4,0.1475,0.0738,0.1475,0.0738
1.244,1,0.855,0.52,0.34,5,77.5,19.93,0.1685,-0.0166,0.111,0.0,-0.224,11.47,-0.3,1,0.582,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.254,1,0.855,0.52,0.34,5,77.5,19.93,0.1756,-0.0161,0.111,0.0,-0.224,11.47,-0.3,1,0.582,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.256,1,0.846,0.52,-0.21,5,76.8,19.93,0.1756,-0.0161,0.111,0.0,-0.224,11.47,-0.3,1,0.582,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.274,1,0.846,0.52,-0.21,5,76.8,19.93,0.1635,-0.0021,0.111,0.0,-0.224,11.47,-0.3,1,0.582,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.277,1,0.846,0.52,-0.21,5,76.8,19.93,0.1635,-0.0021,0.111,0.0,-0.224,11.47,-0.3,1,0.592,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.289,1,0.852,0.79,-0.83,5,76.1,19.93,0.1635,-0.0021,0.111,0.0,-0.224,11.47,-0.3,1,0.592,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.293,1,0.852,0.79,-0.83,5,76.1,19.93,0.1705,0.0102,0.111,0.0,-0.224,11.47,-0.3,1,0.592,3.0,0.01,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.31,1,0.852,0.79,-0.83,5,76.1,19.93,0.1705,0.0102,0.111,0.0,-0.224,11.47,-0.3,1,0.597,4.5,-0.21,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.315,1,0.852,0.79,-0.83,5,76.1,19.93,0.1775,0.0115,0.111,0.0,-0.224,11.47,-0.3,1,0.597,4.5,-0.21,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.336,1,0.852,0.79,-0.83,5,76.1,19.93,0.1845,0.0126,0.111,0.0,-0.224,11.47,-0.3,1,0.597,4.5,-0.21,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.345,1,0.852,0.79,-0.83,5,76.1,19.93,0.1845,0.0126,0.111,0.0,-0.224,11.47,-0.3,1,0.584,4.5,-0.19,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.354,1,0.852,0.79,-0.83,5,76.1,19.93,0.1915,0.0136,0.111,0.0,-0.224,11.47,-0.3,1,0.584,4.5,-0.19,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.356,1,0.827,1.31,-2.87,5,76.1,19.93,0.1915,0.0136,0.111,0.0,-0.224,11.47,-0.3,1,0.584,4.5,-0.19,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.375,1,0.827,1.31,-2.87,5,76.1,19.93,0.1795,0.0576,0.111,0.0,-0.224,11.47,-0.3,1,0.584,4.5,-0.19,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.377,1,0.827,1.31,-2.87,5,76.1,19.93,0.1795,0.0576,0.111,0.0,-0.224,11.47,-0.3,1,0.577,4.5,-0.17,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.389,1,0.824,1.57,-5.41,5,75.3,19.93,0.1795,0.0576,0.111,0.0,-0.224,11.47,-0.3,1,0.577,4.5,-0.17,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.393,1,0.824,1.57,-5.41,5,75.3,19.93,0.1774,0.1177,0.111,0.0,-0.224,11.47,-0.3,1,0.577,4.5,-0.17,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.411,1,0.824,1.57,-5.41,5,75.3,19.93,0.1774,0.1177,0.111,0.0,-0.224,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.414,1,0.824,1.57,-5.41,5,75.3,19.93,0.1774,0.1184,0.111,0.0,-0.224,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.42,1,0.824,1.57,-5.41,5,75.3,19.93,0.1774,0.1184,0.111,-0.037,0.0,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1475,0.0738,0.1475,0.0738
1.42,1,0.824,1.57,-5.41,5,75.3,19.93,0.1774,0.1184,0.111,-0.037,0.0,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.424,1,0.825,1.57,-3.82,5,75.1,19.93,0.1774,0.1184,0.111,-0.037,0.0,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.434,1,0.825,1.57,-3.82,5,75.1,19.93,0.1765,0.0787,0.111,-0.037,0.0,11.47,-0.3,1,0.57,4.5,-0.16,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.44,1,0.825,1.57,-3.82,5,75.1,19.93,0.1765,0.0787,0.111,-0.037,0.0,11.47,-1.69,1,0.57,4.5,-0.16,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.44,1,0.825,1.57,-3.82,5,75.1,19.93,0.1765,0.0787,0.111,-0.037,0.0,11.47,-1.69,1,0.57,4.5,-0.16,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.443,1,0.825,1.57,-3.82,5,75.1,19.93,0.1765,0.0787,0.111,-0.037,0.0,11.47,-1.69,1,0.602,4.5,3.75,4.02,1,4,0.1485,0.0742,0.0742,0.1485
1.454,1,0.825,1.57,-3.82,5,75.1,19.93,0.1644,0.0736,0.111,-0.037,0.0,11.47,-1.69,1,0.602,4.5,3.75,4.02,1,4,0.1485,0.0742,0.0742,0.1485
1.457,1,0.812,1.84,-3.14,5,75.4,19.93,0.1644,0.0736,0.111,-0.037,0.0,11.47,-1.69,1,0.602,4.5,3.75,4.02,1,4,0.1485,0.0742,0.0742,0.1485
1.474,1,0.812,1.84,-3.14,5,75.4,19.93,0.1525,0.0499,0.111,-0.037,0.0,11.47,-1.69,1,0.602,4.5,3.75,4.02,1,4,0.1485,0.0742,0.0742,0.1485
1.477,1,0.812,1.84,-3.14,5,75.4,19.93,0.1525,0.0499,0.111,-0.037,0.0,11.47,-1.69,1,0.574,4.5,5.03,4.523,1,4,0.1485,0.0742,0.0742,0.1485
1.489,1,0.798,1.84,-3.42,5,74.8,19.93,0.1525,0.0499,0.111,-0.037,0.0,11.47,-1.69,1,0.574,4.5,5.03,4.523,1,4,0.1485,0.0742,0.0742,0.1485
1.493,1,0.798,1.84,-3.42,5,74.8,19.93,0.1406,0.0512,0.111,-0.037,0.0,11.47,-1.69,1,0.574,4.5,5.03,4.523,1,4,0.1485,0.0742,0.0742,0.1485
1.51,1,0.798,1.84,-3.42,5,74.8,19.93,0.1406,0.0512,0.111,-0.037,0.0,11.47,-1.69,1,0.53,8.25,7.5,5.005,1,4,0.1485,0.0742,0.0742,0.1485
1.516,1,0.798,1.84,-3.42,5,74.8,19.93,0.1285,0.0459,0.111,-0.037,0.0,11.47,-1.69,1,0.53,8.25,7.5,5.005,1,4,0.1485,0.0742,0.0742,0.1485
1.524,1,0.772,2.1,-5.05,5,74.0,19.93,0.1285,0.0459,0.111,-0.037,0.0,11.47,-1.69,1,0.53,8.25,7.5,5.005,1,4,0.1485,0.0742,0.0742,0.1485
1.534,1,0.772,2.1,-5.05,5,74.0,19.93,0.1165,0.0672,0.111,-0.037,0.0,11.47,-1.69,1,0.53,8.25,7.5,5.005,1,4,0.1485,0.0742,0.0742,0.1485
1.544,1,0.772,2.1,-5.05,5,74.0,19.93,0.1165,0.0672,0.111,-0.037,0.0,11.47,-1.69,1,0.473,9.0,3.32,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.555,1,0.772,2.1,-5.05,5,74.0,19.93,0.1235,0.0703,0.111,-0.037,0.0,11.47,-1.69,1,0.473,9.0,3.32,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.556,1,0.803,2.62,-3.82,5,73.9,19.93,0.1235,0.0703,0.111,-0.037,0.0,11.47,-1.69,1,0.473,9.0,3.32,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.574,1,0.803,2.62,-3.82,5,73.9,19.93,0.1305,0.0458,0.111,-0.037,0.0,11.47,-1.69,1,0.473,9.0,3.32,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.577,1,0.803,2.62,-3.82,5,73.9,19.93,0.1305,0.0458,0.111,-0.037,0.0,11.47,-1.69,1,0.471,10.5,3.36,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.589,1,0.817,2.88,-2.27,5,74.2,19.93,0.1305,0.0458,0.111,-0.037,0.0,11.47,-1.69,1,0.471,10.5,3.36,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.593,1,0.817,2.88,-2.27,5,74.2,19.93,0.1375,0.0158,0.111,-0.037,0.0,11.47,-1.69,1,0.471,10.5,3.36,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.61,1,0.817,2.88,-2.27,5,74.2,19.93,0.1375,0.0158,0.111,-0.037,0.0,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.617,1,0.817,2.88,-2.27,5,74.2,19.93,0.1445,0.0186,0.111,-0.037,0.0,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.62,1,0.817,2.88,-2.27,5,74.2,19.93,0.1445,0.0186,0.112,0.006,0.036,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.1485,0.0742,0.0742,0.1485
1.621,1,0.817,2.88,-2.27,5,74.2,19.93,0.1445,0.0186,0.112,0.006,0.036,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.624,1,0.792,3.15,-2.7,5,73.8,19.93,0.1445,0.0186,0.112,0.006,0.036,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.634,1,0.792,3.15,-2.7,5,73.8,19.93,0.1325,0.0205,0.112,0.006,0.036,11.47,-1.69,1,0.455,10.5,3.9,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.64,1,0.792,3.15,-2.7,5,73.8,19.93,0.1325,0.0205,0.112,0.006,0.036,11.47,-0.33,1,0.455,10.5,3.9,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.641,1,0.792,3.15,-2.7,5,73.8,19.93,0.1325,0.0205,0.112,0.006,0.036,11.47,-0.33,1,0.455,10.5,3.9,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.643,1,0.792,3.15,-2.7,5,73.8,19.93,0.1325,0.0205,0.112,0.006,0.036,11.47,-0.33,1,0.45,10.5,3.75,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.654,1,0.792,3.15,-2.7,5,73.8,19.93,0.1204,0.0166,0.112,0.006,0.036,11.47,-0.33,1,0.45,10.5,3.75,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.656,1,0.806,2.88,-3.51,5,74.1,19.93,0.1204,0.0166,0.112,0.006,0.036,11.47,-0.33,1,0.45,10.5,3.75,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.674,1,0.806,2.88,-3.51,5,74.1,19.93,0.1275,0.0381,0.112,0.006,0.036,11.47,-0.33,1,0.45,10.5,3.75,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.677,1,0.806,2.88,-3.51,5,74.1,19.93,0.1275,0.0381,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.69,1,0.823,3.15,-3.16,5,73.9,19.93,0.1275,0.0381,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.693,1,0.823,3.15,-3.16,5,73.9,19.93,0.1344,0.0315,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.716,1,0.823,3.15,-3.16,5,73.9,19.93,0.1344,0.0315,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.72,1,0.823,3.15,-3.16,5,73.9,19.93,0.1415,0.0349,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.739,1,0.823,3.15,-3.16,5,73.9,19.93,0.1494,0.0384,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.754,1,0.823,3.15,-3.16,5,73.9,19.93,0.1555,0.0411,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.774,1,0.823,3.15,-3.16,5,73.9,19.93,0.1625,0.044,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.792,1,0.788,3.67,-2.05,5,73.6,19.93,0.1625,0.044,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.795,1,0.788,3.67,-2.05,5,73.6,19.93,0.1697,0.047,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.816,1,0.788,3.67,-2.05,5,73.6,19.93,0.158,0.0111,0.112,0.006,0.036,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.82,1,0.788,3.67,-2.05,5,73.6,19.93,0.158,0.0111,0.148,0.0,0.0,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.094,0.1175,0.1175,0.1175
1.82,1,0.788,3.67,-2.05,5,73.6,19.93,0.158,0.0111,0.148,0.0,0.0,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.1478,0.1478,0.1478,0.1478
1.824,1,0.749,3.67,-6.03,5,74.4,19.93,0.158,0.0111,0.148,0.0,0.0,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.1478,0.1478,0.1478,0.1478
1.834,1,0.749,3.67,-6.03,5,74.4,19.93,0.1461,0.0921,0.148,0.0,0.0,11.47,-0.33,1,0.445,9.0,3.32,0.0,0,3,0.1478,0.1478,0.1478,0.1478
1.84,1,0.749,3.67,-6.03,5,74.4,19.93,0.1461,0.0921,0.148,0.0,0.0,11.47,0.5,1,0.445,9.0,3.32,0.0,0,3,0.1478,0.1478,0.1478,0.1478
1.841,1,0.749,3.67,-6.03,5,74.4,19.93,0.1461,0.0921,0.148,0.0,0.0,11.47,0.5,1,0.445,9.0,3.32,0.0,0,3,0.1478,0.1478,0.1478,0.1478
1.844,1,0.749,3.67,-6.03,5,74.4,19.93,0.1461,0.0921,0.148,0.0,0.0,11.47,0.5,1,0.392,9.0,-0.21,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.855,1,0.749,3.67,-6.03,5,74.4,19.93,0.1341,0.0828,0.148,0.0,0.0,11.47,0.5,1,0.392,9.0,-0.21,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.856,1,0.768,3.93,-4.88,5,74.9,19.93,0.1341,0.0828,0.148,0.0,0.0,11.47,0.5,1,0.392,9.0,-0.21,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.874,1,0.768,3.93,-4.88,5,74.9,19.93,0.1221,0.0493,0.148,0.0,0.0,11.47,0.5,1,0.392,9.0,-0.21,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.876,1,0.768,3.93,-4.88,5,74.9,19.93,0.1221,0.0493,0.148,0.0,0.0,11.47,0.5,1,0.376,9.0,0.53,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.894,1,0.768,3.93,-4.88,5,74.9,19.93,0.1101,0.0481,0.148,0.0,0.0,11.47,0.5,1,0.376,9.0,0.53,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.91,1,0.768,3.93,-4.88,5,74.9,19.93,0.1101,0.0481,0.148,0.0,0.0,11.47,0.5,1,0.363,7.5,-0.42,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.914,1,0.768,3.93,-4.88,5,74.9,19.93,0.1008,0.0484,0.148,0.0,0.0,11.47,0.5,1,0.363,7.5,-0.42,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.924,1,0.726,4.46,-7.59,5,73.8,19.93,0.1008,0.0484,0.148,0.0,0.0,11.47,0.5,1,0.363,7.5,-0.42,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.934,1,0.726,4.46,-7.59,5,73.8,19.93,0.1077,0.0894,0.148,0.0,0.0,11.47,0.5,1,0.363,7.5,-0.42,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.943,1,0.726,4.46,-7.59,5,73.8,19.93,0.1077,0.0894,0.148,0.0,0.0,11.47,0.5,1,0.354,6.0,1.58,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.955,1,0.726,4.46,-7.59,5,73.8,19.93,0.1147,0.09,0.148,0.0,0.0,11.47,0.5,1,0.354,6.0,1.58,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.956,1,0.776,4.46,-1.74,5,72.9,19.93,0.1147,0.09,0.148,0.0,0.0,11.47,0.5,1,0.354,6.0,1.58,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.974,1,0.776,4.46,-1.74,5,72.9,19.93,0.1027,-0.0117,0.148,0.0,0.0,11.47,0.5,1,0.354,6.0,1.58,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.977,1,0.776,4.46,-1.74,5,72.9,19.93,0.1027,-0.0117,0.148,0.0,0.0,11.47,0.5,1,0.315,6.75,6.81,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.989,1,0.771,4.72,-0.71,5,72.8,19.93,0.1027,-0.0117,0.148,0.0,0.0,11.47,0.5,1,0.315,6.75,6.81,0.0,0,2,0.1478,0.1478,0.1478,0.1478
1.993,1,0.771,4.72,-0.71,5,72.8,19.93,0.0908,-0.0324,0.148,0.0,0.0,11.47,0.5,1,0.315,6.75,6.81,0.0,0,2,0.1478,0.1478,0.1478,0.1478
2.01,1,0.771,4.72,-0.71,5,72.8,19.93,0.0908,-0.0324,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1478,0.1478,0.1478,0.1478
2.014,1,0.771,4.72,-0.71,5,72.8,19.93,0.0787,-0.032,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1478,0.1478,0.1478,0.1478
2.02,1,0.771,4.72,-0.71,5,72.8,19.93,0.0787,-0.032,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1478,0.1478,0.1478,0.1478
2.021,1,0.771,4.72,-0.71,5,72.8,19.93,0.0787,-0.032,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.023,1,0.777,4.98,-1.29,5,72.5,20.45,0.0787,-0.032,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.034,1,0.777,4.98,-1.29,5,72.5,20.45,0.07,-0.0248,0.148,0.0,0.0,11.47,0.5,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.04,1,0.777,4.98,-1.29,5,72.5,20.45,0.07,-0.0248,0.148,0.0,0.0,11.47,-0.86,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.04,1,0.777,4.98,-1.29,5,72.5,20.45,0.07,-0.0248,0.148,0.0,0.0,11.47,-0.86,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.054,1,0.777,4.98,-1.29,5,72.5,20.45,0.07,-0.0243,0.148,0.0,0.0,11.47,-0.86,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.056,1,0.743,4.98,-1.66,5,72.7,20.45,0.07,-0.0243,0.148,0.0,0.0,11.47,-0.86,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.074,1,0.743,4.98,-1.66,5,72.7,20.45,0.07,-0.0174,0.148,0.0,0.0,11.47,-0.86,1,0.289,8.25,11.33,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.077,1,0.743,4.98,-1.66,5,72.7,20.45,0.07,-0.0174,0.148,0.0,0.0,11.47,-0.86,1,0.268,10.5,15.81,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.089,1,0.778,4.98,-0.83,5,73.7,19.93,0.07,-0.0174,0.148,0.0,0.0,11.47,-0.86,1,0.268,10.5,15.81,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.093,1,0.778,4.98,-0.83,5,73.7,19.93,0.0745,-0.0316,0.148,0.0,0.0,11.47,-0.86,1,0.268,10.5,15.81,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.109,1,0.778,4.98,-0.83,5,73.7,19.93,0.0745,-0.0316,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.115,1,0.778,4.98,-0.83,5,73.7,19.93,0.0745,-0.0313,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.123,1,0.791,5.24,-0.79,5,73.4,19.93,0.0745,-0.0313,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.134,1,0.791,5.24,-0.79,5,73.4,19.93,0.0815,-0.0352,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.154,1,0.791,5.24,-0.79,5,73.4,19.93,0.0885,-0.0349,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.156,1,0.764,4.98,-1.62,5,73.3,20.45,0.0885,-0.0349,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.174,1,0.764,4.98,-1.62,5,73.3,20.45,0.0912,-0.0168,0.148,0.0,0.0,11.47,-0.86,1,0.247,10.5,21.75,0.0,0,2,0.1475,0.1475,0.1475,0.1475
2.178,1,0.764,4.98,-1.62,5,73.3,20.45,0.0912,-0.0168,0.148,0.0,0.0,11.47,-0.86,1,0.296,0.0,39.05,0.0,0,3,0.1475,0.1475,0.1475,0.1475
2.19,1,0.793,4.98,-1.33,5,73.3,20.45,0.0912,-0.0168,0.148,0.0,0.0,11.47,-0.86,1,0.296,0.0,39.05,0.0,0,3,0.1475,0.1475,0.1475,0.1475
