t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
13.794,1,0.818,10.23,26.86,5,62.7,22.55,0.0921,-0.5585,0.142,-0.012,-0.143,11.45,28.76,1,0.609,-14.25,-0.99,-0.051,1,5,0.1653,0.0945,0.1653,0.1417
13.801,1,0.818,10.23,26.86,5,62.7,22.55,0.0921,-0.5585,0.142,-0.012,-0.143,11.45,28.76,1,0.751,-27.0,-2.45,0.04,1,5,0.1653,0.0945,0.1653,0.1417
13.812,1,0.829,10.23,25.67,5,63.1,22.02,0.0921,-0.5585,0.142,-0.012,-0.143,11.45,28.76,1,0.751,-27.0,-2.45,0.04,1,5,0.1653,0.0945,0.1653,0.1417
13.813,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5454,0.142,-0.012,-0.143,11.45,28.76,1,0.751,-27.0,-2.45,0.04,1,5,0.1653,0.0945,0.1653,0.1417
13.819,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5454,0.111,-0.037,-0.448,11.45,28.76,1,0.751,-27.0,-2.45,0.04,1,5,0.1653,0.0945,0.1653,0.1417
13.82,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5454,0.111,-0.037,-0.448,11.45,28.76,1,0.751,-27.0,-2.45,0.04,1,5,0.2217,0.0,0.1478,0.0739
13.833,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5454,0.111,-0.037,-0.448,11.45,28.76,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.834,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5443,0.111,-0.037,-0.448,11.45,28.76,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.841,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5443,0.111,-0.037,-0.448,11.45,39.59,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.841,1,0.829,10.23,25.67,5,63.1,22.02,0.0978,-0.5443,0.111,-0.037,-0.448,11.45,39.59,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.846,1,0.821,9.44,25.01,5,63.1,22.02,0.0978,-0.5443,0.111,-0.037,-0.448,11.45,39.59,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.854,1,0.821,9.44,25.01,5,63.1,22.02,0.101,-0.5222,0.111,-0.037,-0.448,11.45,39.59,1,0.681,-37.5,-3.73,0.113,1,5,0.2217,0.0,0.1478,0.0739
13.866,1,0.821,9.44,25.01,5,63.1,22.02,0.101,-0.5222,0.111,-0.037,-0.448,11.45,39.59,1,0.769,-48.75,-4.94,0.034,1,5,0.2217,0.0,0.1478,0.0739
13.874,1,0.821,9.44,25.01,5,63.1,22.02,0.101,-0.522,0.111,-0.037,-0.448,11.45,39.59,1,0.769,-48.75,-4.94,0.034,1,5,0.2217,0.0,0.1478,0.0739
13.878,1,0.813,8.91,23.92,5,62.7,22.02,0.101,-0.522,0.111,-0.037,-0.448,11.45,39.59,1,0.769,-48.75,-4.94,0.034,1,5,0.2217,0.0,0.1478,0.0739
13.896,1,0.813,8.91,23.92,5,62.7,22.02,0.1062,-0.4963,0.111,-0.037,-0.448,11.45,39.59,1,0.769,-48.75,-4.94,0.034,1,5,0.2217,0.0,0.1478,0.0739
13.9,1,0.813,8.91,23.92,5,62.7,22.02,0.1062,-0.4963,0.111,-0.037,-0.448,11.45,39.59,1,0.788,-52.5,-5.32,0.225,1,5,0.2217,0.0,0.1478,0.0739
13.912,1,0.801,8.13,22.83,5,62.2,21.5,0.1062,-0.4963,0.111,-0.037,-0.448,11.45,39.59,1,0.788,-52.5,-5.32,0.225,1,5,0.2217,0.0,0.1478,0.0739
13.914,1,0.801,8.13,22.83,5,62.2,21.5,0.1062,-0.4966,0.111,-0.037,-0.448,11.45,39.59,1,0.788,-52.5,-5.32,0.225,1,5,0.2217,0.0,0.1478,0.0739
13.933,1,0.801,8.13,22.83,5,62.2,21.5,0.1062,-0.4966,0.111,-0.037,-0.448,11.45,39.59,1,0.803,-57.0,-5.9,0.106,1,5,0.2217,0.0,0.1478,0.0739
13.935,1,0.801,8.13,22.83,5,62.2,21.5,0.1113,-0.468,0.111,-0.037,-0.448,11.45,39.59,1,0.803,-57.0,-5.9,0.106,1,5,0.2217,0.0,0.1478,0.0739
13.946,1,0.788,7.08,22.41,5,61.8,21.5,0.1113,-0.468,0.111,-0.037,-0.448,11.45,39.59,1,0.803,-57.0,-5.9,0.106,1,5,0.2217,0.0,0.1478,0.0739
13.954,1,0.788,7.08,22.41,5,61.8,21.5,0.1134,-0.4482,0.111,-0.037,-0.448,11.45,39.59,1,0.803,-57.0,-5.9,0.106,1,5,0.2217,0.0,0.1478,0.0739
13.965,1,0.788,7.08,22.41,5,61.8,21.5,0.1134,-0.4482,0.111,-0.037,-0.448,11.45,39.59,1,0.808,-59.25,-5.6,0.134,1,5,0.2217,0.0,0.1478,0.0739
13.974,1,0.788,7.08,22.41,5,61.8,21.5,0.1134,-0.4495,0.111,-0.037,-0.448,11.45,39.59,1,0.808,-59.25,-5.6,0.134,1,5,0.2217,0.0,0.1478,0.0739
13.978,1,0.776,6.55,21.7,5,61.9,21.5,0.1134,-0.4495,0.111,-0.037,-0.448,11.45,39.59,1,0.808,-59.25,-5.6,0.134,1,5,0.2217,0.0,0.1478,0.0739
13.994,1,0.776,6.55,21.7,5,61.9,21.5,0.1167,-0.4317,0.111,-0.037,-0.448,11.45,39.59,1,0.808,-59.25,-5.6,0.134,1,5,0.2217,0.0,0.1478,0.0739
13.999,1,0.776,6.55,21.7,5,61.9,21.5,0.1167,-0.4317,0.111,-0.037,-0.448,11.45,39.59,1,0.801,-60.75,-6.12,0.09,1,5,0.2217,0.0,0.1478,0.0739
14.012,1,0.775,5.77,20.57,5,62.8,21.5,0.1167,-0.4317,0.111,-0.037,-0.448,11.45,39.59,1,0.801,-60.75,-6.12,0.09,1,5,0.2217,0.0,0.1478,0.0739
14.013,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4101,0.111,-0.037,-0.448,11.45,39.59,1,0.801,-60.75,-6.12,0.09,1,5,0.2217,0.0,0.1478,0.0739
14.019,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4101,0.092,-0.018,-0.559,11.45,39.59,1,0.801,-60.75,-6.12,0.09,1,5,0.2217,0.0,0.1478,0.0739
14.02,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4101,0.092,-0.018,-0.559,11.45,39.59,1,0.801,-60.75,-6.12,0.09,1,5,0.2214,0.0,0.1476,0.0
14.033,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4101,0.092,-0.018,-0.559,11.45,39.59,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.034,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4116,0.092,-0.018,-0.559,11.45,39.59,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.042,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4116,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.043,1,0.775,5.77,20.57,5,62.8,21.5,0.1221,-0.4116,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.046,1,0.764,4.98,19.27,5,62.5,20.97,0.1221,-0.4116,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.054,1,0.764,4.98,19.27,5,62.5,20.97,0.1283,-0.3968,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-57.0,-4.8,0.25,1,5,0.2214,0.0,0.1476,0.0
14.065,1,0.764,4.98,19.27,5,62.5,20.97,0.1283,-0.3968,0.092,-0.018,-0.559,11.45,30.87,1,0.813,-54.75,-5.23,0.183,1,5,0.2214,0.0,0.1476,0.0
14.074,1,0.764,4.98,19.27,5,62.5,20.97,0.1283,-0.3984,0.092,-0.018,-0.559,11.45,30.87,1,0.813,-54.75,-5.23,0.183,1,5,0.2214,0.0,0.1476,0.0
14.078,1,0.742,3.93,18.24,5,62.1,20.97,0.1283,-0.3984,0.092,-0.018,-0.559,11.45,30.87,1,0.813,-54.75,-5.23,0.183,1,5,0.2214,0.0,0.1476,0.0
14.094,1,0.742,3.93,18.24,5,62.1,20.97,0.1332,-0.3796,0.092,-0.018,-0.559,11.45,30.87,1,0.813,-54.75,-5.23,0.183,1,5,0.2214,0.0,0.1476,0.0
14.099,1,0.742,3.93,18.24,5,62.1,20.97,0.1332,-0.3796,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-52.5,-4.03,0.267,1,5,0.2214,0.0,0.1476,0.0
14.112,1,0.723,2.88,17.81,5,61.5,20.97,0.1332,-0.3796,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-52.5,-4.03,0.267,1,5,0.2214,0.0,0.1476,0.0
14.114,1,0.723,2.88,17.81,5,61.5,20.97,0.1352,-0.3649,0.092,-0.018,-0.559,11.45,30.87,1,0.768,-52.5,-4.03,0.267,1,5,0.2214,0.0,0.1476,0.0
14.132,1,0.723,2.88,17.81,5,61.5,20.97,0.1352,-0.3649,0.092,-0.018,-0.559,11.45,30.87,1,0.818,-48.75,-3.96,0.15,1,5,0.2214,0.0,0.1476,0.0
14.135,1,0.723,2.88,17.81,5,61.5,20.97,0.1352,-0.367,0.092,-0.018,-0.559,11.45,30.87,1,0.818,-48.75,-3.96,0.15,1,5,0.2214,0.0,0.1476,0.0
14.146,1,0.71,2.1,16.72,5,61.0,20.97,0.1352,-0.367,0.092,-0.018,-0.559,11.45,30.87,1,0.818,-48.75,-3.96,0.15,1,5,0.2214,0.0,0.1476,0.0
14.154,1,0.71,2.1,16.72,5,61.0,20.97,0.1404,-0.3492,0.092,-0.018,-0.559,11.45,30.87,1,0.818,-48.75,-3.96,0.15,1,5,0.2214,0.0,0.1476,0.0
14.165,1,0.71,2.1,16.72,5,61.0,20.97,0.1404,-0.3492,0.092,-0.018,-0.559,11.45,30.87,1,0.796,-49.5,-3.83,0.16,1,5,0.2214,0.0,0.1476,0.0
14.174,1,0.71,2.1,16.72,5,61.0,20.97,0.1404,-0.3511,0.092,-0.018,-0.559,11.45,30.87,1,0.796,-49.5,-3.83,0.16,1,5,0.2214,0.0,0.1476,0.0
14.179,1,0.688,1.31,15.53,5,60.1,20.45,0.1404,-0.3511,0.092,-0.018,-0.559,11.45,30.87,1,0.796,-49.5,-3.83,0.16,1,5,0.2214,0.0,0.1476,0.0
14.194,1,0.688,1.31,15.53,5,60.1,20.45,0.1461,-0.3302,0.092,-0.018,-0.559,11.45,30.87,1,0.796,-49.5,-3.83,0.16,1,5,0.2214,0.0,0.1476,0.0
14.199,1,0.688,1.31,15.53,5,60.1,20.45,0.1461,-0.3302,0.092,-0.018,-0.559,11.45,30.87,1,0.8,-45.0,-3.24,0.222,1,5,0.2214,0.0,0.1476,0.0
14.212,1,0.664,0.0,15.75,5,61.1,20.97,0.1461,-0.3302,0.092,-0.018,-0.559,11.45,30.87,1,0.8,-45.0,-3.24,0.222,1,5,0.2214,0.0,0.1476,0.0
14.213,1,0.664,0.0,15.75,5,61.1,20.97,0.1342,-0.2952,0.092,-0.018,-0.559,11.45,30.87,1,0.8,-45.0,-3.24,0.222,1,5,0.2214,0.0,0.1476,0.0
14.219,1,0.664,0.0,15.75,5,61.1,20.97,0.1342,-0.2952,0.111,0.0,-0.671,11.45,30.87,1,0.8,-45.0,-3.24,0.222,1,5,0.2214,0.0,0.1476,0.0
14.22,1,0.664,0.0,15.75,5,61.1,20.97,0.1342,-0.2952,0.111,0.0,-0.671,11.45,30.87,1,0.8,-45.0,-3.24,0.222,1,5,0.2213,0.0,0.2213,0.0
14.234,1,0.664,0.0,15.75,5,61.1,20.97,0.1342,-0.2952,0.111,0.0,-0.671,11.45,30.87,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.234,1,0.664,0.0,15.75,5,61.1,20.97,0.1259,-0.2794,0.111,0.0,-0.671,11.45,30.87,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.241,1,0.664,0.0,15.75,5,61.1,20.97,0.1259,-0.2794,0.111,0.0,-0.671,11.45,20.71,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.241,1,0.664,0.0,15.75,5,61.1,20.97,0.1259,-0.2794,0.111,0.0,-0.671,11.45,20.71,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.247,1,0.704,-1.31,14.19,5,63.4,21.5,0.1259,-0.2794,0.111,0.0,-0.671,11.45,20.71,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.254,1,0.704,-1.31,14.19,5,63.4,21.5,0.1329,-0.25,0.111,0.0,-0.671,11.45,20.71,1,0.823,-43.5,-3.02,0.22,1,5,0.2213,0.0,0.2213,0.0
14.265,1,0.704,-1.31,14.19,5,63.4,21.5,0.1329,-0.25,0.111,0.0,-0.671,11.45,20.71,1,0.79,-39.0,-1.96,0.246,1,5,0.2213,0.0,0.2213,0.0
14.274,1,0.704,-1.31,14.19,5,63.4,21.5,0.1399,-0.2659,0.111,0.0,-0.671,11.45,20.71,1,0.79,-39.0,-1.96,0.246,1,5,0.2213,0.0,0.2213,0.0
14.278,1,0.725,-2.36,13.4,5,65.3,20.45,0.1399,-0.2659,0.111,0.0,-0.671,11.45,20.71,1,0.79,-39.0,-1.96,0.246,1,5,0.2213,0.0,0.2213,0.0
14.294,1,0.725,-2.36,13.4,5,65.3,20.45,0.1469,-0.2511,0.111,0.0,-0.671,11.45,20.71,1,0.79,-39.0,-1.96,0.246,1,5,0.2213,0.0,0.2213,0.0
14.298,1,0.725,-2.36,13.4,5,65.3,20.45,0.1469,-0.2511,0.111,0.0,-0.671,11.45,20.71,1,0.829,-34.5,-1.73,0.162,1,5,0.2213,0.0,0.2213,0.0
14.312,1,0.758,-3.41,12.38,5,67.8,20.45,0.1469,-0.2511,0.111,0.0,-0.671,11.45,20.71,1,0.829,-34.5,-1.73,0.162,1,5,0.2213,0.0,0.2213,0.0
14.313,1,0.758,-3.41,12.38,5,67.8,20.45,0.1538,-0.2299,0.111,0.0,-0.671,11.45,20.71,1,0.829,-34.5,-1.73,0.162,1,5,0.2213,0.0,0.2213,0.0
14.332,1,0.758,-3.41,12.38,5,67.8,20.45,0.1538,-0.2299,0.111,0.0,-0.671,11.45,20.71,1,0.831,-32.25,-1.16,0.268,1,5,0.2213,0.0,0.2213,0.0
14.334,1,0.758,-3.41,12.38,5,67.8,20.45,0.1609,-0.2435,0.111,0.0,-0.671,11.45,20.71,1,0.831,-32.25,-1.16,0.268,1,5,0.2213,0.0,0.2213,0.0
14.346,1,0.794,-4.46,10.18,5,70.3,20.45,0.1609,-0.2435,0.111,0.0,-0.671,11.45,20.71,1,0.831,-32.25,-1.16,0.268,1,5,0.2213,0.0,0.2213,0.0
14.354,1,0.794,-4.46,10.18,5,70.3,20.45,0.1679,-0.1906,0.111,0.0,-0.671,11.45,20.71,1,0.831,-32.25,-1.16,0.268,1,5,0.2213,0.0,0.2213,0.0
14.365,1,0.794,-4.46,10.18,5,70.3,20.45,0.1679,-0.1906,0.111,0.0,-0.671,11.45,20.71,1,0.835,-32.25,-1.31,0.137,1,5,0.2213,0.0,0.2213,0.0
14.376,1,0.794,-4.46,10.18,5,70.3,20.45,0.1715,-0.1975,0.111,0.0,-0.671,11.45,20.71,1,0.835,-32.25,-1.31,0.137,1,5,0.2213,0.0,0.2213,0.0
14.377,1,0.829,-6.29,9.28,5,74.0,20.45,0.1715,-0.1975,0.111,0.0,-0.671,11.45,20.71,1,0.835,-32.25,-1.31,0.137,1,5,0.2213,0.0,0.2213,0.0
14.395,1,0.829,-6.29,9.28,5,74.0,20.45,0.1758,-0.1593,0.111,0.0,-0.671,11.45,20.71,1,0.835,-32.25,-1.31,0.137,1,5,0.2213,0.0,0.2213,0.0
14.399,1,0.829,-6.29,9.28,5,74.0,20.45,0.1758,-0.1593,0.111,0.0,-0.671,11.45,20.71,1,0.828,-35.25,-1.17,0.291,1,5,0.2213,0.0,0.2213,0.0
14.412,1,0.849,-7.6,8.48,5,78.9,20.45,0.1758,-0.1593,0.111,0.0,-0.671,11.45,20.71,1,0.828,-35.25,-1.17,0.291,1,5,0.2213,0.0,0.2213,0.0
14.413,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1296,0.111,0.0,-0.671,11.45,20.71,1,0.828,-35.25,-1.17,0.291,1,5,0.2213,0.0,0.2213,0.0
14.419,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1296,0.093,0.019,-0.561,11.45,20.71,1,0.828,-35.25,-1.17,0.291,1,5,0.2213,0.0,0.2213,0.0
14.42,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1296,0.093,0.019,-0.561,11.45,20.71,1,0.828,-35.25,-1.17,0.291,1,5,0.1482,0.0,0.2223,0.0
14.431,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1296,0.093,0.019,-0.561,11.45,20.71,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.434,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1328,0.093,0.019,-0.561,11.45,20.71,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.44,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1328,0.093,0.019,-0.561,11.45,12.07,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.44,1,0.849,-7.6,8.48,5,78.9,20.45,0.1796,-0.1328,0.093,0.019,-0.561,11.45,12.07,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.445,1,0.846,-9.18,7.66,5,82.6,20.45,0.1796,-0.1328,0.093,0.019,-0.561,11.45,12.07,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.454,1,0.846,-9.18,7.66,5,82.6,20.45,0.1835,-0.0985,0.093,0.019,-0.561,11.45,12.07,1,0.83,-34.5,-0.94,0.265,1,5,0.1482,0.0,0.2223,0.0
14.465,1,0.846,-9.18,7.66,5,82.6,20.45,0.1835,-0.0985,0.093,0.019,-0.561,11.45,12.07,1,0.817,-31.5,0.11,0.359,1,5,0.1482,0.0,0.2223,0.0
14.474,1,0.846,-9.18,7.66,5,82.6,20.45,0.1835,-0.1017,0.093,0.019,-0.561,11.45,12.07,1,0.817,-31.5,0.11,0.359,1,5,0.1482,0.0,0.2223,0.0
14.478,1,0.858,-10.49,6.04,5,86.8,20.45,0.1835,-0.1017,0.093,0.019,-0.561,11.45,12.07,1,0.817,-31.5,0.11,0.359,1,5,0.1482,0.0,0.2223,0.0
14.494,1,0.858,-10.49,6.04,5,86.8,20.45,0.185,-0.0473,0.093,0.019,-0.561,11.45,12.07,1,0.817,-31.5,0.11,0.359,1,5,0.1482,0.0,0.2223,0.0
14.5,1,0.858,-10.49,6.04,5,86.8,20.45,0.185,-0.0473,0.093,0.019,-0.561,11.45,12.07,1,0.826,-30.75,-0.23,0.183,1,5,0.1482,0.0,0.2223,0.0
14.511,1,0.864,-12.32,4.89,5,90.9,20.45,0.185,-0.0473,0.093,0.019,-0.561,11.45,12.07,1,0.826,-30.75,-0.23,0.183,1,5,0.1482,0.0,0.2223,0.0
14.513,1,0.864,-12.32,4.89,5,90.9,20.45,0.1789,0.006,0.093,0.019,-0.561,11.45,12.07,1,0.826,-30.75,-0.23,0.183,1,5,0.1482,0.0,0.2223,0.0
14.532,1,0.864,-12.32,4.89,5,90.9,20.45,0.1789,0.006,0.093,0.019,-0.561,11.45,12.07,1,0.83,-31.5,-0.13,0.346,1,5,0.1482,0.0,0.2223,0.0
14.534,1,0.864,-12.32,4.89,5,90.9,20.45,0.1789,0.0024,0.093,0.019,-0.561,11.45,12.07,1,0.83,-31.5,-0.13,0.346,1,5,0.1482,0.0,0.2223,0.0
14.545,1,0.866,-14.16,3.92,5,94.4,20.45,0.1789,0.0024,0.093,0.019,-0.561,11.45,12.07,1,0.83,-31.5,-0.13,0.346,1,5,0.1482,0.0,0.2223,0.0
14.554,1,0.866,-14.16,3.92,5,94.4,20.45,0.1728,0.0497,0.093,0.019,-0.561,11.45,12.07,1,0.83,-31.5,-0.13,0.346,1,5,0.1482,0.0,0.2223,0.0
14.566,1,0.866,-14.16,3.92,5,94.4,20.45,0.1728,0.0497,0.093,0.019,-0.561,11.45,12.07,1,0.834,-30.75,0.02,0.287,1,5,0.1482,0.0,0.2223,0.0
14.574,1,0.866,-14.16,3.92,5,94.4,20.45,0.1728,0.0461,0.093,0.019,-0.561,11.45,12.07,1,0.834,-30.75,0.02,0.287,1,5,0.1482,0.0,0.2223,0.0
14.578,1,0.872,-15.99,3.26,5,97.3,20.45,0.1728,0.0461,0.093,0.019,-0.561,11.45,12.07,1,0.834,-30.75,0.02,0.287,1,5,0.1482,0.0,0.2223,0.0
14.594,1,0.872,-15.99,3.26,5,97.3,20.45,0.1667,0.0847,0.093,0.019,-0.561,11.45,12.07,1,0.834,-30.75,0.02,0.287,1,5,0.1482,0.0,0.2223,0.0
14.6,1,0.872,-15.99,3.26,5,97.3,20.45,0.1667,0.0847,0.093,0.019,-0.561,11.45,12.07,1,0.816,-30.75,0.51,0.344,1,5,0.1482,0.0,0.2223,0.0
14.613,1,0.867,-17.57,2.1,5,99.3,20.45,0.1667,0.0847,0.093,0.019,-0.561,11.45,12.07,1,0.816,-30.75,0.51,0.344,1,5,0.1482,0.0,0.2223,0.0
14.614,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1294,0.093,0.019,-0.561,11.45,12.07,1,0.816,-30.75,0.51,0.344,1,5,0.1482,0.0,0.2223,0.0
14.62,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1294,0.095,0.0,-0.575,11.45,12.07,1,0.816,-30.75,0.51,0.344,1,5,0.1482,0.0,0.2223,0.0
14.62,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1294,0.095,0.0,-0.575,11.45,12.07,1,0.816,-30.75,0.51,0.344,1,5,0.1897,0.0,0.1897,0.0
14.632,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1294,0.095,0.0,-0.575,11.45,12.07,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.634,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1256,0.095,0.0,-0.575,11.45,12.07,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.641,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1256,0.095,0.0,-0.575,11.45,3.59,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.641,1,0.867,-17.57,2.1,5,99.3,20.45,0.1614,0.1256,0.095,0.0,-0.575,11.45,3.59,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.645,1,0.87,-19.66,1.13,5,100.5,20.97,0.1614,0.1256,0.095,0.0,-0.575,11.45,3.59,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.653,1,0.87,-19.66,1.13,5,100.5,20.97,0.1545,0.172,0.095,0.0,-0.575,11.45,3.59,1,0.807,-29.25,0.54,0.213,1,5,0.1897,0.0,0.1897,0.0
14.666,1,0.87,-19.66,1.13,5,100.5,20.97,0.1545,0.172,0.095,0.0,-0.575,11.45,3.59,1,0.812,-32.25,0.55,0.451,1,5,0.1897,0.0,0.1897,0.0
14.676,1,0.87,-19.66,1.13,5,100.5,20.97,0.1545,0.1679,0.095,0.0,-0.575,11.45,3.59,1,0.812,-32.25,0.55,0.451,1,5,0.1897,0.0,0.1897,0.0
14.679,1,0.857,-21.24,-0.21,5,100.7,20.97,0.1545,0.1679,0.095,0.0,-0.575,11.45,3.59,1,0.812,-32.25,0.55,0.451,1,5,0.1897,0.0,0.1897,0.0
14.694,1,0.857,-21.24,-0.21,5,100.7,20.97,0.1492,0.2139,0.095,0.0,-0.575,11.45,3.59,1,0.812,-32.25,0.55,0.451,1,5,0.1897,0.0,0.1897,0.0
14.699,1,0.857,-21.24,-0.21,5,100.7,20.97,0.1492,0.2139,0.095,0.0,-0.575,11.45,3.59,1,0.807,-34.5,0.86,0.416,1,5,0.1897,0.0,0.1897,0.0
14.711,1,0.84,-23.07,-0.99,5,100.7,20.97,0.1492,0.2139,0.095,0.0,-0.575,11.45,3.59,1,0.807,-34.5,0.86,0.416,1,5,0.1897,0.0,0.1897,0.0
14.713,1,0.84,-23.07,-0.99,5,100.7,20.97,0.1431,0.2492,0.095,0.0,-0.575,11.45,3.59,1,0.807,-34.5,0.86,0.416,1,5,0.1897,0.0,0.1897,0.0
14.732,1,0.84,-23.07,-0.99,5,100.7,20.97,0.1431,0.2492,0.095,0.0,-0.575,11.45,3.59,1,0.813,-31.5,1.4,0.395,1,5,0.1897,0.0,0.1897,0.0
14.735,1,0.84,-23.07,-0.99,5,100.7,20.97,0.1431,0.245,0.095,0.0,-0.575,11.45,3.59,1,0.813,-31.5,1.4,0.395,1,5,0.1897,0.0,0.1897,0.0
14.745,1,0.823,-24.65,-1.48,5,100.5,20.97,0.1431,0.245,0.095,0.0,-0.575,11.45,3.59,1,0.813,-31.5,1.4,0.395,1,5,0.1897,0.0,0.1897,0.0
14.754,1,0.823,-24.65,-1.48,5,100.5,20.97,0.1378,0.2705,0.095,0.0,-0.575,11.45,3.59,1,0.813,-31.5,1.4,0.395,1,5,0.1897,0.0,0.1897,0.0
14.765,1,0.823,-24.65,-1.48,5,100.5,20.97,0.1378,0.2705,0.095,0.0,-0.575,11.45,3.59,1,0.806,-25.5,2.58,0.384,1,5,0.1897,0.0,0.1897,0.0
14.775,1,0.823,-24.65,-1.48,5,100.5,20.97,0.1378,0.2666,0.095,0.0,-0.575,11.45,3.59,1,0.806,-25.5,2.58,0.384,1,5,0.1897,0.0,0.1897,0.0
14.778,1,0.813,-25.96,-1.94,5,100.2,20.97,0.1378,0.2666,0.095,0.0,-0.575,11.45,3.59,1,0.806,-25.5,2.58,0.384,1,5,0.1897,0.0,0.1897,0.0
14.794,1,0.813,-25.96,-1.94,5,100.2,20.97,0.1335,0.2879,0.095,0.0,-0.575,11.45,3.59,1,0.806,-25.5,2.58,0.384,1,5,0.1897,0.0,0.1897,0.0
14.798,1,0.813,-25.96,-1.94,5,100.2,20.97,0.1335,0.2879,0.095,0.0,-0.575,11.45,3.59,1,0.82,-23.25,2.84,0.347,1,5,0.1897,0.0,0.1897,0.0
14.811,1,0.798,-27.27,-2.44,5,100.1,20.45,0.1335,0.2879,0.095,0.0,-0.575,11.45,3.59,1,0.82,-23.25,2.84,0.347,1,5,0.1897,0.0,0.1897,0.0
14.813,1,0.798,-27.27,-2.44,5,100.1,20.45,0.1291,0.3092,0.095,0.0,-0.575,11.45,3.59,1,0.82,-23.25,2.84,0.347,1,5,0.1897,0.0,0.1897,0.0
14.819,1,0.798,-27.27,-2.44,5,100.1,20.45,0.1291,0.3092,0.111,0.0,-0.224,11.45,3.59,1,0.82,-23.25,2.84,0.347,1,5,0.1897,0.0,0.1897,0.0
