t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
55.602,1,0.796,-0.75,-0.03,5,72.2,20.04,0.09,0.0039,0.089,0.003,-0.022,0.602,-2.798,-178.42,11.72,1,1.32,1,0.84,6.3,-2.15,-4.925,1,5,0.0943,0.0906,0.0924,0.0776
55.638,1,0.756,-0.75,-1.2,5,71.9,20.04,0.09,0.0071,0.089,0.004,-0.018,0.6,-2.798,-178.42,11.72,1,1.32,1,0.84,6.3,-2.15,-4.925,1,5,0.0961,0.0906,0.0943,0.0739
55.669,1,0.756,-0.75,-1.87,5,72.2,20.04,0.09,0.0276,0.091,0.001,-0.026,0.596,-2.798,-178.53,11.72,1,0.06,1,0.794,8.72,-3.53,-4.875,1,5,0.1018,0.0907,0.0925,0.0777
55.702,1,0.784,-0.75,-0.8,5,72.0,20.0,0.09,0.0393,0.092,-0.002,-0.061,0.593,-2.798,-178.65,11.72,1,0.06,1,0.794,8.72,-3.53,-4.875,1,5,0.1018,0.0888,0.0907,0.087
55.738,1,0.806,-1.25,0.88,5,71.9,20.04,0.09,0.0206,0.093,-0.002,-0.029,0.591,-2.798,-178.71,11.72,1,0.06,1,0.794,8.72,-3.53,-4.875,1,5,0.1,0.0926,0.0889,0.0908
55.768,1,0.799,-0.75,-0.11,5,71.6,20.46,0.09,-0.0027,0.091,0.001,0.012,0.587,-2.798,-178.65,11.72,1,0.06,1,0.785,12.12,3.32,-3.019,1,5,0.087,0.0907,0.0926,0.0926
55.802,1,0.801,-0.75,0.46,5,71.6,20.0,0.09,0.0081,0.088,0.005,0.006,0.584,-2.798,-178.65,11.72,1,0.06,1,0.812,13.57,10.2,-1.083,1,5,0.0777,0.0925,0.0925,0.0888
55.837,1,0.798,-0.75,0.45,5,71.7,19.59,0.09,-0.0016,0.086,0.004,-0.007,0.582,-2.798,-178.65,11.72,1,0.06,1,0.812,13.57,10.2,-1.083,1,5,0.0758,0.0869,0.0925,0.0888
55.87,1,0.809,-0.75,0.32,5,72.1,19.59,0.09,-0.0014,0.088,0.003,-0.017,0.578,-2.799,-178.71,11.73,1,-0.66,1,0.795,10.18,11.42,-5.255,1,5,0.0806,0.0898,0.0916,0.088
55.903,1,0.826,-0.75,0.6,5,72.4,19.59,0.09,0.0009,0.09,0.0,0.009,0.575,-2.799,-178.71,11.73,1,-0.66,1,0.796,10.18,11.42,-5.249,1,5,0.0917,0.088,0.0935,0.088
55.938,1,0.828,-0.75,0.69,5,72.9,19.85,0.09,-0.004,0.091,0.0,0.011,0.573,-2.799,-178.71,11.73,1,-0.66,1,0.796,10.18,11.42,-5.249,1,5,0.0929,0.0893,0.0929,0.0875
55.969,1,0.833,-0.75,0.86,5,73.4,20.04,0.09,-0.0054,0.091,-0.0,-0.005,0.569,-2.799,-178.65,11.73,1,-0.66,1,0.791,10.66,11.08,-4.463,1,5,0.0984,0.0893,0.0911,0.0838
56.0,1,0.818,-0.75,0.4,5,73.7,19.59,0.09,-0.0083,0.091,-0.0,-0.005,0.569,-2.799,-178.65,11.73,1,-0.66,1,0.813,13.57,10.53,-2.328,1,5,0.0984,0.0893,0.0911,0.0838
56.034,1,0.803,-0.75,0.15,5,73.6,20.2,0.09,-0.0002,0.092,-0.001,-0.067,0.565,-2.799,-178.76,11.73,1,-0.66,1,0.816,14.06,10.27,-1.483,1,5,0.0957,0.0903,0.0903,0.0903
56.067,1,0.804,-1.0,0.37,5,73.7,20.0,0.09,0.0042,0.094,-0.002,0.001,0.561,-2.799,-178.82,11.73,1,-0.66,1,0.821,13.57,9.48,-3.211,1,5,0.0927,0.0872,0.0963,0.0981
56.103,1,0.825,-1.0,0.75,5,73.4,20.2,0.09,0.0031,0.093,0.001,-0.027,0.558,-2.799,-178.82,11.73,1,-0.66,1,0.821,13.57,9.48,-3.211,1,5,0.0897,0.0878,0.1007,0.0933
56.138,1,0.82,-1.5,1.19,5,73.2,20.2,0.09,-0.0035,0.091,0.003,-0.012,0.556,-2.799,-178.82,11.73,1,-0.66,1,0.821,13.57,9.48,-3.211,1,5,0.086,0.0878,0.1006,0.0915
56.168,1,0.815,-1.75,1.12,5,73.1,20.2,0.09,-0.0051,0.091,0.004,-0.005,0.552,-2.799,-178.88,11.73,1,-0.66,1,0.82,14.06,9.33,-0.963,1,5,0.0848,0.0922,0.0978,0.0885
56.207,1,0.807,-1.75,1.39,5,73.1,20.56,0.09,-0.0018,0.09,0.002,-0.012,0.549,-2.799,-178.88,11.73,1,-0.66,1,0.82,14.06,9.33,-0.963,1,5,0.0887,0.0905,0.0924,0.0868
56.235,1,0.808,-2.25,1.82,5,73.2,20.56,0.09,-0.0069,0.089,0.002,-0.001,0.547,-2.8,-178.88,11.73,1,-0.66,1,0.822,14.54,9.04,-0.118,1,5,0.0906,0.0887,0.0924,0.0832
56.27,1,0.811,-2.5,1.42,5,73.4,20.04,0.09,-0.0092,0.086,0.001,-0.037,0.544,-2.8,-178.93,11.73,1,0.91,1,0.828,13.09,9.93,-2.661,1,5,0.0961,0.0869,0.0887,0.074
56.303,1,0.835,-1.5,0.59,5,73.4,20.56,0.09,-0.0001,0.085,0.001,-0.051,0.54,-2.8,-179.05,11.73,1,0.91,1,0.36,15.02,8.55,-5.336,1,4,0.0943,0.085,0.0869,0.0739
56.338,1,0.844,-1.25,0.96,5,73.5,20.46,0.09,0.0015,0.086,-0.0,-0.027,0.538,-2.8,-179.11,11.73,1,0.91,1,0.36,15.02,8.55,-5.336,1,4,0.0943,0.085,0.0869,0.0795
56.368,1,0.848,-1.25,1.07,5,73.3,20.46,0.09,-0.0073,0.088,0.0,-0.022,0.535,-2.8,-179.16,11.73,1,0.91,1,0.807,11.15,8.18,-2.109,1,5,0.0887,0.085,0.0905,0.0868
56.403,1,0.85,-0.75,0.54,5,73.3,20.56,0.09,-0.0086,0.088,0.003,-0.021,0.531,-2.8,-179.16,11.73,1,0.91,1,0.807,11.15,8.18,-2.109,1,5,0.0814,0.0832,0.098,0.0887
56.434,1,0.849,-0.75,0.53,5,73.2,20.56,0.09,-0.0053,0.086,0.003,0.002,0.53,-2.8,-179.16,11.73,1,0.91,1,0.807,11.15,8.18,-2.109,1,5,0.0813,0.085,0.0943,0.085
56.468,1,0.849,-0.75,0.44,5,72.9,20.56,0.09,-0.0043,0.085,0.002,-0.006,0.526,-2.8,-179.16,11.73,1,0.87,1,0.807,11.15,8.18,-2.109,1,5,0.0814,0.0832,0.0906,0.0832
56.502,1,0.845,-0.75,0.38,5,72.5,20.0,0.09,-0.0021,0.083,0.001,-0.012,0.523,-2.8,-179.16,11.73,1,0.87,1,0.807,11.15,8.18,-2.109,1,5,0.085,0.085,0.0832,0.0795
56.537,1,0.841,-0.75,0.02,5,72.3,20.2,0.09,-0.0008,0.083,0.001,-0.012,0.521,-2.8,-179.22,11.73,1,0.87,1,0.807,11.15,8.18,-2.109,1,5,0.0832,0.0832,0.085,0.0813
56.57,1,0.837,-1.0,0.06,5,71.5,20.44,0.09,0.0058,0.083,0.002,-0.001,0.518,-2.801,-179.22,11.73,1,0.87,1,0.837,10.66,3.98,-4.609,1,5,0.0869,0.0851,0.0851,0.074
56.604,1,0.831,-1.0,0.04,5,71.3,20.56,0.09,0.0083,0.085,0.001,-0.006,0.514,-2.801,-179.28,11.73,1,0.87,1,0.834,11.15,2.49,-5.935,1,5,0.0925,0.0869,0.0851,0.0758
56.636,1,0.818,-0.75,0.05,5,70.9,20.56,0.09,0.0085,0.085,0.001,-0.009,0.513,-2.801,-179.28,11.73,1,0.87,1,0.836,10.66,2.92,-5.411,1,5,0.0943,0.0869,0.0851,0.074
56.671,1,0.814,-0.75,0.15,5,70.9,20.04,0.09,0.0053,0.086,0.001,0.017,0.509,-2.801,-179.22,11.73,1,0.05,1,0.834,11.15,2.55,-5.91,1,5,0.0851,0.0869,0.0869,0.0851
56.701,1,0.814,-0.5,-0.05,5,70.8,20.57,0.09,0.0037,0.085,0.003,0.007,0.508,-2.801,-179.22,11.73,1,0.05,1,0.842,11.15,3.72,-3.709,1,5,0.0777,0.0851,0.0906,0.0869
56.734,1,0.826,-0.25,0.14,5,71.0,20.04,0.09,0.0043,0.081,0.006,0.033,0.505,-2.801,-179.22,11.73,1,0.05,1,0.842,11.15,3.73,-3.709,1,5,0.0665,0.085,0.0887,0.085
56.773,1,0.826,0.25,-0.08,5,71.6,20.46,0.09,-0.0016,0.079,0.006,0.014,0.501,-2.802,-179.16,11.73,1,0.05,1,0.835,12.12,4.05,-0.971,1,5,0.0647,0.0851,0.0851,0.0814
56.803,1,0.831,0.25,-0.04,5,72.0,20.44,0.09,-0.0031,0.081,0.004,0.009,0.498,-2.802,-179.16,11.73,1,0.05,1,0.839,12.12,3.39,-4.803,1,5,0.0721,0.0888,0.0814,0.0814
56.834,1,0.828,0.25,0.25,5,72.2,20.44,0.09,-0.0034,0.082,0.002,0.013,0.496,-2.802,-179.11,11.73,1,0.05,1,0.839,12.12,3.81,-5.818,1,5,0.074,0.0869,0.0814,0.0851
56.87,1,0.832,0.25,0.06,5,72.7,20.46,0.09,-0.0078,0.085,-0.0,-0.009,0.493,-2.802,-179.16,11.74,1,-0.83,1,0.84,12.12,3.83,-5.815,1,5,0.085,0.0868,0.0813,0.085
56.903,1,0.837,0.25,0.05,5,72.7,20.46,0.09,-0.0041,0.085,-0.003,-0.024,0.489,-2.801,-179.22,11.74,1,-0.83,1,0.84,12.12,3.83,-5.815,1,5,0.0905,0.085,0.0795,0.085
56.937,1,0.838,0.25,0.11,5,72.9,20.46,0.09,-0.0037,0.087,-0.002,-0.026,0.488,-2.802,-179.22,11.74,1,-0.83,1,0.841,14.06,7.41,-3.584,1,5,0.0961,0.0868,0.0832,0.0813
56.968,1,0.843,-0.25,0.22,5,73.1,20.46,0.09,-0.0046,0.091,0.003,-0.022,0.484,-2.802,-179.28,11.74,1,-0.83,1,0.841,14.06,7.37,-3.584,1,5,0.0981,0.0962,0.0907,0.0777
57.006,1,0.85,-0.25,-0.06,5,74.4,20.46,0.09,-0.0005,0.093,0.006,-0.037,0.48,-2.802,-179.28,11.74,1,-0.83,1,0.831,13.09,8.66,-3.413,1,5,0.0944,0.0981,0.0999,0.0814
57.039,1,0.853,-0.25,-0.05,5,74.7,20.46,0.09,0.0043,0.093,0.006,-0.043,0.478,-2.802,-179.34,11.74,1,-0.83,1,0.838,13.09,8.61,-4.911,1,5,0.0907,0.0962,0.1018,0.0851
57.068,1,0.854,-0.25,0.2,5,74.8,20.46,0.09,0.0037,0.09,0.001,0.018,0.475,-2.802,-179.34,11.74,1,-1.77,1,0.842,13.57,7.18,-3.179,1,5,0.0833,0.0851,0.0962,0.0944
57.102,1,0.857,-0.25,0.32,5,74.9,20.46,0.09,-0.0008,0.087,0.0,0.03,0.471,-2.802,-179.28,11.74,1,-1.77,1,0.833,14.06,6.26,-4.291,1,5,0.0814,0.087,0.087,0.0925
57.135,1,0.857,-0.25,0.23,5,75.2,20.0,0.09,-0.003,0.087,-0.001,0.023,0.47,-2.802,-179.22,11.74,1,-1.77,1,0.831,14.06,7.37,-3.584,1,5,0.0833,0.0888,0.0833,0.0925
57.168,1,0.859,-0.25,0.22,5,75.1,20.46,0.09,-0.0016,0.087,-0.002,-0.01,0.466,-2.802,-179.22,11.74,1,-1.77,1,0.837,14.06,7.39,-3.584,1,5,0.0873,0.0909,0.0782,0.0909
57.202,1,0.851,-0.25,0.21,5,75.5,20.46,0.09,-0.0014,0.088,-0.004,-0.018,0.464,-2.802,-179.28,11.74,1,-1.77,1,0.837,14.06,7.39,-3.584,1,5,0.0919,0.0901,0.0793,0.0919
57.237,1,0.852,-0.25,0.32,5,75.4,20.46,0.09,-0.0014,0.088,-0.003,0.034,0.46,-2.802,-179.16,11.74,1,-1.77,1,0.835,14.06,6.28,-5.628,1,5,0.0937,0.0865,0.0829,0.0883
57.267,1,0.864,-0.25,0.21,5,75.7,20.46,0.09,-0.0033,0.092,-0.001,0.001,0.457,-2.802,-179.22,11.76,1,-1.77,1,0.837,14.06,7.36,-3.584,1,5,0.0989,0.0934,0.0879,0.086
57.302,1,0.868,-0.25,0.21,5,75.8,20.46,0.09,-0.0014,0.092,0.002,0.035,0.455,-2.802,-179.16,11.76,1,-1.77,1,0.83,13.57,8.15,-4.087,1,5,0.0942,0.0961,0.0924,0.0868
57.334,1,0.828,-0.25,0.32,5,75.7,20.46,0.09,-0.0014,0.095,0.002,-0.011,0.451,-2.802,-179.11,11.76,1,-1.77,1,0.837,14.06,7.34,-3.584,1,5,0.092,0.0993,0.0938,0.0938
57.37,1,0.826,-0.25,0.2,5,75.6,20.04,0.1041,-0.0034,0.092,-0.0,-0.008,0.447,-2.802,-179.11,11.76,1,-1.77,1,0.839,14.06,8.43,-1.419,1,5,0.0846,0.0901,0.0938,0.0993
57.401,1,0.833,-0.25,0.23,5,76.0,20.46,0.111,-0.0013,0.092,-0.003,-0.008,0.445,-2.802,-179.11,11.76,1,-1.77,1,0.838,14.06,8.43,-1.422,1,5,0.0865,0.0883,0.0902,0.1031
57.436,1,0.867,-0.25,0.32,5,76.1,20.46,0.125,-0.0024,0.092,-0.005,0.013,0.442,-2.802,-179.11,11.76,1,-1.77,1,0.835,14.06,7.34,-3.584,1,5,0.0887,0.0851,0.0887,0.1035
57.469,1,0.873,-0.25,0.32,5,76.2,20.46,0.1391,-0.0047,0.096,-0.003,-0.004,0.438,-2.802,-179.11,11.76,1,-1.77,1,0.844,14.06,8.45,-1.434,1,5,0.0963,0.0944,0.0926,0.1018
57.503,1,0.871,-0.25,0.32,5,76.1,20.46,0.1532,-0.0053,0.104,-0.001,0.046,0.433,-2.802,-179.11,11.76,1,-1.77,1,0.847,14.06,8.46,-1.442,1,5,0.1088,0.1033,0.1033,0.1014
57.537,1,0.862,0.25,0.16,5,75.8,20.44,0.16,-0.0056,0.11,-0.0,-0.004,0.431,-2.802,-179.05,11.76,1,-1.77,1,0.846,14.06,7.39,-3.584,1,5,0.1162,0.1107,0.1088,0.1051
57.566,1,0.864,0.25,-0.03,5,75.6,20.2,0.1736,-0.0082,0.126,0.004,0.052,0.425,-2.803,-178.99,11.76,1,-1.77,1,0.849,14.06,8.84,-2.468,1,5,0.1291,0.1309,0.1291,0.1162
57.604,1,0.861,0.25,0.45,5,75.3,20.0,0.1875,-0.0024,0.142,0.003,-0.015,0.419,-2.803,-178.99,11.76,1,-1.77,1,0.849,14.06,8.84,-2.468,1,5,0.1397,0.147,0.1433,0.1397
57.635,1,0.853,0.25,0.36,5,75.1,20.0,0.1873,-0.0157,0.151,0.003,-0.016,0.415,-2.803,-179.05,11.76,1,-1.77,1,0.846,14.54,9.06,-2.928,1,5,0.1471,0.1526,0.1544,0.1489
57.666,1,0.856,0.25,0.05,5,75.1,20.2,0.1832,-0.0125,0.164,-0.004,0.008,0.408,-2.803,-179.05,11.76,1,-0.49,1,0.853,14.54,8.39,-3.056,1,5,0.1654,0.1563,0.1636,0.1691
57.699,1,0.826,0.5,-0.07,5,75.7,20.04,0.1901,-0.0042,0.172,-0.004,0.012,0.405,-2.803,-179.05,11.76,1,-0.49,1,0.86,14.06,8.87,-2.478,1,5,0.1779,0.1649,0.1705,0.1742
57.736,1,0.829,0.25,0.35,5,76.2,20.44,0.1854,-0.0039,0.184,0.0,-0.003,0.397,-2.803,-179.11,11.76,1,-0.49,1,0.85,15.03,7.57,-5.52,1,5,0.1907,0.187,0.1814,0.1777
57.767,1,0.839,0.0,0.33,5,76.3,20.2,0.1612,-0.0109,0.191,0.002,-0.039,0.39,-2.803,-179.05,11.76,1,-0.49,1,0.856,14.06,8.9,-2.47,1,5,0.1934,0.1934,0.1916,0.1844
57.805,1,0.822,-0.25,0.19,5,76.4,20.04,0.1371,-0.0065,0.198,0.001,-0.007,0.382,-2.803,-179.11,11.76,1,-0.49,1,0.851,14.06,8.43,-5.843,1,5,0.1985,0.1967,0.2021,0.195
57.835,1,0.835,0.0,-0.05,5,76.2,19.97,0.1254,-0.0002,0.199,-0.002,0.017,0.378,-2.803,-179.11,11.76,1,-0.49,1,0.862,14.06,8.9,-2.471,1,5,0.2003,0.1914,0.2021,0.2003
57.869,1,0.843,0.25,0.12,5,76.3,20.44,0.1012,0.0011,0.198,-0.007,0.025,0.371,-2.803,-179.05,11.76,1,-0.49,1,0.869,14.06,8.82,-3.975,1,5,0.2032,0.1884,0.194,0.2069
57.902,1,0.83,-0.25,0.29,5,76.0,20.46,0.095,-0.005,0.196,-0.007,-0.01,0.366,-2.803,-179.05,11.76,1,-0.49,1,0.867,14.06,8.78,-4.005,1,5,0.201,0.1862,0.1918,0.2065
57.936,1,0.856,-0.75,0.1,5,75.6,20.04,0.095,-0.0015,0.194,-0.007,0.009,0.359,-2.803,-179.11,11.76,1,-0.49,1,0.869,14.06,8.86,-2.481,1,5,0.1954,0.1843,0.1899,0.2065
57.968,1,0.805,-0.75,0.16,5,75.3,20.46,0.095,0.0071,0.185,-0.01,-0.016,0.352,-2.802,-179.11,11.76,1,-0.49,1,0.863,13.09,8.38,-3.879,1,5,0.1936,0.1696,0.1807,0.1973
58.035,1,0.836,-1.75,0.5,5,74.4,20.44,0.09,0.0051,0.168,-0.01,-0.101,0.342,-2.802,-179.22,11.76,1,-0.49,1,0.858,13.09,9.11,-2.911,1,5,0.1814,0.1576,0.1576,0.1741
58.067,1,0.849,-2.25,0.07,5,75.1,20.46,0.09,0.0105,0.16,-0.006,0.021,0.336,-2.802,-179.34,11.76,1,-0.49,1,0.858,12.12,8.92,-2.385,1,5,0.1668,0.1503,0.1558,0.165
58.101,1,0.837,-3.24,0.5,5,74.3,20.2,0.09,0.0236,0.149,-0.006,-0.055,0.33,-2.801,-179.45,11.76,1,-0.49,1,0.858,12.12,8.92,-2.385,1,5,0.1594,0.1429,0.1539,0.1631
58.136,1,0.844,-3.49,-0.13,5,74.3,19.97,0.09,0.0269,0.143,-0.01,-0.016,0.327,-2.801,-179.51,11.76,1,-0.49,1,0.85,10.18,7.61,-3.319,1,5,0.1508,0.1177,0.149,0.1564
58.17,1,0.853,-3.74,0.02,5,74.4,20.04,0.09,0.0384,0.134,-0.013,-0.031,0.322,-2.8,-179.56,11.76,1,-0.49,1,0.861,10.18,6.22,0.241,1,5,0.1528,0.1049,0.1362,0.1417
58.202,1,0.856,-4.24,0.18,5,74.2,20.44,0.09,0.038,0.13,-0.012,-0.045,0.32,-2.8,-179.62,11.76,1,-0.49,1,0.856,9.69,5.59,-1.333,1,5,0.1534,0.1041,0.1315,0.1315
58.234,1,0.85,-4.74,-0.14,5,74.0,20.44,0.09,0.0399,0.124,-0.008,-0.056,0.315,-2.8,-179.79,11.76,1,-0.49,1,0.863,9.21,5.7,-3.566,1,5,0.1433,0.1066,0.1249,0.1213
58.265,1,0.841,-5.24,-0.35,5,74.1,20.04,0.09,0.0495,0.119,-0.003,-0.046,0.31,-2.8,-179.91,11.75,1,-0.93,1,0.861,8.24,4.51,-3.577,1,5,0.1249,0.1083,0.123,0.1193
58.3,1,0.846,-5.74,-0.38,5,74.0,20.04,0.09,0.0586,0.115,-0.003,-0.042,0.308,-2.8,-179.91,11.75,1,-0.93,1,0.857,7.27,5.11,-1.269,1,5,0.1166,0.1036,0.1203,0.1184
58.334,1,0.859,-6.24,-0.49,5,74.0,20.04,0.09,0.0635,0.109,-0.002,-0.05,0.304,-2.8,179.97,11.75,1,-0.93,1,0.86,7.27,3.31,-3.569,1,5,0.1109,0.0961,0.1164,0.1109
58.367,1,0.841,-6.74,-0.43,5,73.8,20.46,0.09,0.0693,0.101,-0.002,-0.052,0.3,-2.8,179.79,11.75,1,-0.93,1,0.859,6.3,3.52,-0.19,1,5,0.1109,0.0887,0.1091,0.0943
58.403,1,0.833,-6.99,-0.4,5,73.8,20.44,0.09,0.0736,0.094,-0.0,-0.046,0.296,-2.8,179.68,11.75,1,-0.93,1,0.859,6.3,3.52,-0.19,1,5,0.1124,0.0848,0.1032,0.0756
58.437,1,0.828,-7.24,-0.75,5,74.0,20.04,0.09,0.0743,0.091,-0.0,-0.045,0.295,-2.8,179.62,11.75,1,-0.93,1,0.86,5.33,2.31,-0.217,1,5,0.1124,0.0811,0.0995,0.07
58.465,1,0.806,-7.49,-0.89,5,74.2,20.2,0.09,0.0817,0.086,-0.0,-0.045,0.291,-2.8,179.51,11.75,1,-0.93,1,0.866,4.85,1.36,-4.617,1,5,0.1087,0.0811,0.0958,0.0682
58.503,1,0.816,-7.24,-1.32,5,74.1,20.04,0.09,0.0865,0.083,-0.001,-0.014,0.288,-2.8,179.51,11.75,1,-1.66,1,0.866,4.85,1.36,-4.617,1,5,0.0961,0.0758,0.0905,0.0739
58.537,1,0.829,-7.24,-1.4,5,74.4,20.46,0.09,0.0896,0.083,-0.001,0.003,0.286,-2.8,179.51,11.75,1,-1.66,1,0.868,4.36,1.11,-0.267,1,5,0.0813,0.0757,0.0887,0.0868
58.566,1,0.82,-7.24,-1.2,5,75.0,20.2,0.09,0.0905,0.085,-0.0,0.041,0.283,-2.8,179.56,11.75,1,-1.66,1,0.863,4.36,0.08,-2.572,1,5,0.0776,0.0813,0.0869,0.0924
58.599,1,0.814,-7.24,-1.09,5,75.0,20.44,0.09,0.0868,0.085,-0.001,0.036,0.281,-2.8,179.62,11.75,1,-1.66,1,0.868,4.36,1.47,-2.991,1,5,0.0777,0.0851,0.0832,0.0943
58.634,1,0.848,-7.24,-1.22,5,75.0,20.46,0.09,0.0846,0.085,-0.001,0.052,0.278,-2.8,179.74,11.75,1,-1.66,1,0.855,5.33,0.16,-3.101,1,5,0.0796,0.0907,0.0759,0.0925
58.666,1,0.848,-6.74,-0.91,5,75.1,20.46,0.09,0.0868,0.081,-0.002,0.075,0.275,-2.8,179.91,11.75,1,-2.7,1,0.828,8.72,5.38,-4.756,1,5,0.0758,0.0924,0.0665,0.0905
58.703,1,0.847,-6.74,-0.72,5,75.4,20.04,0.09,0.075,0.077,-0.002,0.067,0.272,-2.799,-179.91,11.75,1,-2.7,1,0.828,8.72,5.38,-4.756,1,5,0.072,0.0942,0.0554,0.085
58.767,1,0.844,-5.99,-0.35,5,74.9,20.44,0.09,0.0726,0.072,-0.002,0.062,0.268,-2.799,-179.74,11.75,1,-2.7,1,0.862,10.18,9.42,-0.057,1,5,0.0645,0.0914,0.0484,0.0843
58.801,1,0.828,-5.49,-0.7,5,75.1,20.44,0.09,0.0568,0.07,-0.001,0.075,0.265,-2.799,-179.56,11.75,1,-2.7,1,0.862,10.18,9.42,-0.057,1,5,0.061,0.0861,0.0502,0.0843
58.835,1,0.825,-4.74,-0.49,5,74.7,20.44,0.09,0.0579,0.069,0.002,0.139,0.264,-2.8,-179.45,11.75,1,-2.7,1,0.865,11.15,9.9,-2.785,1,5,0.0484,0.0824,0.0609,0.086
58.869,1,0.846,-3.99,0.05,5,74.8,20.04,0.09,0.0468,0.067,0.009,0.093,0.261,-2.8,-179.16,11.75,1,-2.28,1,0.859,12.12,11.06,-2.742,1,5,0.0351,0.0849,0.0683,0.0812
58.9,1,0.845,-3.24,-0.03,5,74.7,20.44,0.09,0.0288,0.067,0.01,0.105,0.26,-2.8,-179.05,11.75,1,-2.28,1,0.858,13.09,13.23,-0.672,1,5,0.0332,0.0867,0.0664,0.0812
58.935,1,0.855,-2.75,0.27,5,74.9,20.44,0.09,0.0232,0.066,0.008,0.085,0.257,-2.801,-178.88,11.75,1,-2.28,1,0.861,14.06,13.74,-0.658,1,5,0.037,0.0887,0.0591,0.0776
58.965,1,0.863,-2.5,0.63,5,75.0,20.04,0.09,0.0143,0.066,0.004,0.075,0.255,-2.801,-178.71,11.75,1,-2.28,1,0.861,14.06,13.74,-0.658,1,5,0.0462,0.085,0.0555,0.0776
59.004,1,0.867,-1.75,0.51,5,75.1,20.44,0.09,0.0072,0.066,0.004,0.074,0.252,-2.801,-178.53,11.75,1,-2.28,1,0.861,14.06,13.74,-0.658,1,5,0.048,0.0831,0.0572,0.0757
59.033,1,0.864,-1.25,0.64,5,74.9,20.44,0.09,0.0007,0.067,0.004,0.069,0.251,-2.801,-178.48,11.75,1,-2.28,1,0.851,13.57,15.15,-1.084,1,5,0.0536,0.0831,0.0591,0.0739
59.07,1,0.87,-1.0,0.71,5,74.8,20.2,0.09,-0.0051,0.068,0.003,0.071,0.248,-2.801,-178.25,11.75,1,0.99,1,0.851,13.57,15.15,-1.084,1,5,0.0585,0.086,0.0567,0.0713
59.101,1,0.873,-0.5,0.92,5,74.7,20.04,0.09,-0.0085,0.069,0.003,0.062,0.246,-2.801,-178.19,11.75,1,0.99,1,0.88,13.57,9.35,-3.423,1,5,0.0622,0.086,0.0586,0.0696
59.134,1,0.862,0.25,0.83,5,74.8,20.46,0.09,-0.0166,0.07,0.001,-0.038,0.243,-2.801,-178.13,11.75,1,0.99,1,0.869,14.06,10.32,-2.841,1,5,0.0678,0.0843,0.0586,0.0696
59.166,1,0.851,0.25,1.11,5,74.8,20.46,0.09,-0.022,0.071,0.001,0.026,0.241,-2.802,-178.19,11.75,1,0.99,1,0.849,13.09,11.23,-0.212,1,5,0.0684,0.0795,0.0647,0.0721
59.202,1,0.854,0.75,0.96,5,74.7,20.46,0.09,-0.0258,0.072,0.003,0.005,0.239,-2.802,-178.19,11.75,1,0.99,1,0.849,13.09,11.23,-0.212,1,5,0.0644,0.081,0.0681,0.0736
59.265,1,0.865,1.0,1.01,5,75.1,20.04,0.09,-0.0263,0.074,0.006,0.041,0.233,-2.802,-178.08,11.75,1,2.71,1,0.875,12.12,4.0,-5.777,1,5,0.0644,0.0828,0.0754,0.0718
59.3,1,0.881,1.25,0.97,5,75.0,20.46,0.09,-0.0298,0.074,0.004,0.019,0.232,-2.803,-178.02,11.75,1,2.71,1,0.875,12.12,4.0,-5.777,1,5,0.0665,0.0813,0.0739,0.0739
59.365,1,0.881,1.25,1.36,5,74.4,20.46,0.09,-0.03,0.074,0.002,0.011,0.226,-2.803,-177.96,11.75,1,2.71,1,0.873,13.09,4.85,-4.75,1,5,0.0685,0.0796,0.0722,0.0759
59.402,1,0.875,1.25,1.39,5,74.3,20.04,0.09,-0.0365,0.074,0.002,0.011,0.224,-2.803,-177.96,11.75,1,2.71,1,0.873,13.09,4.85,-4.75,1,5,0.0704,0.0778,0.0741,0.0722
59.435,1,0.827,1.25,1.35,5,74.3,20.46,0.09,-0.0364,0.076,0.005,-0.007,0.221,-2.803,-177.96,11.75,1,2.71,1,0.873,13.09,5.26,-5.675,1,5,0.0704,0.0816,0.0797,0.0704
59.464,1,0.837,1.25,1.39,5,74.0,20.46,0.09,-0.0354,0.077,0.004,-0.029,0.218,-2.804,-178.02,11.75,1,2.29,1,0.874,13.09,4.85,-4.765,1,5,0.076,0.0779,0.0835,0.0705
59.503,1,0.841,1.75,0.82,5,73.8,20.46,0.09,-0.0359,0.079,0.0,-0.079,0.215,-2.804,-178.13,11.75,1,2.29,1,0.874,13.09,4.85,-4.765,1,5,0.0777,0.0777,0.0833,0.0722
59.567,1,0.873,1.75,0.83,5,73.5,20.46,0.09,-0.0314,0.08,0.004,0.017,0.21,-2.804,-178.19,11.75,1,2.29,1,0.866,13.09,4.85,-4.762,1,5,0.0795,0.0813,0.0868,0.0739
59.6,1,0.874,2.0,0.78,5,73.5,20.2,0.09,-0.0312,0.081,0.004,-0.015,0.208,-2.804,-178.25,11.75,1,2.29,1,0.864,13.09,3.85,-6.793,1,5,0.0796,0.0833,0.087,0.074
