t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
136.106,1,0.883,-0.75,0.53,5,76.2,20.46,0.07,-0.0023,0.055,-0.001,0.002,-3.169,-3.563,155.84,12.16,-2.98,1,0.885,13.09,10.03,-3.002,1,5,0.0555,0.0518,0.0555,0.0555
136.138,1,0.879,-0.75,0.62,5,76.1,20.46,0.07,-0.0025,0.056,-0.0,-0.01,-3.171,-3.562,155.84,12.16,-2.98,1,0.889,12.6,10.78,-1.778,1,5,0.0574,0.0555,0.0555,0.0555
136.171,1,0.88,-1.0,0.84,5,76.0,20.44,0.07,-0.0041,0.057,0.0,-0.008,-3.172,-3.562,155.84,12.16,-2.98,1,0.886,12.6,10.78,-1.778,1,5,0.0592,0.0555,0.0592,0.0555
136.205,1,0.882,-1.25,0.71,5,75.9,20.46,0.07,-0.0047,0.06,-0.001,-0.013,-3.175,-3.56,155.84,12.16,-2.98,1,0.887,12.12,11.34,-2.858,1,5,0.0665,0.0573,0.061,0.0554
136.239,1,0.88,-1.25,0.84,5,75.9,20.46,0.07,0.0001,0.063,-0.002,-0.059,-3.177,-3.559,155.73,12.16,-2.98,1,0.887,12.12,11.34,-2.858,1,5,0.0703,0.0555,0.0666,0.0592
136.271,1,0.888,-1.25,0.4,5,76.1,20.46,0.07,-0.0026,0.064,-0.002,-0.078,-3.178,-3.559,155.67,12.16,-2.17,1,0.893,12.12,10.67,-2.393,1,5,0.0721,0.0555,0.0684,0.061
136.303,1,0.888,-1.25,-0.01,5,76.3,20.46,0.07,0.0048,0.066,-0.001,-0.034,-3.181,-3.558,155.56,12.16,-2.17,1,0.888,11.63,9.69,-3.257,1,5,0.0703,0.0592,0.0703,0.0629
136.341,1,0.891,-1.25,-0.3,5,76.2,20.46,0.07,0.0118,0.065,0.0,0.002,-3.183,-3.557,155.5,12.16,-2.17,1,0.888,11.63,9.69,-3.257,1,5,0.0703,0.0648,0.0666,0.0592
136.372,1,0.896,-1.25,-0.03,5,76.3,20.46,0.07,0.0168,0.065,0.001,0.012,-3.184,-3.556,155.56,12.16,-2.17,1,0.89,11.15,9.51,-2.448,1,5,0.0667,0.0685,0.0648,0.0611
136.404,1,0.893,-1.0,0.21,5,76.2,20.44,0.07,0.0119,0.066,0.002,0.06,-3.187,-3.555,155.62,12.16,-2.17,1,0.888,11.15,9.32,-4.705,1,5,0.0611,0.0703,0.0648,0.0666
136.44,1,0.885,-1.0,0.12,5,75.9,20.44,0.07,0.0047,0.067,0.002,0.005,-3.189,-3.554,155.73,12.16,-2.17,1,0.888,11.15,9.32,-4.705,1,5,0.0555,0.0684,0.0684,0.074
136.472,1,0.869,-1.0,0.6,5,76.2,19.97,0.07,0.0066,0.066,0.001,0.018,-3.19,-3.553,155.73,12.16,-1.74,1,0.887,12.12,8.88,-3.074,1,5,0.0555,0.0666,0.0666,0.074
136.506,1,0.876,-0.75,0.33,5,76.4,20.46,0.07,-0.0017,0.064,0.001,0.012,-3.193,-3.553,155.79,12.16,-1.74,1,0.887,12.12,8.88,-3.074,1,5,0.0555,0.0666,0.0647,0.0703
136.539,1,0.881,-0.75,0.36,5,76.4,20.46,0.07,0.0001,0.065,0.001,0.0,-3.195,-3.551,155.79,12.16,-1.74,1,0.88,12.12,9.39,-3.622,1,5,0.0611,0.0685,0.0648,0.0666
136.57,1,0.88,-0.75,0.25,5,77.0,20.46,0.07,-0.0001,0.066,0.002,0.005,-3.196,-3.551,155.79,12.16,-1.74,1,0.878,11.63,9.71,-3.276,1,5,0.0647,0.0702,0.0665,0.0628
136.605,1,0.88,-1.0,0.43,5,77.4,19.97,0.07,0.0019,0.069,0.002,-0.015,-3.199,-3.55,155.79,12.16,-1.74,1,0.866,8.72,5.27,-3.755,1,5,0.074,0.0721,0.0703,0.0592
136.639,1,0.885,-1.0,0.42,5,77.5,19.97,0.07,0.0018,0.071,0.0,-0.053,-3.202,-3.549,155.73,12.16,-1.74,1,0.866,8.72,5.27,-3.755,1,5,0.0758,0.0703,0.0721,0.0647
136.673,1,0.874,-1.25,0.45,5,77.5,20.46,0.07,0.0019,0.071,-0.001,-0.061,-3.203,-3.548,155.62,12.15,-1.34,1,0.866,8.72,5.27,-3.755,1,5,0.0759,0.0666,0.0722,0.0685
136.705,1,0.868,-1.25,0.42,5,77.6,20.46,0.07,0.0045,0.072,-0.003,-0.002,-3.205,-3.547,155.56,12.15,-1.34,1,0.866,8.72,5.27,-3.755,1,5,0.0777,0.0666,0.0703,0.0721
136.739,1,0.875,-1.25,0.23,5,77.6,20.46,0.07,0.0046,0.072,-0.002,-0.005,-3.208,-3.545,155.56,12.15,-1.34,1,0.89,7.76,2.32,-2.074,1,5,0.0776,0.0684,0.0702,0.0702
136.773,1,0.872,-1.25,0.33,5,77.6,20.46,0.07,0.0076,0.072,-0.0,0.004,-3.209,-3.545,155.56,12.15,-1.34,1,0.891,7.76,2.32,-2.078,1,5,0.0758,0.0702,0.0721,0.0684
136.805,1,0.865,-1.25,0.6,5,77.5,20.46,0.07,0.0059,0.072,0.0,0.025,-3.212,-3.544,155.62,12.15,-1.34,1,0.891,7.76,2.32,-2.078,1,5,0.0703,0.0703,0.074,0.074
136.84,1,0.864,-1.25,0.63,5,77.5,20.46,0.07,0.001,0.071,0.0,0.031,-3.215,-3.542,155.73,12.15,-1.34,1,0.891,7.76,2.32,-2.078,1,5,0.066,0.0734,0.0697,0.0752
136.906,1,0.852,-0.75,0.36,5,77.6,20.46,0.07,0.0004,0.07,0.002,-0.014,-3.219,-3.541,155.73,12.15,-1.66,1,0.885,8.24,2.35,-5.516,1,5,0.0619,0.0746,0.0692,0.0746
136.938,1,0.845,-1.25,0.6,5,77.5,20.46,0.07,-0.0009,0.069,0.003,-0.004,-3.221,-3.54,155.73,12.15,-1.66,1,0.89,8.24,3.14,-3.582,1,5,0.0619,0.0729,0.0729,0.071
136.971,1,0.855,-0.75,-0.02,5,77.6,20.46,0.07,0.0012,0.07,0.002,0.035,-3.223,-3.539,155.73,12.15,-1.66,1,0.89,8.24,3.14,-3.582,1,5,0.0661,0.0716,0.0735,0.0698
137.004,1,0.848,-0.75,0.35,5,77.5,20.46,0.07,0.0057,0.07,0.001,-0.013,-3.225,-3.538,155.73,12.15,-1.66,1,0.884,8.24,2.35,-5.498,1,5,0.0717,0.0717,0.0717,0.0662
137.04,1,0.846,-1.25,0.65,5,77.6,20.46,0.07,-0.0003,0.071,-0.002,-0.063,-3.228,-3.537,155.67,12.15,-1.66,1,0.884,8.24,2.35,-5.498,1,5,0.0752,0.0679,0.0697,0.0715
137.072,1,0.853,-1.0,0.34,5,77.6,20.44,0.07,0.0007,0.068,-0.002,-0.007,-3.229,-3.536,155.62,12.15,-2.51,1,0.884,8.24,2.35,-5.498,1,5,0.0697,0.066,0.066,0.0697
137.104,1,0.842,-1.0,0.53,5,77.6,20.44,0.07,0.0029,0.067,-0.001,-0.024,-3.23,-3.536,155.62,12.15,-2.51,1,0.884,8.24,2.35,-5.498,1,5,0.0696,0.066,0.066,0.0678
137.137,1,0.836,-1.0,0.52,5,77.9,20.44,0.07,-0.0004,0.067,-0.003,0.003,-3.231,-3.535,155.62,12.15,-2.51,1,0.884,8.24,2.35,-5.498,1,5,0.0701,0.0664,0.0627,0.0701
137.171,1,0.845,-1.25,0.72,5,77.8,20.46,0.07,-0.0002,0.067,0.0,0.01,-3.234,-3.534,155.62,12.15,-2.51,1,0.884,8.24,2.35,-5.498,1,5,0.0664,0.072,0.0627,0.0683
137.204,1,0.844,-1.25,0.72,5,77.9,20.46,0.07,-0.0005,0.07,0.0,0.046,-3.236,-3.533,155.67,12.15,-2.51,1,0.878,12.12,8.78,-1.532,1,5,0.0665,0.0739,0.0665,0.0739
137.238,1,0.85,-1.25,0.69,5,77.9,20.46,0.07,-0.0008,0.07,-0.0,0.012,-3.239,-3.532,155.73,12.15,-2.51,1,0.884,12.12,8.89,-3.089,1,5,0.0647,0.0739,0.0684,0.0739
137.271,1,0.856,-1.25,0.67,5,78.3,20.46,0.07,-0.0005,0.068,-0.002,0.034,-3.24,-3.531,155.73,12.15,-3.33,1,0.884,12.12,8.89,-3.089,1,5,0.0665,0.0702,0.0628,0.0739
137.338,1,0.856,-1.0,0.82,5,78.7,19.97,0.07,-0.0002,0.067,-0.001,0.015,-3.245,-3.529,155.84,12.15,-3.33,1,0.884,12.12,9.72,-1.194,1,5,0.0647,0.0684,0.061,0.0721
137.373,1,0.861,-1.0,0.93,5,78.8,19.97,0.07,-0.0058,0.068,0.0,0.005,-3.246,-3.528,155.84,12.15,-3.33,1,0.884,12.12,9.72,-1.194,1,5,0.0666,0.0703,0.0666,0.0703
137.405,1,0.866,-1.25,0.79,5,78.6,20.46,0.07,-0.0076,0.07,-0.0,-0.008,-3.249,-3.527,155.84,12.15,-3.33,1,0.882,12.12,9.71,-1.198,1,5,0.0721,0.0702,0.0684,0.0684
137.44,1,0.866,-1.25,0.86,5,78.4,20.46,0.07,-0.0022,0.073,-0.001,-0.027,-3.252,-3.526,155.73,12.15,-3.33,1,0.885,12.12,9.71,-1.176,1,5,0.0753,0.0698,0.0735,0.0735
137.472,1,0.856,-0.75,0.42,5,78.3,20.46,0.07,-0.0035,0.072,-0.002,0.046,-3.253,-3.525,155.79,12.15,-2.15,1,0.885,12.12,9.71,-1.176,1,5,0.0772,0.0662,0.0735,0.0717
137.506,1,0.862,-0.75,0.63,5,78.4,20.46,0.07,-0.0022,0.072,-0.004,-0.017,-3.255,-3.524,155.73,12.15,-2.15,1,0.885,12.12,9.71,-1.176,1,5,0.0773,0.0662,0.0699,0.0736
137.54,1,0.867,-0.25,0.24,5,78.2,20.46,0.07,-0.0052,0.07,-0.002,0.01,-3.257,-3.523,155.79,12.15,-2.15,1,0.876,11.15,9.84,0.113,1,5,0.0773,0.0665,0.0683,0.0737
137.573,1,0.868,-0.25,0.45,5,78.2,20.46,0.07,-0.004,0.072,-0.001,0.007,-3.259,-3.522,155.84,12.15,-2.15,1,0.876,11.15,9.84,0.113,1,5,0.0737,0.0773,0.0647,0.0737
137.609,1,0.875,-0.25,0.33,5,78.5,20.46,0.07,-0.0072,0.075,0.002,0.057,-3.262,-3.521,155.9,12.15,-2.15,1,0.876,11.15,9.84,0.113,1,5,0.0701,0.0844,0.0701,0.0773
137.637,1,0.869,-0.25,0.66,5,78.2,20.46,0.07,-0.0046,0.074,0.004,-0.018,-3.264,-3.52,155.96,12.15,-2.15,1,0.881,9.21,7.31,-2.4,1,5,0.0664,0.0848,0.0737,0.0774
137.674,1,0.869,-0.25,0.69,5,78.0,20.46,0.07,-0.01,0.072,0.004,0.017,-3.266,-3.519,155.96,12.17,-0.67,1,0.881,9.21,7.31,-2.4,1,5,0.0611,0.0778,0.0741,0.0759
137.74,1,0.876,-0.25,0.59,5,78.0,20.46,0.07,-0.0101,0.073,0.002,0.004,-3.271,-3.517,156.02,12.17,-0.67,1,0.891,9.21,5.2,-1.607,1,5,0.0684,0.0758,0.0739,0.0721
137.769,1,0.877,-0.25,0.55,5,78.0,20.0,0.07,-0.0083,0.073,0.002,-0.022,-3.273,-3.517,155.96,12.17,-0.67,1,0.891,9.21,5.2,-1.607,1,5,0.072,0.0757,0.0739,0.0702
137.805,1,0.879,-0.5,0.29,5,77.8,20.44,0.07,-0.0076,0.074,0.0,-0.093,-3.275,-3.515,155.84,12.17,-0.67,1,0.888,9.21,4.03,-0.382,1,5,0.0777,0.0721,0.0777,0.0703
137.839,1,0.885,-0.5,0.27,5,77.6,20.44,0.07,0.0001,0.075,-0.001,0.007,-3.278,-3.514,155.73,12.17,-0.67,1,0.895,8.24,3.99,-1.614,1,5,0.0796,0.0666,0.0796,0.0703
137.873,1,0.884,-0.5,0.16,5,77.5,19.97,0.07,0.0001,0.075,-0.001,-0.036,-3.279,-3.513,155.73,12.17,-0.09,1,0.895,8.24,3.99,-1.614,1,5,0.0815,0.0611,0.0852,0.0703
137.904,1,0.887,-0.5,0.07,5,77.7,19.97,0.07,0.002,0.076,-0.001,-0.01,-3.282,-3.512,155.67,12.17,-0.09,1,0.893,8.24,4.0,-1.599,1,5,0.0814,0.0666,0.0832,0.074
137.94,1,0.888,-0.5,0.06,5,77.8,19.97,0.07,0.0035,0.079,0.0,0.01,-3.285,-3.511,155.67,12.17,-0.09,1,0.893,8.24,4.0,-1.599,1,5,0.0776,0.0794,0.0794,0.0794
137.97,1,0.885,-0.25,0.03,5,77.8,20.46,0.07,0.0036,0.08,0.001,0.042,-3.287,-3.51,155.73,12.17,-0.09,1,0.893,8.24,4.0,-1.599,1,5,0.077,0.0843,0.0788,0.0806
138.004,1,0.887,-0.5,0.14,5,77.5,19.97,0.07,0.0009,0.08,0.002,0.0,-3.29,-3.509,155.79,12.17,-0.09,1,0.893,8.24,4.0,-1.599,1,5,0.0727,0.0854,0.0781,0.0836
138.036,1,0.872,-0.5,0.21,5,77.6,19.97,0.07,0.0023,0.078,0.002,0.018,-3.291,-3.508,155.79,12.17,-0.09,1,0.896,8.24,3.99,-1.59,1,5,0.069,0.0836,0.0763,0.0836
138.075,1,0.869,-0.5,0.21,5,77.5,19.97,0.07,0.001,0.077,0.0,0.022,-3.294,-3.507,155.84,12.2,-0.09,1,0.896,8.24,3.99,-1.59,1,5,0.0709,0.08,0.0745,0.0818
138.14,1,0.889,-0.75,0.24,5,77.4,20.46,0.07,0.0009,0.072,-0.0,-0.037,-3.299,-3.505,155.84,12.2,-0.09,1,0.896,8.24,4.93,-1.141,1,5,0.0758,0.0703,0.0721,0.0684
138.171,1,0.884,-1.0,0.26,5,77.5,20.2,0.07,0.0033,0.072,-0.003,-0.042,-3.3,-3.504,155.79,12.2,-0.09,1,0.896,8.24,4.93,-1.141,1,5,0.0776,0.0665,0.0721,0.0721
138.205,1,0.882,-1.0,0.07,5,77.6,20.44,0.07,0.0058,0.073,-0.003,-0.013,-3.303,-3.502,155.67,12.2,-0.09,1,0.896,8.24,4.93,-1.141,1,5,0.0776,0.0647,0.0758,0.0758
138.239,1,0.875,-1.0,-0.11,5,77.8,19.97,0.07,0.0088,0.074,-0.002,0.001,-3.306,-3.501,155.67,12.2,-0.09,1,0.896,8.24,4.93,-1.141,1,5,0.0777,0.0703,0.074,0.0758
138.304,1,0.877,-1.0,-0.09,5,77.9,19.97,0.07,0.0114,0.073,-0.001,0.02,-3.31,-3.499,155.73,12.2,0.26,1,0.897,7.76,3.19,0.043,1,5,0.0722,0.0796,0.0648,0.0759
138.337,1,0.877,-1.0,-0.09,5,77.5,19.97,0.077,0.0108,0.075,-0.0,0.032,-3.311,-3.499,155.73,12.2,0.26,1,0.895,7.76,3.19,0.036,1,5,0.0722,0.0834,0.0648,0.0778
138.372,1,0.886,-1.0,0.37,5,77.0,20.2,0.0839,0.0107,0.073,0.001,0.054,-3.314,-3.498,155.9,12.2,0.26,1,0.895,7.76,3.19,0.036,1,5,0.0649,0.0797,0.0686,0.0778
138.405,1,0.882,-1.0,0.27,5,76.6,20.2,0.0979,0.0027,0.071,0.0,0.022,-3.316,-3.496,155.96,12.2,0.26,1,0.894,8.24,3.99,-1.568,1,5,0.0644,0.0755,0.0663,0.0773
138.437,1,0.878,-1.0,0.33,5,76.4,20.2,0.112,0.0043,0.071,-0.001,0.035,-3.318,-3.496,155.96,12.2,0.26,1,0.882,6.79,5.92,-0.129,1,5,0.0662,0.0718,0.0681,0.0773
138.472,1,0.875,-1.0,0.31,5,76.3,20.2,0.1261,0.0025,0.074,-0.001,0.014,-3.321,-3.495,156.02,12.2,1.08,1,0.869,3.39,-0.94,1.354,1,5,0.0735,0.0772,0.068,0.0772
138.504,1,0.877,-1.0,0.46,5,76.3,20.2,0.1329,0.0024,0.083,-0.001,-0.02,-3.324,-3.493,156.02,12.2,1.08,1,0.9,3.39,-4.38,0.823,1,5,0.0831,0.0831,0.0813,0.0849
138.539,1,0.871,-0.75,0.0,5,76.2,20.46,0.1471,-0.0015,0.096,-0.004,0.042,-3.328,-3.491,156.07,12.2,1.08,1,0.899,3.39,-4.59,-1.726,1,5,0.0979,0.0905,0.0942,0.1016
138.572,1,0.876,-0.5,0.19,5,76.6,20.44,0.1511,0.006,0.104,-0.004,0.013,-3.33,-3.49,156.07,12.2,1.08,1,0.899,3.39,-4.59,-1.726,1,5,0.1034,0.0979,0.1016,0.1126
138.605,1,0.88,-0.5,0.45,5,76.3,20.44,0.1489,-0.0014,0.121,-0.003,0.007,-3.335,-3.488,156.13,12.2,1.08,1,0.899,3.39,-4.59,-1.726,1,5,0.1181,0.12,0.1163,0.1292
138.638,1,0.885,-0.5,0.04,5,76.5,19.97,0.1479,-0.0066,0.13,-0.002,-0.001,-3.338,-3.487,156.13,12.2,1.08,1,0.906,3.88,-2.62,-0.381,1,5,0.1273,0.1329,0.1218,0.1366
138.704,1,0.878,-1.0,0.35,5,76.8,20.2,0.1571,0.003,0.149,0.001,-0.034,-3.349,-3.482,156.13,12.22,1.04,1,0.905,3.88,-2.62,-0.379,1,5,0.1459,0.1496,0.1514,0.1496
138.738,1,0.87,-0.5,-0.12,5,76.3,20.2,0.15,0.002,0.154,0.0,0.045,-3.354,-3.479,156.13,12.22,1.04,1,0.91,3.39,-2.67,-2.799,1,5,0.1534,0.1478,0.1608,0.1552
138.768,1,0.872,-0.25,0.0,5,76.6,20.46,0.15,0.0063,0.157,-0.003,-0.026,-3.357,-3.478,156.13,12.22,1.04,1,0.906,3.88,-2.62,-0.373,1,5,0.1607,0.1496,0.1588,0.1588
138.803,1,0.87,-0.5,0.48,5,77.6,20.44,0.1634,0.0007,0.161,-0.003,0.021,-3.363,-3.475,156.13,12.22,1.04,1,0.898,4.36,-3.47,-0.066,1,5,0.1682,0.1626,0.1534,0.1608
138.838,1,0.86,-1.0,0.41,5,77.7,20.44,0.152,-0.0071,0.164,0.003,0.002,-3.37,-3.473,156.19,12.22,1.04,1,0.898,4.36,-3.47,-0.066,1,5,0.1627,0.1775,0.1553,0.159
138.905,1,0.839,-1.0,-0.44,5,77.4,20.44,0.1594,-0.0,0.165,0.001,-0.059,-3.379,-3.468,155.96,12.22,0.31,1,0.898,4.36,-3.47,-0.066,1,5,0.1627,0.1627,0.1701,0.1664
138.937,1,0.838,-0.75,-0.02,5,77.5,20.46,0.1352,0.019,0.166,-0.002,0.012,-3.382,-3.467,155.96,12.22,0.31,1,0.907,2.91,-3.31,-1.075,1,5,0.1644,0.157,0.1717,0.1717
139.004,1,0.875,-1.0,-0.24,5,76.7,20.44,0.1194,0.0069,0.171,0.007,0.028,-3.395,-3.462,155.96,12.22,0.31,1,0.911,2.91,-2.58,-3.282,1,5,0.1644,0.1717,0.1847,0.1644
139.035,1,0.899,-1.25,-0.36,5,75.5,20.46,0.1335,0.0145,0.169,0.008,-0.06,-3.398,-3.461,155.9,12.22,0.31,1,0.92,2.42,-3.84,-2.82,1,5,0.1626,0.1718,0.1829,0.1589
139.106,1,0.89,-1.25,-0.93,5,75.2,21.02,0.1495,0.0205,0.153,0.001,-0.02,-3.409,-3.456,155.5,12.22,-0.95,1,0.92,2.42,-3.84,-2.82,1,5,0.1628,0.1406,0.1665,0.1406
139.137,1,0.881,-1.5,-0.49,5,75.6,21.02,0.1565,0.0342,0.153,0.001,-0.033,-3.412,-3.455,155.5,12.22,-0.95,1,0.931,1.94,-5.6,-1.636,1,5,0.1628,0.1406,0.1665,0.1406
139.17,1,0.88,-1.75,-0.8,5,76.2,21.02,0.1623,0.0266,0.154,0.007,-0.002,-3.417,-3.453,155.44,12.22,-0.95,1,0.931,1.94,-5.6,-1.636,1,5,0.1536,0.1536,0.1684,0.1388
139.204,1,0.889,-2.0,-0.86,5,76.6,21.02,0.1505,0.0361,0.153,0.008,0.011,-3.423,-3.45,155.5,12.22,-0.95,1,0.946,1.45,-5.89,-4.956,1,5,0.1461,0.1609,0.1627,0.1442
139.237,1,0.897,-2.0,-1.16,5,76.7,20.81,0.1263,0.037,0.154,0.008,-0.05,-3.426,-3.449,155.44,12.22,-0.95,1,0.887,4.85,-2.38,-6.671,1,5,0.1479,0.1627,0.1609,0.1442
139.272,1,0.899,-1.75,-1.48,5,76.3,20.81,0.1023,0.0394,0.159,-0.002,-0.005,-3.432,-3.446,155.33,12.22,-3.31,1,0.887,4.85,-2.38,-6.671,1,5,0.1646,0.159,0.1535,0.1572
139.303,1,0.902,-2.0,-1.05,5,76.0,21.02,0.0905,0.0417,0.162,-0.001,0.033,-3.438,-3.443,155.44,12.22,-3.31,1,0.898,7.27,-0.91,0.0,0,5,0.1666,0.1629,0.1574,0.1592
139.338,1,0.895,-2.5,-0.73,5,76.2,21.02,0.07,0.0371,0.159,0.004,0.006,-3.443,-3.441,155.44,12.22,-3.31,1,0.898,7.27,-0.91,0.0,0,5,0.1519,0.163,0.163,0.1574
139.369,1,0.9,-2.75,-1.01,5,76.4,21.02,0.07,0.0375,0.155,0.007,0.0,-3.446,-3.44,155.44,12.22,-3.31,1,0.898,7.27,-0.91,0.0,0,5,0.1426,0.1593,0.1649,0.1537
139.404,1,0.904,-2.75,-1.31,5,76.7,21.02,0.07,0.0446,0.15,0.004,-0.09,-3.452,-3.437,155.33,12.22,-3.31,1,0.898,7.27,-0.91,0.0,0,5,0.1443,0.148,0.161,0.148
139.439,1,0.905,-3.24,-1.76,5,77.0,20.81,0.07,0.0491,0.143,-0.001,-0.013,-3.456,-3.435,155.16,12.22,-3.31,1,0.896,11.63,15.77,-1.638,1,5,0.1517,0.1369,0.148,0.1369
139.472,1,0.904,-3.24,-1.66,5,77.1,21.02,0.07,0.0622,0.139,-0.002,-0.035,-3.459,-3.434,155.16,12.22,-4.98,1,0.896,11.63,15.77,-1.638,1,5,0.1516,0.1331,0.1405,0.1294
139.505,1,0.911,-3.74,-1.77,5,77.3,20.81,0.07,0.0601,0.131,0.0,-0.023,-3.463,-3.432,155.1,12.22,-4.98,1,0.896,11.63,15.77,-1.638,1,5,0.1406,0.1277,0.1351,0.1203
139.536,1,0.916,-4.24,-1.73,5,77.1,21.02,0.07,0.0671,0.128,0.003,-0.046,-3.466,-3.431,155.04,12.22,-4.98,1,0.942,10.66,12.4,-3.276,1,5,0.1332,0.1277,0.1332,0.1166
139.572,1,0.913,-4.24,-1.78,5,77.4,21.02,0.07,0.0715,0.122,0.004,-0.01,-3.47,-3.429,155.04,12.22,-4.98,1,0.942,10.66,12.4,-3.276,1,5,0.122,0.122,0.1313,0.1146
139.606,1,0.913,-4.24,-1.88,5,77.8,20.81,0.07,0.0718,0.115,0.001,-0.015,-3.474,-3.427,154.99,12.22,-4.98,1,0.942,10.66,12.4,-3.276,1,5,0.1183,0.1127,0.1201,0.109
139.636,1,0.918,-4.49,-1.78,5,77.9,21.02,0.07,0.0725,0.11,0.0,-0.023,-3.476,-3.426,154.99,12.22,-4.98,1,0.942,10.66,12.4,-3.276,1,5,0.1164,0.1053,0.1164,0.1035
139.671,1,0.921,-4.74,-2.02,5,77.9,21.02,0.07,0.0731,0.105,-0.005,-0.084,-3.479,-3.424,154.81,12.21,-5.48,1,0.969,9.69,12.22,-4.369,1,5,0.1182,0.096,0.1053,0.1016
139.705,1,0.916,-4.74,-2.15,5,77.7,21.02,0.07,0.0803,0.103,-0.005,0.053,-3.483,-3.422,154.81,12.21,-5.48,1,0.969,9.69,12.22,-4.369,1,5,0.1144,0.0923,0.1034,0.1015
139.739,1,0.916,-4.99,-2.07,5,77.9,21.02,0.07,0.0815,0.099,0.001,-0.051,-3.487,-3.421,154.76,12.21,-5.48,1,0.983,9.69,11.22,-6.084,1,5,0.107,0.0923,0.1034,0.1034
139.769,1,0.919,-5.24,-2.27,5,78.2,20.81,0.07,0.0831,0.096,0.006,-0.023,-3.488,-3.421,154.7,12.21,-5.48,1,0.975,9.21,11.39,-1.6,1,5,0.0868,0.0961,0.1072,0.0942
139.804,1,0.92,-5.24,-2.53,5,78.1,21.02,0.07,0.0889,0.09,0.01,0.02,-3.492,-3.419,154.7,12.21,-5.48,1,0.975,9.21,11.39,-1.6,1,5,0.0721,0.098,0.1017,0.0869
139.833,1,0.918,-5.24,-2.12,5,78.2,21.02,0.07,0.0927,0.087,0.009,-0.001,-3.493,-3.419,154.7,12.21,-5.48,1,0.98,9.21,9.57,-5.368,1,5,0.0759,0.0962,0.0962,0.0796
139.872,1,0.919,-5.24,-2.27,5,78.0,20.81,0.07,0.085,0.083,0.005,0.003,-3.496,-3.417,154.7,12.21,-5.13,1,0.977,9.21,10.51,-3.522,1,5,0.0832,0.0887,0.0868,0.0721
139.905,1,0.913,-5.74,-1.82,5,78.2,21.02,0.07,0.0875,0.078,0.001,-0.032,-3.499,-3.416,154.64,12.21,-5.13,1,0.977,9.21,10.51,-3.522,1,5,0.0881,0.0771,0.0808,0.0642
139.934,1,0.914,-5.74,-2.1,5,78.0,21.02,0.07,0.0853,0.076,-0.0,0.005,-3.5,-3.415,154.64,12.21,-5.13,1,0.976,8.72,9.56,-2.719,1,5,0.0862,0.0715,0.0788,0.066
139.969,1,0.91,-5.99,-1.78,5,77.8,20.44,0.07,0.0899,0.073,-0.005,-0.088,-3.503,-3.414,154.53,12.21,-5.13,1,0.976,8.72,9.56,-2.719,1,5,0.0845,0.0643,0.0735,0.0716
140.004,1,0.905,-5.99,-2.17,5,77.6,21.02,0.07,0.0869,0.07,-0.004,0.032,-3.505,-3.413,154.53,12.21,-5.13,1,0.976,8.72,9.56,-2.719,1,5,0.074,0.0647,0.0684,0.074
140.034,1,0.914,-5.74,-2.11,5,77.8,20.46,0.07,0.093,0.068,-0.003,0.052,-3.506,-3.412,154.58,12.21,-5.13,1,0.976,8.72,9.56,-2.719,1,5,0.0685,0.0649,0.0667,0.0739
140.104,1,0.909,-5.74,-1.83,5,77.7,21.02,0.07,0.0886,0.058,0.004,0.035,-3.51,-3.411,154.76,12.2,-4.75,1,0.969,8.72,9.11,-1.97,1,5,0.0431,0.0647,0.0611,0.0647
140.134,1,0.915,-5.24,-1.99,5,77.6,20.46,0.07,0.0836,0.057,0.004,0.061,-3.511,-3.41,154.81,12.2,-4.75,1,0.966,9.21,9.09,-3.226,1,5,0.0424,0.0664,0.0553,0.0645
140.168,1,0.911,-4.99,-1.53,5,77.6,20.44,0.07,0.0801,0.053,0.004,0.065,-3.513,-3.41,154.99,12.2,-4.75,1,0.966,9.21,9.09,-3.226,1,5,0.0388,0.0665,0.0462,0.0591
140.204,1,0.91,-4.49,-1.27,5,77.4,20.44,0.07,0.0697,0.053,0.004,0.069,-3.515,-3.409,155.1,12.2,-4.75,1,0.966,9.21,9.09,-3.226,1,5,0.0368,0.068,0.046,0.0625
140.242,1,0.905,-4.24,-0.98,5,77.2,20.81,0.07,0.06,0.051,0.003,0.065,-3.517,-3.408,155.27,12.2,-4.75,1,0.966,9.21,9.09,-3.226,1,5,0.0368,0.0644,0.0442,0.0589
140.301,1,0.915,-3.49,-0.93,5,77.4,20.44,0.07,0.0534,0.049,0.003,0.068,-3.52,-3.407,155.44,12.2,-3.65,1,0.973,12.12,11.23,-2.793,1,5,0.037,0.061,0.0444,0.0555
140.333,1,0.918,-3.24,-0.38,5,77.2,20.46,0.07,0.0443,0.048,0.002,0.085,-3.521,-3.407,155.56,12.2,-3.65,1,0.969,12.12,12.14,-2.398,1,5,0.0369,0.0591,0.0425,0.0554
140.403,1,0.914,-2.99,-0.62,5,77.2,20.44,0.07,0.0335,0.048,-0.004,0.016,-3.524,-3.405,155.79,12.2,-3.65,1,0.961,13.09,12.4,-2.758,1,5,0.0462,0.0555,0.0314,0.0573
