t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
5.824,1,0.836,-2.25,0.39,5,74.3,20.46,0.0724,0.0187,0.075,0.0,0.024,0.411,0.009,1.66,11.93,-1.08,1,0.87,10.66,5.77,-3.597,1,5,0.0648,0.0778,0.0722,0.0833
5.855,1,0.841,-2.0,0.43,5,74.6,20.2,0.0724,0.0132,0.074,0.0,0.008,0.413,0.009,1.66,11.93,-1.08,1,0.866,11.15,7.06,-3.511,1,5,0.0667,0.0778,0.0704,0.0815
5.924,1,0.833,-1.75,0.02,5,74.7,20.04,0.0724,0.0098,0.073,-0.001,-0.028,0.419,0.01,1.6,11.93,-1.08,1,0.87,11.15,7.09,-3.523,1,5,0.0735,0.0699,0.0735,0.0735
5.953,1,0.831,-2.0,0.25,5,74.8,19.97,0.0724,0.014,0.071,0.001,-0.004,0.42,0.01,1.6,11.93,-1.08,1,0.87,11.15,7.43,-2.943,1,5,0.0699,0.0699,0.0735,0.0699
6.024,1,0.827,-1.75,-0.1,5,74.8,20.44,0.0724,0.0136,0.072,0.0,0.006,0.426,0.01,1.6,11.93,-1.42,1,0.87,11.15,7.43,-2.943,1,5,0.0715,0.0715,0.0733,0.0733
6.053,1,0.827,-1.75,-0.09,5,74.7,20.44,0.0724,0.0166,0.074,-0.001,-0.009,0.428,0.01,1.6,11.93,-1.42,1,0.864,11.15,7.8,-0.781,1,5,0.0752,0.0733,0.0715,0.0752
6.122,1,0.845,-2.0,0.54,5,74.7,20.04,0.0724,0.0168,0.076,-0.002,0.047,0.433,0.01,1.66,11.93,-1.42,1,0.863,11.15,7.41,-2.944,1,5,0.0755,0.0773,0.0701,0.0791
6.159,1,0.849,-2.0,0.47,5,75.1,20.2,0.0724,0.0091,0.074,0.001,0.03,0.436,0.01,1.78,11.93,-1.42,1,0.873,12.12,6.56,-2.541,1,5,0.0687,0.0777,0.0723,0.0777
6.223,1,0.862,-1.5,0.46,5,75.2,20.44,0.0724,0.0101,0.071,0.002,0.013,0.44,0.01,1.89,11.92,-0.72,1,0.873,12.12,6.56,-2.541,1,5,0.0629,0.0777,0.0685,0.074
6.252,1,0.87,-1.5,0.58,5,74.9,20.2,0.0724,0.0038,0.071,0.001,0.015,0.442,0.01,1.95,11.92,-0.72,1,0.874,12.12,8.64,-1.36,1,5,0.0647,0.0776,0.0665,0.0739
6.323,1,0.877,-1.25,0.47,5,74.7,20.46,0.0724,0.0026,0.072,-0.001,-0.0,0.447,0.01,1.89,11.92,-0.72,1,0.875,12.12,8.59,-2.904,1,5,0.0696,0.0696,0.0715,0.077
6.357,1,0.849,-1.0,0.41,5,74.8,20.44,0.0724,0.0017,0.073,-0.002,0.034,0.45,0.01,1.95,11.92,-0.72,1,0.876,12.12,8.63,-1.353,1,5,0.0716,0.0697,0.0734,0.0752
6.424,1,0.858,-0.75,0.47,5,74.8,20.46,0.0724,0.0006,0.074,0.0,-0.0,0.455,0.011,2.01,11.92,-0.26,1,0.878,12.6,8.16,-3.478,1,5,0.0735,0.0772,0.0699,0.0735
6.455,1,0.87,-0.75,0.58,5,75.6,20.46,0.0724,-0.0031,0.074,-0.001,-0.006,0.456,0.011,2.01,11.92,-0.26,1,0.875,13.09,7.74,-2.51,1,5,0.0735,0.079,0.068,0.0772
6.523,1,0.886,-1.25,1.03,5,75.3,20.2,0.0724,-0.0042,0.076,0.0,0.033,0.463,0.011,2.06,11.92,-0.26,1,0.872,13.09,7.76,-2.507,1,5,0.0776,0.0813,0.0721,0.0739
6.552,1,0.883,-1.25,0.65,5,75.1,20.44,0.0724,-0.006,0.076,0.001,-0.013,0.464,0.011,2.06,11.92,-0.26,1,0.869,13.09,8.75,-1.909,1,5,0.0776,0.0795,0.0739,0.0721
6.625,1,0.844,-1.25,0.84,5,74.8,20.46,0.0724,0.0002,0.073,-0.0,-0.024,0.47,0.011,2.01,11.92,0.79,1,0.873,13.09,8.76,-1.906,1,5,0.0702,0.072,0.0739,0.0775
6.652,1,0.842,-1.25,0.73,5,74.7,20.46,0.0724,-0.0032,0.072,0.0,-0.024,0.471,0.011,2.01,11.92,0.79,1,0.872,13.09,7.76,-2.492,1,5,0.0665,0.0702,0.0757,0.0776
6.724,1,0.87,-1.25,0.67,5,73.5,20.46,0.0724,-0.0014,0.07,0.0,-0.003,0.477,0.012,2.01,11.92,0.79,1,0.871,13.09,7.74,-2.504,1,5,0.0662,0.068,0.0735,0.0735
6.753,1,0.854,-0.75,0.47,5,73.4,20.46,0.0724,-0.0004,0.071,-0.0,0.018,0.478,0.012,2.01,11.92,0.79,1,0.871,13.09,7.74,-2.504,1,5,0.068,0.0698,0.0717,0.0735
6.826,1,0.871,-0.25,0.88,5,73.4,20.46,0.0724,-0.0024,0.072,0.001,-0.02,0.484,0.012,2.12,11.92,1.14,1,0.871,13.09,7.74,-2.504,1,5,0.0661,0.0771,0.0697,0.0771
6.857,1,0.871,-0.25,0.6,5,73.2,20.46,0.0724,-0.0155,0.073,0.001,0.019,0.487,0.012,2.06,11.92,1.14,1,0.862,14.06,8.93,-2.459,1,5,0.0717,0.0809,0.068,0.0717
6.921,1,0.845,-0.25,1.02,5,73.2,20.04,0.0724,-0.0095,0.074,0.004,0.026,0.492,0.013,2.18,11.92,1.14,1,0.86,13.57,9.0,-2.502,1,5,0.0753,0.0808,0.0753,0.0661
6.956,1,0.857,-0.25,0.93,5,74.0,20.46,0.0724,-0.0163,0.074,0.003,-0.007,0.493,0.013,2.18,11.92,1.14,1,0.868,14.06,8.97,-2.467,1,5,0.0753,0.0771,0.0771,0.0679
6.988,1,0.869,-0.25,0.92,5,73.7,20.46,0.0724,-0.0145,0.074,0.002,0.002,0.496,0.013,2.18,11.92,1.14,1,0.841,11.15,7.52,-1.478,1,5,0.0703,0.074,0.0777,0.074
7.022,1,0.869,-0.25,1.01,5,73.9,20.0,0.0724,-0.0143,0.073,-0.001,-0.029,0.499,0.013,2.12,11.92,2.11,1,0.841,11.15,7.52,-1.478,1,5,0.0704,0.0704,0.0741,0.0778
7.051,1,0.862,-0.25,0.9,5,73.5,20.04,0.0724,-0.0157,0.073,-0.001,-0.022,0.501,0.013,2.12,11.92,2.11,1,0.873,10.66,3.37,-3.726,1,5,0.0704,0.0667,0.0759,0.0778
7.092,1,0.833,-0.25,0.53,5,73.4,20.2,0.0724,-0.0136,0.073,-0.001,-0.008,0.503,0.013,2.06,11.92,2.11,1,0.874,10.18,2.8,-3.742,1,5,0.0741,0.0668,0.0759,0.0741
7.123,1,0.85,0.25,0.34,5,73.2,20.46,0.0724,-0.0071,0.074,-0.001,0.036,0.506,0.013,2.12,11.92,2.11,1,0.867,11.15,2.56,-3.323,1,5,0.0776,0.0686,0.0758,0.0722
7.156,1,0.851,0.25,0.68,5,73.6,20.46,0.0724,-0.01,0.075,-0.003,-0.035,0.509,0.013,2.12,11.92,2.11,1,0.867,11.15,2.56,-3.323,1,5,0.0794,0.0686,0.074,0.0722
7.186,1,0.859,0.25,0.73,5,73.4,20.46,0.0724,-0.0153,0.076,-0.003,-0.047,0.511,0.013,2.06,11.92,2.11,1,0.881,11.15,2.54,-3.332,1,5,0.0796,0.0741,0.0722,0.0778
7.224,1,0.859,0.25,0.72,5,73.3,20.2,0.0724,-0.0157,0.078,-0.001,0.029,0.514,0.013,2.12,11.92,1.77,1,0.881,11.15,2.54,-3.332,1,5,0.0815,0.0815,0.0722,0.0778
7.254,1,0.857,0.25,0.74,5,73.3,20.44,0.0724,-0.0155,0.078,0.0,0.051,0.515,0.013,2.18,11.92,1.77,1,0.885,11.15,2.54,-3.323,1,5,0.0778,0.0834,0.0741,0.0778
7.293,1,0.863,0.75,0.27,5,73.9,20.44,0.0724,-0.0156,0.076,0.001,-0.0,0.518,0.013,2.23,11.92,1.77,1,0.881,11.15,2.94,-5.8,1,5,0.0758,0.0795,0.0758,0.074
7.321,1,0.864,0.5,0.78,5,73.8,20.04,0.0724,-0.0135,0.073,0.002,-0.015,0.521,0.013,2.18,11.92,1.77,1,0.881,11.15,2.94,-5.8,1,5,0.0684,0.074,0.0758,0.074
7.355,1,0.861,0.25,0.77,5,73.8,20.44,0.0724,-0.0186,0.073,0.002,-0.017,0.523,0.014,2.18,11.92,1.77,1,0.882,11.15,2.94,-5.8,1,5,0.0684,0.0739,0.0758,0.0721
7.421,1,0.862,0.25,0.39,5,73.7,20.04,0.0724,-0.0153,0.072,0.004,-0.013,0.528,0.014,2.01,11.92,0.37,1,0.885,11.15,2.55,-3.318,1,5,0.0679,0.0697,0.0807,0.0679
7.454,1,0.868,0.25,0.48,5,74.0,20.46,0.0724,-0.0089,0.072,0.002,-0.017,0.53,0.014,2.01,11.92,0.37,1,0.882,11.15,2.57,-3.327,1,5,0.0716,0.0679,0.0807,0.0679
7.523,1,0.872,0.25,0.07,5,74.1,20.46,0.0724,-0.0106,0.075,0.0,-0.029,0.536,0.014,1.89,11.92,0.37,1,0.882,11.15,1.92,-4.789,1,5,0.0777,0.0703,0.0795,0.0721
7.555,1,0.876,0.25,0.15,5,74.3,20.44,0.0724,-0.0035,0.076,-0.0,-0.036,0.538,0.014,1.83,11.92,0.37,1,0.891,10.66,1.25,-4.831,1,5,0.0777,0.0758,0.0758,0.0758
7.585,1,0.887,-0.25,0.24,5,74.3,20.04,0.0724,-0.0049,0.078,0.001,0.002,0.541,0.015,1.78,11.92,0.37,1,0.895,10.18,1.32,-4.93,1,5,0.0795,0.0813,0.0758,0.0739
7.621,1,0.888,-0.25,0.24,5,74.3,20.04,0.0724,-0.0002,0.078,0.001,0.042,0.544,0.015,1.89,11.92,0.37,1,0.895,10.18,1.32,-4.93,1,5,0.0795,0.0814,0.0777,0.074
7.655,1,0.886,0.0,0.0,5,74.1,19.97,0.0724,-0.0008,0.076,0.003,-0.005,0.545,0.015,1.89,11.93,-1.46,1,0.84,13.09,5.11,-4.888,1,5,0.0758,0.0777,0.0795,0.0703
7.686,1,0.871,0.0,0.01,5,74.0,19.97,0.0724,0.0,0.073,0.001,-0.006,0.548,0.015,1.89,11.93,-1.46,1,0.874,13.57,8.4,-3.923,1,5,0.0703,0.0721,0.0758,0.0721
7.72,1,0.848,0.0,0.05,5,74.0,19.97,0.0724,-0.0001,0.07,0.001,-0.014,0.551,0.015,1.89,11.93,-1.46,1,0.874,13.57,8.4,-3.923,1,5,0.0665,0.0702,0.0721,0.0702
7.757,1,0.872,0.0,0.03,5,74.3,19.97,0.0724,-0.0008,0.068,0.001,-0.023,0.553,0.015,1.83,11.93,-1.46,1,0.895,13.09,7.45,-4.572,1,5,0.0665,0.0702,0.0702,0.0702
7.785,1,0.882,0.0,0.03,5,74.3,19.97,0.0724,-0.0006,0.068,0.001,-0.004,0.555,0.015,1.83,11.93,-1.46,1,0.895,13.09,7.77,-3.974,1,5,0.0647,0.0666,0.0721,0.0684
7.824,1,0.884,0.0,0.12,5,74.4,19.97,0.0724,-0.0005,0.067,0.0,-0.001,0.557,0.015,1.83,11.93,-2.16,1,0.894,13.09,7.77,-3.964,1,5,0.0666,0.0648,0.0685,0.0666
7.855,1,0.882,-0.25,0.33,5,74.4,20.46,0.0724,-0.0021,0.067,-0.001,0.002,0.559,0.015,1.83,11.93,-2.16,1,0.894,13.09,7.77,-3.964,1,5,0.0666,0.0629,0.0684,0.0684
7.921,1,0.885,0.5,0.12,5,75.0,19.97,0.0724,-0.0029,0.069,-0.001,0.015,0.564,0.015,1.95,11.93,-2.16,1,0.894,13.09,7.76,-3.972,1,5,0.0648,0.0685,0.0685,0.0759
7.952,1,0.885,0.5,0.21,5,75.4,20.0,0.0724,-0.0084,0.07,-0.001,-0.016,0.566,0.015,1.89,11.93,-2.16,1,0.884,14.06,7.59,-3.584,1,5,0.0667,0.0722,0.0667,0.0759
8.023,1,0.886,0.25,0.44,5,75.8,20.0,0.0724,-0.009,0.07,0.003,0.018,0.571,0.016,1.89,11.93,-2.46,1,0.884,14.06,7.59,-3.584,1,5,0.0734,0.0771,0.0698,0.0606
8.053,1,0.885,0.25,0.44,5,75.8,20.0,0.0868,-0.0097,0.071,0.004,0.005,0.573,0.016,1.89,11.93,-2.46,1,0.887,14.06,7.6,-3.584,1,5,0.0734,0.0753,0.0753,0.0606
8.121,1,0.883,0.25,0.44,5,76.0,20.0,0.1074,-0.0098,0.074,0.0,-0.039,0.579,0.016,1.83,11.93,-2.46,1,0.886,14.06,7.6,-3.584,1,5,0.0722,0.0703,0.0777,0.074
8.155,1,0.88,0.25,0.6,5,76.0,20.0,0.083,-0.0099,0.074,-0.0,-0.047,0.58,0.016,1.78,11.93,-2.46,1,0.886,14.06,6.6,-5.548,1,5,0.074,0.0703,0.0777,0.074
8.185,1,0.872,0.25,0.18,5,75.9,20.2,0.0813,-0.0126,0.08,0.001,-0.031,0.584,0.017,1.66,11.93,-2.46,1,0.892,13.57,6.97,-3.607,1,5,0.0796,0.074,0.0888,0.0777
8.222,1,0.874,0.25,-0.24,5,75.8,20.0,0.0813,-0.0054,0.086,0.0,0.011,0.587,0.017,1.66,11.93,-2.15,1,0.892,13.57,6.97,-3.607,1,5,0.0906,0.0814,0.0924,0.0814
8.256,1,0.875,0.25,0.37,5,75.6,20.04,0.0813,0.002,0.087,0.0,0.015,0.589,0.017,1.66,11.91,-2.15,1,0.896,13.09,6.85,-4.513,1,5,0.0905,0.0813,0.0942,0.0831
8.289,1,0.867,0.25,-0.25,5,75.3,20.0,0.0813,-0.0087,0.087,-0.001,-0.101,0.593,0.017,1.55,11.91,-2.15,1,0.895,13.09,6.41,-3.629,1,5,0.0915,0.086,0.086,0.086
8.322,1,0.837,-0.25,-0.12,5,75.1,20.46,0.0813,0.002,0.088,0.001,0.043,0.596,0.017,1.49,11.91,-2.15,1,0.895,13.09,6.41,-3.629,1,5,0.0897,0.0915,0.0879,0.0842
8.357,1,0.855,0.25,-0.0,5,75.1,20.46,0.0813,0.0057,0.089,0.003,-0.011,0.6,0.017,1.55,11.91,-2.15,1,0.888,16.48,12.95,-3.302,1,5,0.0934,0.0934,0.0879,0.0824
8.422,1,0.861,0.25,-0.24,5,74.1,20.0,0.0813,-0.0026,0.084,0.003,-0.009,0.605,0.018,1.55,11.91,-2.15,1,0.877,16.48,12.57,-2.436,1,5,0.0833,0.0852,0.0889,0.0778
8.454,1,0.86,0.0,0.0,5,73.7,19.97,0.0813,0.0017,0.082,0.004,-0.022,0.606,0.018,1.55,11.91,-2.89,1,0.878,15.99,13.42,-4.151,1,5,0.0778,0.0834,0.0871,0.0778
8.489,1,0.861,-0.25,-0.41,5,74.0,20.04,0.0813,0.0005,0.081,0.001,-0.036,0.61,0.018,1.49,11.91,-2.89,1,0.879,15.99,12.71,-2.668,1,5,0.0814,0.0796,0.0833,0.0777
8.521,1,0.862,-0.25,-0.44,5,73.4,19.85,0.0813,0.0107,0.079,-0.002,-0.025,0.613,0.018,1.38,11.91,-2.89,1,0.887,15.99,11.34,-3.75,1,5,0.0813,0.0739,0.0813,0.0813
8.555,1,0.862,-0.25,-0.36,5,73.0,20.0,0.0813,0.0108,0.079,-0.003,-0.026,0.614,0.018,1.38,11.91,-2.89,1,0.89,15.99,11.33,-2.416,1,5,0.085,0.0739,0.0795,0.0795
8.585,1,0.856,0.25,-0.63,5,73.1,20.2,0.0813,0.0091,0.08,-0.003,0.069,0.617,0.017,1.43,11.91,-2.89,1,0.889,15.51,11.8,-3.346,1,5,0.0872,0.0747,0.0783,0.0783
8.628,1,0.853,0.25,-0.05,5,73.4,20.46,0.0813,0.0077,0.083,-0.003,-0.064,0.621,0.018,1.43,11.9,-2.16,1,0.887,16.48,11.6,-4.322,1,5,0.0901,0.0812,0.0795,0.0812
8.655,1,0.847,0.25,-0.59,5,73.3,20.2,0.0813,-0.0022,0.086,-0.002,0.005,0.623,0.018,1.43,11.9,-2.16,1,0.887,16.48,11.6,-4.322,1,5,0.0884,0.0848,0.0831,0.0866
8.684,1,0.852,0.25,-0.25,5,73.8,20.0,0.0813,0.0075,0.087,0.001,-0.004,0.626,0.018,1.43,11.9,-2.16,1,0.887,16.48,11.6,-4.322,1,5,0.0825,0.088,0.088,0.088
8.719,1,0.855,0.25,-0.25,5,73.8,20.0,0.0813,0.0017,0.081,0.004,0.016,0.629,0.018,1.49,11.9,-2.16,1,0.887,16.48,11.6,-4.322,1,5,0.074,0.0852,0.0852,0.0796
8.753,1,0.85,0.0,0.0,5,73.6,19.97,0.0813,0.0019,0.078,0.005,-0.013,0.63,0.018,1.49,11.9,-2.16,1,0.887,16.48,11.6,-4.322,1,5,0.0721,0.0832,0.0832,0.074
8.79,1,0.846,-0.25,-0.06,5,73.6,20.46,0.0813,0.0005,0.076,0.004,-0.025,0.634,0.018,1.43,11.9,-2.16,1,0.895,15.99,11.65,-4.617,1,5,0.07,0.0792,0.081,0.0737
8.822,1,0.854,-0.25,-0.16,5,73.8,20.2,0.0813,0.0046,0.077,0.001,-0.012,0.637,0.018,1.43,11.9,-0.92,1,0.898,15.99,11.28,-3.79,1,5,0.0755,0.0773,0.0791,0.0755
8.858,1,0.861,-0.25,-0.37,5,74.0,20.0,0.0813,0.0059,0.077,-0.001,-0.019,0.64,0.018,1.38,11.9,-0.92,1,0.896,15.51,10.41,-4.395,1,5,0.0814,0.074,0.0777,0.0759
8.887,1,0.867,-0.25,-0.64,5,74.3,20.04,0.0813,0.0092,0.077,-0.002,-0.02,0.641,0.018,1.38,11.9,-0.92,1,0.896,15.51,10.41,-4.395,1,5,0.0832,0.074,0.0758,0.0758
8.92,1,0.866,-0.25,-0.76,5,74.6,20.2,0.0813,0.0139,0.077,-0.003,-0.005,0.644,0.018,1.32,11.9,-0.92,1,0.897,15.51,10.42,-4.393,1,5,0.0829,0.0737,0.0755,0.0773
8.956,1,0.861,-0.25,-0.76,5,74.7,20.2,0.0772,0.0157,0.081,-0.002,0.011,0.648,0.018,1.32,11.9,-0.92,1,0.9,15.51,9.69,-5.713,1,5,0.0829,0.0774,0.0774,0.081
8.989,1,0.854,-0.25,-0.57,5,74.8,20.46,0.0772,0.0156,0.082,0.0,0.007,0.65,0.019,1.38,11.9,-0.92,1,0.9,15.51,9.69,-5.713,1,5,0.0811,0.0829,0.0811,0.0829
9.023,1,0.842,-0.25,-0.06,5,75.0,20.46,0.07,0.0123,0.086,0.001,0.004,0.653,0.019,1.43,11.9,-1.31,1,0.902,15.51,10.42,-4.403,1,5,0.0796,0.087,0.087,0.0888
9.055,1,0.86,-0.25,-0.63,5,75.1,20.46,0.07,0.0034,0.084,-0.0,0.034,0.655,0.019,1.43,11.9,-1.31,1,0.902,15.51,10.42,-4.403,1,5,0.0795,0.0851,0.0832,0.0887
9.087,1,0.86,-0.25,-0.44,5,75.4,20.0,0.07,0.0134,0.082,-0.0,0.02,0.658,0.019,1.49,11.9,-1.31,1,0.905,15.51,10.41,-4.405,1,5,0.0773,0.0846,0.0791,0.0883
9.12,1,0.858,-0.25,-0.37,5,75.4,20.0,0.07,0.01,0.077,-0.001,0.002,0.661,0.019,1.55,11.9,-1.31,1,0.911,15.99,9.95,-3.482,1,5,0.0753,0.079,0.0735,0.0808
9.15,1,0.857,-0.25,-0.37,5,75.4,20.0,0.07,0.0087,0.075,0.0,-0.004,0.662,0.019,1.49,11.9,-1.31,1,0.911,15.99,10.4,-4.317,1,5,0.0735,0.0771,0.0735,0.0771
9.188,1,0.856,-0.25,-0.37,5,75.2,20.0,0.07,0.0087,0.073,-0.0,-0.042,0.665,0.019,1.43,11.9,-1.31,1,0.911,15.99,10.4,-4.317,1,5,0.072,0.0702,0.0739,0.0739
9.224,1,0.85,-0.25,-0.58,5,75.1,20.2,0.07,0.0087,0.069,0.001,-0.032,0.668,0.019,1.38,11.87,-1.44,1,0.915,15.51,10.44,-4.407,1,5,0.0685,0.0685,0.0722,0.0685
9.256,1,0.844,-0.25,-0.68,5,74.9,20.46,0.07,0.0123,0.069,-0.001,-0.013,0.671,0.019,1.32,11.87,-1.44,1,0.914,15.03,10.16,-3.838,1,5,0.074,0.0666,0.0703,0.0666
9.289,1,0.85,-0.5,-0.43,5,75.0,20.44,0.07,0.0142,0.07,-0.0,0.008,0.672,0.019,1.32,11.87,-1.44,1,0.916,15.03,10.17,-3.836,1,5,0.074,0.0703,0.0703,0.0666
9.32,1,0.86,-0.25,-0.75,5,75.0,20.44,0.07,0.013,0.075,-0.0,0.015,0.675,0.019,1.32,11.87,-1.44,1,0.916,15.03,10.17,-3.836,1,5,0.0777,0.074,0.0721,0.0703
9.358,1,0.867,-0.25,-0.75,5,75.2,20.2,0.07,0.0152,0.077,0.002,0.045,0.678,0.019,1.43,11.87,-1.44,1,0.915,15.51,9.07,-5.438,1,5,0.0721,0.0777,0.0795,0.0777
9.387,1,0.868,-0.25,-0.36,5,75.1,20.0,0.07,0.0153,0.076,0.002,0.007,0.68,0.019,1.43,11.87,-1.44,1,0.915,15.51,9.07,-5.438,1,5,0.0703,0.0777,0.0777,0.0777
9.418,1,0.861,-0.25,-0.44,5,75.0,20.0,0.07,0.0085,0.073,0.001,0.035,0.683,0.019,1.49,11.87,-1.44,1,0.92,15.51,9.48,-6.235,1,5,0.0684,0.074,0.074,0.0758
9.453,1,0.853,-0.25,-0.34,5,74.8,20.46,0.07,0.01,0.071,0.002,0.038,0.684,0.02,1.49,11.87,-1.44,1,0.92,15.51,9.48,-6.235,1,5,0.0684,0.0758,0.0703,0.0703
9.488,1,0.85,-0.25,-0.06,5,74.5,20.46,0.07,0.0081,0.069,0.003,0.021,0.687,0.02,1.6,11.87,-1.44,1,0.924,15.99,9.05,-5.399,1,5,0.0665,0.0776,0.0665,0.0665
9.553,1,0.846,-0.25,-0.06,5,73.5,20.46,0.07,0.0033,0.07,0.0,-0.024,0.691,0.02,1.55,11.87,-1.44,1,0.923,15.99,10.01,-3.482,1,5,0.0666,0.0722,0.0685,0.0722
9.588,1,0.843,-0.25,-0.05,5,73.1,20.44,0.07,0.0033,0.07,-0.001,-0.003,0.694,0.02,1.55,11.87,-1.44,1,0.923,15.99,8.99,-5.415,1,5,0.0685,0.0666,0.0703,0.074
9.654,1,0.84,-0.25,-0.05,5,72.9,20.44,0.07,0.0031,0.07,-0.002,-0.005,0.698,0.02,1.55,11.86,-1.44,1,0.921,15.99,8.97,-5.422,1,5,0.074,0.0703,0.0648,0.0703
9.722,1,0.844,-0.25,-0.05,5,73.1,20.44,0.07,0.0031,0.072,0.001,0.042,0.704,0.02,1.6,11.86,-1.44,1,0.915,15.99,8.94,-5.427,1,5,0.0721,0.0776,0.0684,0.0702
9.754,1,0.847,-0.25,-0.05,5,73.4,20.44,0.07,0.0031,0.071,0.002,0.004,0.705,0.02,1.6,11.86,-1.44,1,0.914,15.99,8.95,-5.421,1,5,0.0666,0.074,0.0721,0.0721
9.888,1,0.826,-0.25,0.42,5,73.2,20.46,0.07,0.0031,0.068,0.002,-0.02,0.715,0.021,1.66,11.86,-1.79,1,0.909,15.99,8.98,-5.393,1,5,0.0685,0.0704,0.0685,0.063
9.955,1,0.821,-0.75,0.13,5,73.0,20.46,0.07,-0.005,0.068,0.0,-0.019,0.719,0.021,1.6,11.86,-1.79,1,0.899,15.51,8.75,-4.844,1,5,0.0611,0.0667,0.0704,0.0741
9.986,1,0.829,-0.75,0.05,5,72.7,20.46,0.07,0.0059,0.066,0.001,-0.002,0.721,0.021,1.55,11.86,-1.79,1,0.899,15.51,8.75,-4.844,1,5,0.0593,0.063,0.0704,0.0704
10.054,1,0.829,-0.25,-0.26,5,73.2,20.2,0.07,0.0066,0.067,-0.002,0.027,0.725,0.021,1.55,11.86,-2.15,1,0.899,15.03,8.82,-3.535,1,5,0.0684,0.0647,0.0647,0.0703
10.086,1,0.819,-0.25,0.02,5,73.6,20.44,0.07,0.0058,0.07,-0.003,0.003,0.728,0.021,1.6,11.86,-2.15,1,0.895,15.51,8.33,-4.054,1,5,0.0702,0.0702,0.0647,0.0758
10.154,1,0.819,-0.25,0.18,5,73.7,20.46,0.07,0.0014,0.074,0.002,0.018,0.733,0.021,1.72,11.86,-2.15,1,0.892,15.51,9.12,-4.106,1,5,0.0666,0.0814,0.0722,0.0777
10.253,1,0.853,-0.25,0.07,5,74.1,20.44,0.07,-0.0011,0.069,0.001,0.009,0.74,0.021,1.83,11.85,-2.47,1,0.88,15.99,9.06,-5.358,1,5,0.0702,0.0739,0.0665,0.0665
10.287,1,0.851,-0.25,0.09,5,74.1,20.46,0.07,0.0008,0.069,0.001,-0.027,0.743,0.022,1.78,11.85,-2.47,1,0.88,15.99,9.08,-5.349,1,5,0.0703,0.0703,0.0703,0.0666
10.355,1,0.832,-0.25,0.08,5,73.9,20.0,0.07,0.0006,0.069,-0.0,0.002,0.748,0.022,1.72,11.85,-2.47,1,0.871,15.51,9.15,-4.147,1,5,0.0685,0.0648,0.074,0.0722
10.387,1,0.828,-0.25,0.32,5,73.8,20.44,0.07,0.0009,0.069,-0.001,-0.003,0.75,0.022,1.72,11.85,-2.47,1,0.871,15.51,9.15,-4.147,1,5,0.0703,0.0666,0.0703,0.0703
10.454,1,0.829,0.25,0.12,5,73.8,20.46,0.07,-0.0034,0.072,-0.004,0.006,0.754,0.021,1.78,11.85,-2.47,1,0.866,15.99,8.64,-3.191,1,5,0.0759,0.0703,0.0648,0.0759
10.487,1,0.818,0.25,0.07,5,73.9,20.46,0.07,-0.0058,0.077,-0.003,0.015,0.757,0.022,1.78,11.85,-2.47,1,0.864,15.99,8.63,-3.197,1,5,0.0795,0.0777,0.0703,0.0795
10.552,1,0.829,0.25,0.16,5,74.6,20.46,0.07,-0.0043,0.077,0.0,0.01,0.762,0.022,1.83,11.85,-2.47,1,0.86,15.99,8.63,-3.214,1,5,0.0745,0.0781,0.0763,0.0781
10.585,1,0.839,0.25,0.11,5,74.6,20.46,0.07,-0.0056,0.072,-0.0,0.015,0.765,0.022,1.89,11.85,-2.47,1,0.856,15.99,7.79,-6.446,1,5,0.0676,0.073,0.0712,0.0765
10.652,1,0.839,0.0,0.28,5,73.7,20.44,0.07,-0.0044,0.07,0.002,-0.03,0.769,0.022,1.83,11.85,-2.16,1,0.847,15.99,9.58,-2.745,1,5,0.067,0.0725,0.0707,0.0689
10.685,1,0.842,-0.25,-0.13,5,73.4,20.46,0.07,-0.0044,0.07,0.003,-0.048,0.772,0.022,1.72,11.85,-2.16,1,0.84,15.51,10.08,-2.368,1,5,0.0648,0.0685,0.0777,0.0685
10.753,1,0.797,-0.5,-0.11,5,73.0,20.44,0.07,0.0054,0.071,-0.0,-0.021,0.776,0.022,1.66,11.85,-2.16,1,0.84,15.51,10.08,-2.368,1,5,0.07,0.0644,0.0773,0.0736
10.787,1,0.797,-0.5,-0.42,5,72.7,20.44,0.07,0.0076,0.074,-0.002,0.0,0.779,0.022,1.66,11.85,-2.16,1,0.807,15.03,9.25,-3.535,1,5,0.0773,0.07,0.0736,0.0736
10.985,1,0.819,-1.0,-0.62,5,73.7,20.56,0.07,0.0119,0.072,0.002,0.001,0.794,0.023,1.78,11.85,-1.75,1,0.743,14.06,13.21,0.0,0,5,0.0703,0.0758,0.0721,0.0703
11.088,1,0.833,-1.25,-0.37,5,73.7,20.2,0.07,0.0206,0.066,-0.0,0.009,0.801,0.023,1.72,11.85,0.24,1,0.736,9.21,9.6,0.0,0,5,0.0628,0.0628,0.0684,0.0702
11.152,1,0.83,-1.0,-0.41,5,73.8,20.56,0.07,0.0185,0.066,-0.002,0.032,0.805,0.023,1.78,11.85,0.24,1,0.737,9.21,11.07,0.0,0,5,0.0647,0.0629,0.0647,0.0703
