t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,perfil,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
25.701,1,0.79,0.75,-2.1,5,78.8,20.56,0.099,0.0217,0.13,0.001,0.02,1.599,-0.761,-40.97,11.57,1,-0.31,1,0.852,9.69,0.84,-3.325,1,5,0.1276,0.1294,0.1331,0.1313
25.733,1,0.796,0.0,-1.37,5,78.3,20.56,0.113,0.0283,0.128,0.003,-0.044,1.601,-0.763,-40.97,11.57,1,-0.31,1,0.842,9.69,0.82,-3.315,1,5,0.1238,0.133,0.1293,0.1275
25.799,1,0.797,-0.5,-1.19,5,78.5,20.81,0.1012,0.024,0.122,0.0,0.024,1.608,-0.769,-41.08,11.57,1,-0.31,1,0.811,12.6,3.64,-1.554,1,5,0.1148,0.126,0.1185,0.1278
25.833,1,0.802,-0.25,-1.13,5,78.2,20.56,0.1022,0.0267,0.122,-0.002,0.048,1.61,-0.771,-41.02,11.57,1,-0.31,1,0.811,12.6,3.64,-1.554,1,5,0.1185,0.1223,0.1185,0.1297
25.933,1,0.793,0.0,-1.43,5,79.2,20.44,0.1018,0.0222,0.11,0.001,0.03,1.618,-0.778,-40.85,11.57,1,-1.08,1,0.849,13.09,6.41,-3.629,1,5,0.1072,0.1128,0.1091,0.1109
26.066,1,0.785,-0.25,-1.09,5,77.9,20.46,0.1117,0.0253,0.099,-0.007,0.015,1.628,-0.788,-40.85,11.57,1,-1.08,1,0.851,13.09,7.4,-1.512,1,5,0.1019,0.0983,0.0855,0.1092
26.101,1,0.782,-0.25,-1.14,5,77.8,20.46,0.0997,0.022,0.101,-0.005,0.081,1.632,-0.79,-40.74,11.57,1,-1.09,1,0.848,13.57,6.9,-0.44,1,5,0.1025,0.1044,0.0879,0.1099
26.132,1,0.783,-0.25,-0.88,5,77.7,20.56,0.098,0.0225,0.102,-0.005,0.077,1.633,-0.792,-40.62,11.59,1,-1.09,1,0.84,13.57,8.4,-2.458,1,5,0.0998,0.1035,0.0906,0.1146
26.234,1,0.776,0.0,-0.71,5,76.9,20.56,0.0917,0.0178,0.102,-0.002,-0.0,1.642,-0.8,-40.57,11.59,1,-1.09,1,0.825,14.06,9.52,0.582,1,5,0.0962,0.1055,0.0981,0.111
26.268,1,0.784,0.0,-0.76,5,76.0,20.56,0.0994,0.0118,0.099,-0.001,-0.003,1.644,-0.801,-40.57,11.59,1,-1.09,1,0.821,14.06,9.48,0.505,1,5,0.0961,0.1016,0.0942,0.1035
26.335,1,0.796,0.0,-0.65,5,76.4,20.56,0.0922,0.013,0.09,-0.005,0.001,1.649,-0.806,-40.57,11.59,1,0.38,1,0.804,13.57,11.5,3.345,1,5,0.0978,0.0923,0.0775,0.0923
26.402,1,0.773,0.5,-0.73,5,76.7,20.81,0.1076,0.0112,0.088,-0.004,0.07,1.652,-0.809,-40.51,11.59,1,0.38,1,0.793,14.06,13.75,0.0,0,5,0.092,0.092,0.0754,0.092
26.437,1,0.771,0.75,-0.7,5,76.7,20.46,0.1014,0.0067,0.089,-0.001,0.013,1.655,-0.812,-40.22,11.59,1,0.38,1,0.788,14.54,16.42,0.0,0,5,0.0843,0.0915,0.0843,0.0951
26.466,1,0.785,0.75,-0.24,5,76.7,20.2,0.0978,0.0038,0.091,-0.001,0.018,1.657,-0.813,-40.22,11.59,1,0.38,1,0.786,12.12,14.34,0.0,0,5,0.0843,0.0933,0.0861,0.0987
26.531,1,0.788,1.25,-0.16,5,77.2,20.56,0.1079,-0.0033,0.097,-0.003,0.027,1.661,-0.817,-40.22,11.58,1,3.48,1,0.801,11.63,11.89,0.0,0,5,0.0936,0.1027,0.0862,0.1064
26.567,1,0.784,1.25,-0.11,5,78.2,20.81,0.1167,-0.0102,0.1,-0.0,0.021,1.664,-0.82,-40.16,11.58,1,3.48,1,0.779,8.24,11.43,0.0,0,5,0.0957,0.103,0.0957,0.1049
26.633,1,0.792,1.25,-0.35,5,76.7,20.46,0.1096,-0.0103,0.103,-0.003,0.004,1.669,-0.824,-40.16,11.58,1,3.48,1,0.802,7.27,5.38,0.0,0,5,0.1072,0.1016,0.0979,0.1053
26.736,1,0.825,2.25,0.03,5,78.0,20.81,0.1214,-0.0047,0.108,0.0,-0.008,1.679,-0.832,-39.94,11.58,1,5.27,1,0.813,5.33,5.54,0.0,0,5,0.1035,0.1091,0.1072,0.1109
26.769,1,0.833,2.25,0.17,5,77.9,20.46,0.1352,-0.0238,0.109,-0.0,-0.011,1.68,-0.834,-39.99,11.58,1,5.27,1,0.802,5.82,9.55,0.0,0,5,0.1037,0.1074,0.1092,0.1148
26.832,1,0.848,2.5,0.0,5,78.6,20.56,0.1562,-0.0259,0.114,-0.001,-0.001,1.686,-0.838,-39.94,11.58,1,5.27,1,0.788,5.82,14.86,0.0,0,5,0.109,0.1109,0.1146,0.122
26.897,1,0.84,2.5,-0.28,5,77.9,20.56,0.1741,-0.0239,0.132,-0.004,-0.019,1.694,-0.846,-40.05,11.58,1,5.27,1,0.795,4.85,17.56,0.0,0,5,0.1387,0.1276,0.1294,0.1331
26.931,1,0.814,4.99,-2.67,5,76.6,20.56,0.1676,-0.0163,0.138,-0.004,0.021,1.696,-0.848,-40.05,11.58,1,7.26,1,0.795,4.85,17.56,0.0,0,5,0.1443,0.1332,0.1351,0.1388
26.97,1,0.827,4.74,-2.39,5,76.3,20.56,0.1737,0.0173,0.152,-0.001,-0.008,1.701,-0.852,-40.11,11.58,1,7.26,1,0.808,0.97,17.63,0.0,0,5,0.1535,0.1498,0.1516,0.1535
27.038,1,0.813,6.24,-3.59,5,75.1,20.0,0.1494,0.0093,0.17,-0.0,-0.034,1.712,-0.861,-40.11,11.58,1,7.26,1,0.814,1.45,25.91,0.0,0,5,0.17,0.17,0.1682,0.17
27.129,1,0.876,4.49,-0.04,5,76.5,20.0,0.09,0.0033,0.167,-0.004,0.006,1.722,-0.869,-39.88,11.59,1,7.39,1,0.82,1.94,31.71,0.0,0,5,0.1627,0.1646,0.1627,0.1793
27.168,1,0.874,5.24,-0.3,5,75.6,20.56,0.09,-0.0369,0.164,0.0,0.003,1.727,-0.874,-39.88,11.59,1,7.39,1,0.816,2.91,37.56,0.0,0,5,0.1488,0.1616,0.1671,0.18
27.234,1,0.879,4.24,0.67,5,75.1,20.0,0.09,-0.0421,0.153,-0.003,0.019,1.736,-0.882,-39.76,11.59,1,7.39,1,0.809,2.91,41.86,0.0,0,5,0.1529,0.1565,0.1438,0.1584
27.33,1,0.839,7.24,-1.39,5,75.8,20.56,0.09,-0.0486,0.134,-0.001,-0.026,1.744,-0.888,-39.76,11.59,1,14.45,1,0.808,-3.88,37.25,0.0,0,5,0.1304,0.1396,0.1267,0.1396
27.367,1,0.843,7.74,-1.71,5,75.4,20.56,0.09,-0.0483,0.127,0.004,0.001,1.748,-0.891,-39.71,11.59,1,14.45,1,0.793,-9.69,29.93,0.0,0,5,0.1146,0.1276,0.1331,0.1313
27.433,1,0.85,7.24,-1.15,5,75.5,20.56,0.09,-0.0447,0.11,-0.001,0.007,1.755,-0.897,-39.71,11.59,1,14.45,1,0.79,-10.66,30.55,0.0,0,5,0.1129,0.111,0.1221,0.1129
27.53,1,0.854,5.24,0.1,5,76.3,20.46,0.09,-0.046,0.092,-0.004,-0.016,1.76,-0.902,-40.05,11.61,1,17.44,1,0.805,-9.69,33.48,0.0,0,5,0.1031,0.0792,0.0976,0.0884
27.568,1,0.851,5.24,0.1,5,76.3,20.46,0.09,-0.044,0.088,0.003,-0.032,1.763,-0.904,-40.16,11.61,1,17.44,1,0.819,-9.69,28.71,0.0,0,5,0.0898,0.077,0.1063,0.0807
27.628,1,0.851,6.24,-0.11,5,75.7,22.04,0.09,-0.0463,0.083,0.008,-0.073,1.766,-0.906,-40.34,11.61,1,17.44,1,0.817,-9.69,28.2,0.0,0,5,0.0826,0.0752,0.1064,0.0679
27.666,1,0.85,5.74,0.66,5,75.6,22.04,0.09,-0.0554,0.08,0.007,-0.088,1.768,-0.907,-40.57,11.61,1,17.44,1,0.829,-10.66,22.39,0.0,0,5,0.0852,0.074,0.1,0.0592
27.729,1,0.842,5.74,1.73,5,75.6,22.04,0.09,-0.0627,0.076,0.006,-0.091,1.772,-0.91,-40.91,11.61,1,20.48,1,0.815,-11.63,22.41,0.0,0,5,0.0907,0.0685,0.0963,0.05
27.765,1,0.831,5.49,2.67,5,75.4,21.42,0.09,-0.0814,0.075,0.005,-0.104,1.774,-0.912,-41.14,11.61,1,20.48,1,0.815,-11.63,22.41,0.0,0,5,0.0907,0.0648,0.0962,0.05
27.827,1,0.842,3.74,5.11,5,75.2,21.6,0.09,-0.0953,0.075,0.006,-0.055,1.778,-0.915,-41.42,11.61,1,20.48,1,0.842,-12.12,15.8,0.0,0,5,0.0867,0.0627,0.0996,0.0516
27.86,1,0.831,4.74,5.77,5,74.7,22.19,0.09,-0.1161,0.073,0.006,-0.091,1.78,-0.916,-41.6,11.61,1,20.48,1,0.842,-12.12,15.8,0.0,0,5,0.0848,0.0609,0.0978,0.048
27.93,1,0.816,2.25,8.39,5,74.1,21.42,0.09,-0.1424,0.071,0.003,-0.131,1.783,-0.919,-41.94,11.61,1,25.02,1,0.842,-12.12,15.8,0.0,0,5,0.0832,0.0573,0.0905,0.0517
27.97,1,0.825,1.5,9.61,5,74.4,21.42,0.09,-0.159,0.071,0.001,-0.112,1.785,-0.921,-42.17,11.61,1,25.02,1,0.776,-18.9,15.76,0.0,0,5,0.086,0.0555,0.0896,0.0537
28.03,1,0.83,0.25,11.66,5,74.3,21.6,0.09,-0.1756,0.074,0.001,-0.175,1.789,-0.924,-42.74,11.61,1,25.02,1,0.785,-18.9,15.96,0.0,0,5,0.0949,0.0537,0.0967,0.0519
28.067,1,0.828,-0.25,12.21,5,74.2,21.6,0.09,-0.1987,0.075,0.002,-0.174,1.791,-0.926,-43.14,11.61,1,25.02,1,0.779,-22.78,15.13,0.0,0,5,0.1016,0.0554,0.0979,0.0443
28.128,1,0.807,-1.5,13.74,5,73.6,21.6,0.09,-0.2061,0.075,0.005,-0.135,1.794,-0.929,-43.6,11.63,1,28.41,1,0.79,-25.2,14.17,0.0,0,5,0.0961,0.0536,0.1072,0.0443
28.228,1,0.802,-4.24,15.26,5,72.1,21.42,0.09,-0.2231,0.076,0.006,-0.222,1.8,-0.934,-44.58,11.63,1,28.41,1,0.799,-26.17,15.88,0.0,0,5,0.096,0.0499,0.1145,0.0443
28.268,1,0.809,-5.24,15.83,5,72.7,20.81,0.09,-0.2184,0.075,0.004,-0.248,1.804,-0.937,-45.44,11.63,1,28.41,1,0.786,-31.02,17.37,0.0,0,5,0.1107,0.0472,0.1107,0.0327
28.329,1,0.82,-6.24,15.36,5,72.4,21.02,0.09,-0.2219,0.079,0.002,-0.211,1.806,-0.939,-45.95,11.63,1,29.35,1,0.797,-31.99,17.24,0.0,0,5,0.118,0.0472,0.1144,0.0345
28.366,1,0.812,-6.49,15.03,5,72.2,21.02,0.09,-0.2045,0.082,0.005,-0.185,1.81,-0.942,-46.58,11.63,1,29.35,1,0.797,-31.99,17.24,0.0,0,5,0.1146,0.0481,0.1257,0.0407
28.394,1,0.803,-6.49,14.64,5,71.3,21.11,0.09,-0.1972,0.084,0.006,-0.192,1.811,-0.944,-46.81,11.63,1,29.35,1,0.772,-32.96,23.88,0.0,0,5,0.1146,0.0481,0.1257,0.0407
28.438,1,0.804,-6.49,14.28,5,70.9,21.02,0.09,-0.1928,0.083,0.006,-0.236,1.814,-0.946,-47.33,11.63,1,29.35,1,0.755,-34.41,31.27,0.0,0,5,0.1166,0.05,0.1277,0.037
28.463,1,0.82,-6.24,13.56,5,72.0,20.56,0.09,-0.1874,0.083,0.007,-0.219,1.815,-0.947,-47.56,11.63,1,29.35,1,0.755,-34.41,31.27,0.0,0,5,0.1147,0.0555,0.1258,0.037
28.527,1,0.8,-6.24,12.92,5,70.7,21.02,0.09,-0.1797,0.082,0.006,-0.192,1.818,-0.95,-48.3,11.65,1,27.72,1,0.764,-35.87,37.14,0.0,0,5,0.1166,0.0574,0.1184,0.037
28.564,1,0.795,-6.24,12.14,5,70.1,20.81,0.09,-0.1686,0.082,0.006,-0.173,1.821,-0.953,-48.76,11.65,1,27.72,1,0.764,-35.87,37.14,0.0,0,5,0.1122,0.0552,0.1214,0.0405
28.593,1,0.795,-6.24,12.17,5,70.1,20.81,0.09,-0.1552,0.084,0.007,-0.181,1.823,-0.955,-49.16,11.65,1,27.72,1,0.787,-36.84,39.13,0.0,0,5,0.1103,0.0551,0.125,0.0404
28.633,1,0.8,-6.24,11.62,5,70.0,20.81,0.09,-0.156,0.081,0.008,-0.224,1.826,-0.957,-49.62,11.65,1,27.72,1,0.81,-37.81,41.84,0.0,0,5,0.103,0.0533,0.1287,0.0423
28.768,1,0.763,-6.74,10.59,5,69.1,20.46,0.09,-0.1465,0.078,0.003,-0.12,1.832,-0.964,-50.76,11.65,1,27.62,1,0.746,-40.23,45.93,0.0,0,5,0.1,0.0556,0.1056,0.05
28.828,1,0.77,-6.74,10.04,5,69.1,20.46,0.09,-0.123,0.085,-0.004,-0.082,1.835,-0.968,-51.05,11.65,1,27.62,1,0.725,-40.71,46.74,0.0,0,5,0.111,0.0592,0.1018,0.0666
28.864,1,0.785,-6.74,9.77,5,69.6,20.56,0.09,-0.1137,0.085,-0.004,-0.103,1.837,-0.971,-51.28,11.65,1,27.62,1,0.721,-41.2,49.08,0.0,0,5,0.1072,0.0629,0.0998,0.0703
28.892,1,0.798,-6.49,9.31,5,69.9,20.81,0.09,-0.1093,0.084,-0.002,-0.081,1.838,-0.972,-51.39,11.65,1,27.62,1,0.721,-41.2,49.08,0.0,0,5,0.1017,0.0647,0.0998,0.0703
28.933,1,0.802,-6.24,9.24,5,69.8,20.46,0.09,-0.1044,0.081,0.0,-0.083,1.84,-0.975,-51.57,11.65,1,29.98,1,0.721,-41.2,49.08,0.0,0,5,0.0942,0.0665,0.0961,0.0665
28.961,1,0.803,-6.24,9.23,5,69.7,20.46,0.09,-0.1063,0.081,0.002,-0.11,1.842,-0.977,-51.8,11.65,1,29.98,1,0.778,-41.2,52.99,0.0,0,5,0.0923,0.0701,0.096,0.0646
29.029,1,0.799,-6.24,8.35,5,69.6,20.56,0.09,-0.1054,0.082,0.002,-0.054,1.845,-0.981,-52.14,11.65,1,29.98,1,0.798,-41.68,55.63,0.0,0,5,0.096,0.0757,0.0923,0.0627
29.06,1,0.791,-6.74,8.92,5,69.6,20.56,0.09,-0.09,0.084,0.001,-0.111,1.847,-0.984,-52.43,11.65,1,29.98,1,0.798,-41.68,55.63,0.0,0,5,0.1016,0.0739,0.0961,0.0628
29.127,1,0.786,-6.74,8.11,5,69.0,20.56,0.09,-0.0943,0.089,0.002,-0.151,1.851,-0.988,-52.94,11.65,1,33.41,1,0.705,-41.2,59.48,0.0,0,5,0.1037,0.0685,0.1148,0.0703
29.164,1,0.786,-6.49,7.6,5,68.9,20.44,0.09,-0.0803,0.091,0.005,-0.103,1.853,-0.991,-53.17,11.65,1,33.41,1,0.705,-41.2,59.48,0.0,0,5,0.1018,0.0703,0.1203,0.0703
29.233,1,0.803,-6.74,7.46,5,69.5,21.02,0.09,-0.0746,0.091,0.001,-0.097,1.858,-0.997,-53.63,11.65,1,33.41,1,0.832,-47.01,51.32,0.0,0,5,0.1055,0.074,0.1148,0.0703
29.327,1,0.783,-6.24,6.38,5,68.5,20.81,0.09,-0.0693,0.094,-0.002,-0.039,1.862,-1.003,-53.92,11.65,1,36.42,1,0.851,-43.14,49.43,0.0,0,5,0.109,0.0776,0.1053,0.0831
29.363,1,0.621,-6.24,6.28,4,68.0,20.79,0.09,-0.0567,0.095,0.001,-0.051,1.864,-1.006,-54.03,11.65,1,36.42,1,0.851,-43.14,49.43,0.0,0,5,0.1071,0.0813,0.1108,0.0794
29.398,1,0.621,-6.24,6.25,4,67.7,21.07,0.09,-0.0545,0.097,0.003,-0.113,1.867,-1.009,-54.26,11.65,1,36.42,1,0.832,-38.78,47.35,0.0,0,5,0.1092,0.0888,0.111,0.0777
29.428,1,0.683,-6.24,8.37,5,67.7,20.46,0.09,-0.0535,0.097,0.004,-0.076,1.868,-1.01,-54.37,11.65,1,36.42,1,0.832,-38.78,47.35,0.0,0,5,0.1111,0.0907,0.1111,0.0759
29.461,1,0.76,-6.24,13.57,5,68.0,20.46,0.09,-0.0905,0.096,0.002,-0.108,1.87,-1.014,-54.6,11.65,1,36.42,1,0.832,-38.78,47.35,0.0,0,5,0.1086,0.0902,0.1049,0.0792
29.56,1,0.552,-5.74,16.12,4,69.5,25.59,0.09,-0.1809,0.093,-0.002,-0.063,1.875,-1.021,-54.95,11.63,1,41.31,1,0.828,-32.96,41.64,0.0,0,5,0.1092,0.0777,0.1055,0.0814
29.632,1,0.687,-6.24,22.3,5,69.7,20.56,0.09,-0.2307,0.095,-0.007,-0.091,1.878,-1.026,-55.23,11.63,1,41.31,1,0.846,-35.87,27.86,0.0,0,5,0.1185,0.0685,0.1074,0.087
29.66,1,0.521,-6.24,25.98,4,69.1,28.43,0.09,-0.3321,0.095,-0.006,-0.114,1.88,-1.029,-55.46,11.63,1,41.31,1,0.846,-35.87,27.86,0.0,0,5,0.1167,0.0685,0.1111,0.0852
29.692,1,0.494,-6.99,29.52,4,68.7,30.19,0.09,-0.3967,0.096,-0.005,-0.129,1.882,-1.031,-55.63,11.63,1,41.31,1,0.846,-35.87,27.86,0.0,0,5,0.1204,0.0704,0.113,0.0815
29.728,1,0.564,-7.74,32.1,5,67.9,29.78,0.09,-0.4498,0.097,-0.001,-0.186,1.884,-1.034,-55.98,11.63,1,45.0,1,0.846,-35.87,27.86,0.0,0,5,0.1258,0.0759,0.1147,0.0703
29.76,1,0.587,-8.98,34.45,5,66.8,29.38,0.09,-0.486,0.097,-0.004,-0.254,1.886,-1.038,-56.55,11.63,1,45.0,1,0.846,-35.87,27.86,0.0,0,5,0.1387,0.0647,0.1202,0.0629
29.798,1,0.594,-10.48,35.43,5,66.2,27.23,0.09,-0.514,0.1,-0.007,-0.297,1.888,-1.041,-57.24,11.63,1,45.0,1,0.818,-29.08,20.47,0.0,0,5,0.1517,0.05,0.1369,0.0629
29.859,1,0.234,1.85,39.81,4,66.5,29.39,0.09,-0.5174,0.106,-0.009,-0.387,1.89,-1.047,-58.56,11.63,1,45.0,1,0.822,-28.6,18.13,0.0,0,5,0.1684,0.0315,0.1628,0.0611
29.897,1,0.231,-2.11,42.62,4,69.4,29.42,0.09,-0.5455,0.104,-0.01,-0.405,1.892,-1.051,-59.53,11.63,1,45.0,1,0.819,-28.6,13.36,0.0,0,5,0.1758,0.0222,0.1665,0.0518
29.964,1,0.563,-12.73,41.12,5,66.4,28.34,0.09,-0.5455,0.103,-0.01,-0.452,1.895,-1.057,-61.02,11.63,1,45.0,1,0.819,-28.6,13.36,0.0,0,5,0.1904,0.0166,0.1701,0.0351
29.998,1,0.617,-15.97,42.47,5,64.8,27.78,0.09,-0.5455,0.101,-0.009,-0.486,1.896,-1.06,-62.11,11.63,1,45.0,1,0.798,-30.54,3.54,0.0,0,5,0.194,0.0074,0.1755,0.0259
30.06,1,0.649,-17.22,41.97,5,65.4,27.45,0.09,-0.5455,0.093,-0.006,-0.52,1.899,-1.065,-64.06,11.63,1,45.0,1,0.81,-31.99,-1.15,0.0,0,5,0.1904,-0.0018,0.1775,0.0074
30.097,1,0.679,-16.72,40.55,5,67.5,26.45,0.09,-0.5455,0.092,-0.004,-0.529,1.9,-1.069,-65.26,11.63,1,45.0,1,0.821,-35.38,-10.55,0.0,0,5,0.1907,0.0,0.1759,0.0
30.161,1,0.657,-16.47,37.87,5,69.5,25.95,0.09,-0.5455,0.092,-0.0,-0.53,1.902,-1.074,-67.09,11.64,1,45.0,1,0.836,-36.84,-14.22,0.0,0,5,0.1852,-0.0019,0.1852,0.0
30.195,1,0.685,-16.22,37.02,5,71.3,25.46,0.09,-0.5079,0.093,0.001,-0.542,1.904,-1.077,-68.35,11.64,1,45.0,1,0.835,-39.74,-22.75,0.0,0,5,0.1833,-0.0019,0.1888,0.0
30.235,1,0.69,-16.22,36.33,5,72.1,25.11,0.09,-0.4978,0.092,0.0,-0.524,1.905,-1.08,-69.61,11.64,1,45.0,1,0.845,-41.2,-26.32,0.0,0,5,0.1832,0.0019,0.1832,0.0
30.259,1,0.708,-16.22,35.51,5,73.1,25.0,0.09,-0.4861,0.092,-0.0,-0.521,1.906,-1.082,-70.24,11.64,1,45.0,1,0.845,-41.2,-26.32,0.0,0,5,0.1851,0.0018,0.1814,0.0
30.297,1,0.701,-16.22,36.02,5,73.6,24.46,0.09,-0.4725,0.092,0.001,-0.511,1.907,-1.086,-71.45,11.64,1,45.0,1,0.846,-45.08,-33.42,0.0,0,5,0.1815,0.0018,0.1833,0.0
30.366,1,0.686,-16.97,35.03,5,73.8,24.45,0.09,-0.482,0.088,0.003,-0.49,1.909,-1.091,-73.17,11.64,1,45.0,1,0.858,-48.47,-39.23,0.0,0,5,0.1708,0.0018,0.1799,0.0
30.459,1,0.673,-18.22,32.49,5,73.2,23.89,0.09,-0.4571,0.086,0.0,-0.493,1.911,-1.099,-76.03,11.64,1,45.0,1,0.854,-52.35,-43.89,0.0,0,5,0.1714,0.0,0.1714,0.0
30.56,1,0.671,-19.97,30.53,5,73.3,23.34,0.09,-0.4008,0.088,-0.006,-0.367,1.913,-1.108,-78.61,11.65,1,39.45,1,0.854,-52.35,-43.89,0.0,0,5,0.174,0.0037,0.1611,0.0148
30.626,1,0.677,-21.21,28.41,5,73.2,23.2,0.09,-0.3491,0.091,-0.004,-0.4,1.913,-1.113,-79.93,11.65,1,39.45,1,0.835,-51.86,-44.77,0.0,0,5,0.1661,0.0166,0.1569,0.024
30.665,1,0.684,-21.71,27.28,5,73.3,22.77,0.09,-0.2988,0.088,-0.003,-0.378,1.914,-1.117,-80.84,11.65,1,39.45,1,0.818,-47.5,-41.65,0.0,0,5,0.1512,0.0203,0.1493,0.0295
30.697,1,0.68,-22.21,25.84,5,73.2,22.68,0.09,-0.2741,0.087,-0.006,-0.359,1.914,-1.12,-81.7,11.65,1,39.45,1,0.788,-43.62,-36.54,0.0,0,5,0.1533,0.0185,0.1422,0.0332
30.76,1,0.677,-22.46,24.56,5,73.5,22.22,0.09,-0.2466,0.093,-0.003,-0.243,1.915,-1.126,-82.68,11.65,1,27.45,1,0.826,-42.17,-32.73,0.0,0,5,0.1518,0.0333,0.1481,0.0407
30.796,1,0.686,-22.71,24.07,5,73.6,22.19,0.09,-0.223,0.094,0.0,-0.235,1.915,-1.13,-83.19,11.65,1,27.45,1,0.765,-34.9,-24.28,0.0,0,5,0.1425,0.0444,0.1443,0.0463
30.966,1,0.698,-21.71,22.76,5,73.9,22.19,0.09,-0.2152,0.092,-0.004,-0.137,1.916,-1.144,-84.91,11.65,1,15.45,1,0.672,-17.93,7.22,0.0,0,5,0.1294,0.0629,0.1146,0.0629
30.99,1,0.688,-21.96,22.61,5,73.3,22.19,0.09,-0.2049,0.093,-0.003,-0.153,1.916,-1.146,-85.08,11.65,1,15.45,1,0.672,-17.93,7.22,0.0,0,5,0.124,0.0629,0.1166,0.0666
31.06,1,0.681,-21.21,21.18,5,72.7,21.62,0.09,-0.198,0.09,-0.008,-0.149,1.916,-1.153,-85.83,11.65,1,15.45,1,0.674,-11.63,21.1,0.0,0,5,0.1186,0.0519,0.1112,0.0778
31.126,1,0.664,-21.71,21.2,5,71.9,22.15,0.09,-0.1805,0.089,-0.011,-0.128,1.916,-1.159,-86.29,11.65,1,9.79,1,0.611,-7.27,30.84,0.0,0,5,0.1276,0.0555,0.1017,0.0721
31.16,1,0.655,-21.21,20.69,5,71.7,22.15,0.09,-0.1743,0.09,-0.013,-0.154,1.915,-1.163,-86.75,11.65,1,9.79,1,0.611,-7.27,30.84,0.0,0,5,0.131,0.0554,0.0978,0.0757
31.259,1,0.617,-20.96,19.53,5,72.0,22.22,0.09,-0.1708,0.086,-0.006,-0.105,1.915,-1.171,-87.32,11.65,1,9.79,1,0.63,-7.76,34.47,0.0,0,5,0.1166,0.0555,0.1055,0.0685
31.296,1,0.624,-20.96,19.71,5,71.9,22.22,0.09,-0.1532,0.085,-0.007,-0.134,1.915,-1.175,-87.66,11.65,1,9.79,1,0.634,-8.24,32.65,0.0,0,5,0.1129,0.0537,0.1018,0.0703
31.362,1,0.655,-20.96,19.51,5,72.2,21.62,0.09,-0.1559,0.089,-0.009,-0.176,1.915,-1.18,-88.18,11.65,1,12.09,1,0.651,-13.09,24.0,0.0,0,5,0.1183,0.0536,0.1072,0.0776
31.397,1,0.623,-20.46,17.8,5,72.1,21.67,0.09,-0.1522,0.091,-0.006,-0.104,1.915,-1.184,-88.52,11.65,1,12.09,1,0.689,-13.09,14.41,0.0,0,5,0.1203,0.0611,0.1092,0.074
31.459,1,0.619,-19.47,16.93,5,72.1,21.67,0.09,-0.1277,0.091,0.001,-0.11,1.915,-1.189,-88.81,11.65,1,12.09,1,0.69,-13.09,13.8,0.0,0,5,0.1092,0.0759,0.1092,0.0703
31.559,1,0.629,-18.97,16.43,5,72.0,21.67,0.09,-0.1222,0.091,-0.007,-0.075,1.915,-1.198,-89.32,11.66,1,13.29,1,0.696,-15.03,7.58,0.0,0,5,0.1128,0.0666,0.0998,0.0832
31.595,1,0.636,-18.97,16.73,5,71.3,21.11,0.09,-0.1186,0.091,-0.009,-0.067,1.914,-1.202,-89.5,11.66,1,13.29,1,0.696,-15.03,7.58,0.0,0,5,0.1147,0.0666,0.0962,0.0851
31.695,1,0.646,-18.47,16.73,5,68.8,21.67,0.09,-0.1221,0.086,-0.006,-0.16,1.914,-1.211,-90.24,11.66,1,13.29,1,0.629,-15.03,9.04,0.0,0,5,0.1146,0.0629,0.098,0.0703
31.761,1,0.592,-17.72,19.68,5,67.7,23.73,0.09,-0.1274,0.087,-0.005,-0.107,1.913,-1.216,-90.47,11.66,1,13.65,1,0.64,-15.03,7.75,0.0,0,5,0.1053,0.061,0.1035,0.0776
31.894,1,0.618,-16.97,16.17,5,67.8,21.11,0.09,-0.185,0.1,-0.004,-0.135,1.913,-1.23,-91.27,11.66,1,13.65,1,0.586,-19.39,0.77,0.0,0,5,0.1228,0.0807,0.1118,0.0862
31.995,1,0.597,-17.22,15.1,5,68.7,21.11,0.09,-0.1308,0.09,-0.003,-0.115,1.912,-1.238,-92.07,11.67,1,16.53,1,0.631,-21.81,-8.39,0.0,0,5,0.1245,0.064,0.1103,0.0623
32.058,1,0.597,-17.72,13.95,5,69.8,21.11,0.09,-0.1088,0.089,-0.002,-0.143,1.912,-1.244,-92.53,11.67,1,16.53,1,0.637,-21.81,-8.64,0.0,0,5,0.1166,0.0592,0.1147,0.0666
32.162,1,0.255,-15.03,17.94,4,70.9,21.07,0.09,-0.0834,0.088,-0.009,-0.065,1.91,-1.253,-93.05,11.67,1,10.01,1,0.53,-16.48,8.72,0.0,0,5,0.1051,0.0572,0.0996,0.0885
32.23,1,0.274,-14.24,17.67,4,73.8,21.63,0.09,-0.1824,0.088,-0.007,-0.07,1.91,-1.258,-93.33,11.67,1,10.01,1,0.518,-11.15,21.8,0.0,0,5,0.1053,0.0739,0.0886,0.0849
32.364,1,0.683,-17.47,13.85,5,71.9,21.11,0.09,-0.182,0.091,-0.004,-0.122,1.908,-1.271,-94.19,11.67,1,12.71,1,0.528,-14.54,16.09,0.0,0,5,0.126,0.063,0.1111,0.0648
