t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
14.638,1,0.862,-5.24,7.16,5,76.3,20.44,0.1799,-0.1687,0.181,0.005,-0.146,12.56,12.07,1,0.85,-13.09,-13.66,1.494,1,5,0.2003,0.1539,0.217,0.1521
14.668,1,0.874,-5.24,7.72,5,76.8,20.44,0.1859,-0.1551,0.182,0.006,-0.128,12.56,12.07,1,0.85,-13.09,-13.66,1.494,1,5,0.1975,0.1606,0.2159,0.155
14.741,1,0.872,-4.99,6.82,5,77.2,19.97,0.1833,-0.1653,0.183,0.004,-0.11,12.56,9.65,1,0.835,-12.12,-17.57,0.0,0,5,0.1992,0.1572,0.2157,0.159
14.767,1,0.881,-4.99,7.1,5,77.1,19.97,0.1875,-0.1471,0.183,0.001,-0.229,12.56,9.65,1,0.835,-12.12,-17.57,0.0,0,5,0.2039,0.1524,0.2167,0.1598
14.838,1,0.88,-4.74,6.61,5,77.4,20.0,0.1862,-0.1522,0.192,0.006,-0.136,12.56,9.65,1,0.849,-8.24,-12.17,0.714,1,5,0.2123,0.1742,0.2214,0.1597
14.938,1,0.881,-4.49,5.89,5,77.2,19.97,0.177,-0.1336,0.189,0.002,-0.206,12.55,7.13,1,0.85,-7.27,-9.03,1.675,1,5,0.2122,0.1661,0.2159,0.1606
14.967,1,0.87,-4.74,5.72,5,77.2,20.0,0.177,-0.1174,0.191,0.007,-0.211,12.55,7.13,1,0.85,-7.27,-9.03,1.675,1,5,0.2067,0.1735,0.2233,0.1624
15.039,1,0.874,-4.49,4.67,5,77.0,20.04,0.1526,-0.0922,0.195,0.006,-0.173,12.55,7.13,1,0.824,-7.27,-13.73,-1.809,1,5,0.2133,0.1706,0.23,0.1651
15.066,1,0.887,-4.49,4.27,5,76.6,19.97,0.1546,-0.0717,0.191,0.006,-0.11,12.55,7.13,1,0.824,-7.27,-13.73,-1.809,1,5,0.2114,0.1669,0.2263,0.1595
15.139,1,0.886,-4.74,3.92,5,75.7,20.0,0.1564,-0.0626,0.183,0.007,-0.148,12.55,3.91,1,0.839,-3.88,-5.42,0.339,1,5,0.2003,0.1669,0.2133,0.1521
15.166,1,0.881,-4.99,3.48,5,75.4,20.04,0.1631,-0.0542,0.182,0.005,-0.144,12.55,3.91,1,0.839,-3.88,-5.42,0.339,1,5,0.1984,0.1669,0.2077,0.1558
15.24,1,0.885,-4.99,3.37,5,75.4,19.97,0.1563,-0.038,0.174,0.001,-0.04,12.55,3.91,1,0.846,-2.42,-2.48,-2.569,1,5,0.1817,0.1613,0.1892,0.1651
15.308,1,0.885,-4.49,3.03,5,75.6,19.97,0.1558,-0.0355,0.169,0.0,-0.043,12.55,1.54,1,0.828,1.94,5.88,0.542,1,5,0.1706,0.1632,0.1762,0.1669
15.338,1,0.888,-4.24,2.71,5,75.8,20.04,0.1699,-0.0391,0.163,-0.001,-0.01,12.55,1.54,1,0.845,1.45,4.34,0.152,1,5,0.1651,0.1613,0.1632,0.1632
15.367,1,0.884,-4.24,2.71,5,76.4,20.04,0.1766,-0.0357,0.16,-0.001,0.002,12.55,1.54,1,0.845,1.45,4.34,0.152,1,5,0.1613,0.1576,0.1613,0.1613
15.504,1,0.895,-3.24,2.16,5,76.2,20.46,0.1337,-0.0192,0.17,0.0,-0.029,12.54,0.87,1,0.838,2.42,2.18,-3.758,1,5,0.1725,0.1743,0.1669,0.1669
15.54,1,0.891,-3.49,2.38,5,76.3,19.97,0.1261,-0.0171,0.163,0.002,0.011,12.54,0.87,1,0.851,2.42,3.08,-1.74,1,5,0.1576,0.1613,0.1688,0.1632
15.567,1,0.89,-3.49,2.37,5,76.1,19.97,0.1326,-0.02,0.159,0.001,0.06,12.54,0.87,1,0.851,2.42,3.08,-1.74,1,5,0.1521,0.1521,0.1688,0.1632
15.606,1,0.889,-3.24,2.27,5,74.8,20.46,0.1468,-0.0237,0.152,-0.0,-0.05,12.54,0.87,1,0.83,4.36,3.19,-3.391,1,5,0.1484,0.1391,0.1632,0.1558
15.638,1,0.883,-3.24,2.27,5,74.6,20.46,0.1352,-0.0205,0.147,-0.004,-0.014,12.54,0.87,1,0.838,4.85,7.19,-2.76,1,5,0.1539,0.1391,0.1484,0.1484
15.666,1,0.879,-2.99,2.05,5,74.5,19.97,0.1416,-0.0222,0.145,-0.001,-0.012,12.54,0.87,1,0.838,4.85,7.19,-2.76,1,5,0.1502,0.1447,0.1428,0.1409
15.738,1,0.876,-2.99,2.72,5,74.4,20.04,0.165,-0.0253,0.137,0.002,-0.016,12.54,-0.15,1,0.854,5.33,6.69,-1.641,1,5,0.1341,0.1414,0.1359,0.1359
15.775,1,0.876,-3.24,3.24,5,74.2,20.04,0.1789,-0.0465,0.136,-0.002,-0.029,12.54,-0.15,1,0.858,5.33,6.69,-1.655,1,5,0.1322,0.1359,0.1359,0.1377
15.836,1,0.875,-3.24,3.23,5,73.5,20.04,0.179,-0.0572,0.146,-0.003,-0.078,12.54,-0.15,1,0.86,5.33,6.69,-1.64,1,5,0.1528,0.1399,0.1473,0.1454
15.909,1,0.878,-2.75,2.58,5,72.7,20.0,0.1811,-0.0581,0.162,0.002,-0.02,12.54,0.57,1,0.839,5.33,8.95,1.792,1,5,0.162,0.1583,0.1694,0.1583
15.937,1,0.882,-2.75,2.77,5,73.2,20.0,0.1752,-0.0449,0.168,0.0,0.008,12.54,0.57,1,0.848,4.36,4.55,-2.061,1,5,0.1706,0.1595,0.178,0.1651
16.037,1,0.891,-2.25,2.14,5,74.2,20.0,0.191,-0.054,0.176,0.002,0.009,12.54,0.57,1,0.855,4.36,4.08,-1.337,1,5,0.1817,0.178,0.178,0.1669
16.066,1,0.881,-2.5,2.46,5,74.2,19.97,0.1866,-0.0411,0.177,0.003,-0.027,12.54,0.57,1,0.855,4.36,4.08,-1.337,1,5,0.178,0.178,0.1817,0.1688
16.138,1,0.885,-2.0,1.81,5,73.7,19.97,0.1691,-0.0409,0.177,-0.002,0.0,12.54,1.38,1,0.832,4.36,3.86,0.412,1,5,0.1799,0.1613,0.1873,0.178
16.165,1,0.883,-2.0,1.91,5,73.8,19.97,0.1757,-0.0321,0.181,-0.006,-0.093,12.54,1.38,1,0.832,4.36,3.86,0.412,1,5,0.191,0.1669,0.1817,0.1836
16.236,1,0.874,-2.25,2.14,5,73.8,20.46,0.2024,-0.0392,0.184,-0.001,-0.029,12.54,1.38,1,0.847,4.36,1.98,-0.62,1,5,0.1896,0.1786,0.186,0.1804
16.306,1,0.867,-1.75,2.07,5,73.2,20.0,0.1819,-0.0378,0.185,-0.006,-0.125,12.54,2.09,1,0.847,4.85,3.15,-0.903,1,5,0.1966,0.1743,0.1836,0.1855
16.336,1,0.872,-1.75,1.59,5,73.1,20.0,0.1959,-0.0452,0.19,-0.002,-0.062,12.54,2.09,1,0.847,4.85,3.15,-0.903,1,5,0.1966,0.1855,0.191,0.1873
16.371,1,0.87,-2.0,1.37,5,73.6,19.97,0.1882,-0.0293,0.189,0.0,-0.029,12.54,2.09,1,0.845,3.39,2.55,3.759,1,5,0.1928,0.1856,0.1928,0.1838
16.438,1,0.882,-1.75,1.3,5,74.1,20.0,0.1905,-0.0205,0.19,-0.0,-0.123,12.54,2.09,1,0.862,3.39,2.46,3.659,1,5,0.1973,0.1775,0.2009,0.1829
16.499,1,0.878,-2.0,1.12,5,73.1,19.97,0.1909,-0.0214,0.192,0.001,-0.043,12.54,2.39,1,0.87,2.42,3.58,1.164,1,5,0.1966,0.1855,0.2003,0.1855
16.537,1,0.841,-2.25,1.19,5,72.7,20.0,0.1909,-0.0131,0.191,0.001,-0.061,12.54,2.39,1,0.851,1.94,0.03,-1.726,1,5,0.1952,0.1823,0.2025,0.1841
16.636,1,0.85,-2.25,0.48,5,72.9,20.0,0.1528,-0.0073,0.187,0.002,-0.025,12.54,2.39,1,0.88,-3.39,-8.16,0.17,1,5,0.1896,0.1823,0.1951,0.1805
16.704,1,0.851,-2.25,0.3,5,72.4,19.27,0.1738,0.0078,0.185,0.001,-0.009,12.54,2.46,1,0.866,-2.42,-7.54,2.533,1,5,0.1855,0.1817,0.191,0.1836
16.736,1,0.841,-2.25,0.39,5,71.1,19.45,0.1567,0.0132,0.184,-0.0,-0.031,12.54,2.46,1,0.877,-2.42,-6.97,0.174,1,5,0.1855,0.1817,0.1855,0.1836
16.773,1,0.797,-1.75,-0.22,5,70.7,19.51,0.1705,0.0102,0.178,-0.0,0.0,12.54,2.46,1,0.874,-2.91,-7.57,0.198,1,5,0.1762,0.1762,0.178,0.1799
16.837,1,0.798,-2.0,0.18,5,69.5,19.97,0.1815,0.0205,0.168,0.004,0.007,12.54,2.46,1,0.869,-3.39,-7.59,-2.24,1,5,0.161,0.1647,0.1795,0.1684
16.865,1,0.777,-2.0,0.64,5,69.5,19.97,0.1696,0.0135,0.167,0.004,-0.018,12.54,2.46,1,0.869,-3.39,-7.59,-2.24,1,5,0.1628,0.1647,0.1776,0.1647
16.904,1,0.826,-1.75,0.63,5,71.2,20.46,0.164,0.0021,0.169,-0.001,0.003,12.53,1.28,1,0.875,-2.42,-6.49,-0.52,1,5,0.1743,0.1688,0.1669,0.1669
16.938,1,0.837,-1.75,0.45,5,71.1,20.46,0.1783,-0.0018,0.168,0.0,-0.023,12.53,1.28,1,0.88,-2.42,-6.49,-0.526,1,5,0.1669,0.1743,0.1632,0.1688
16.965,1,0.817,-2.0,0.07,5,70.8,19.59,0.1846,0.0028,0.167,0.002,-0.002,12.53,1.28,1,0.88,-2.42,-6.49,-0.526,1,5,0.1613,0.1743,0.1651,0.1688
17.003,1,0.83,-2.25,0.22,5,70.3,20.0,0.1891,0.0164,0.167,0.001,0.0,12.53,1.28,1,0.87,-3.39,-6.2,0.987,1,5,0.1576,0.1706,0.1688,0.1688
17.037,1,0.797,-1.75,-0.42,5,69.2,19.51,0.1905,0.0151,0.169,0.002,0.006,12.53,1.28,1,0.877,-2.42,-8.41,0.49,1,5,0.1669,0.1706,0.1706,0.1669
17.102,1,0.78,-1.25,0.21,5,68.0,20.46,0.1687,0.0259,0.179,0.002,0.005,12.53,-0.58,1,0.849,0.97,-6.09,-2.052,1,5,0.1706,0.1817,0.1799,0.1817
17.137,1,0.826,-1.5,0.21,5,69.7,20.56,0.1819,0.0038,0.181,0.002,-0.012,12.53,-0.58,1,0.867,2.42,-0.43,-0.548,1,5,0.1725,0.1855,0.1817,0.1855
17.238,1,0.822,-1.0,0.71,5,70.2,20.96,0.1697,0.0079,0.179,0.001,-0.006,12.53,-0.58,1,0.87,2.91,2.47,1.237,1,5,0.1762,0.1817,0.178,0.178
17.305,1,0.831,-1.25,1.09,5,71.1,20.46,0.1891,-0.0122,0.187,0.002,-0.029,12.53,0.14,1,0.877,2.91,2.18,0.314,1,5,0.1743,0.1873,0.191,0.1947
17.337,1,0.841,-1.0,0.53,5,72.0,20.0,0.1859,-0.019,0.185,-0.002,0.011,12.53,0.14,1,0.867,2.42,1.09,1.008,1,5,0.1836,0.1817,0.1836,0.1892
17.403,1,0.876,-1.25,0.53,5,75.1,20.46,0.1813,-0.0059,0.186,-0.001,-0.028,12.53,0.14,1,0.874,2.42,2.94,1.715,1,5,0.1892,0.1873,0.1817,0.1855
17.434,1,0.878,-1.25,0.79,5,75.9,20.46,0.1771,-0.0025,0.189,0.0,-0.048,12.53,0.14,1,0.874,2.42,1.34,1.892,1,5,0.1873,0.1873,0.1855,0.1892
17.465,1,0.882,-1.75,0.94,5,76.9,20.46,0.1727,-0.0091,0.186,0.0,-0.022,12.53,0.14,1,0.874,2.42,1.34,1.892,1,5,0.1817,0.1817,0.191,0.191
17.535,1,0.887,-1.25,0.69,5,78.2,20.46,0.1871,-0.0095,0.179,-0.002,0.012,12.53,1.15,1,0.87,3.39,2.58,1.9,1,5,0.1836,0.1762,0.1762,0.178
17.564,1,0.88,-1.25,0.61,5,78.4,20.46,0.1762,-0.0081,0.179,-0.001,0.037,12.53,1.15,1,0.87,3.39,2.58,1.9,1,5,0.1762,0.1799,0.1762,0.1836
17.634,1,0.888,-0.5,0.8,5,77.8,20.96,0.1815,-0.0057,0.181,-0.002,0.059,12.53,1.15,1,0.873,3.39,2.78,0.332,1,5,0.178,0.1799,0.178,0.1892
17.702,1,0.891,-0.75,1.09,5,77.1,20.46,0.1809,-0.0191,0.179,-0.0,-0.01,12.53,2.21,1,0.873,3.39,2.78,0.332,1,5,0.178,0.1836,0.1743,0.1817
17.736,1,0.888,-0.75,1.02,5,76.8,20.46,0.1949,-0.025,0.181,0.002,-0.021,12.53,2.21,1,0.868,3.39,3.28,-0.365,1,5,0.1725,0.1799,0.1873,0.1855
17.803,1,0.885,-0.25,1.14,5,75.8,20.46,0.1858,-0.0216,0.179,-0.0,-0.036,12.53,2.21,1,0.872,3.39,3.3,-0.418,1,5,0.1817,0.1743,0.1836,0.178
17.837,1,0.888,-0.25,0.73,5,76.1,20.46,0.1874,-0.031,0.184,0.002,-0.04,12.53,2.21,1,0.85,0.97,0.8,3.254,1,5,0.1869,0.1832,0.1887,0.1776
17.865,1,0.879,-0.25,0.97,5,76.2,20.46,0.1772,-0.0186,0.185,0.002,-0.034,12.53,2.21,1,0.85,0.97,0.8,3.254,1,5,0.185,0.1832,0.1906,0.1813
17.902,1,0.881,-0.75,0.98,5,76.0,20.46,0.1525,-0.0213,0.19,0.003,-0.044,12.52,3.01,1,0.877,0.48,-2.85,-0.538,1,5,0.1887,0.1832,0.2017,0.185
17.934,1,0.884,-1.0,1.23,5,75.6,20.0,0.1663,-0.0171,0.189,0.002,-0.018,12.52,3.01,1,0.88,0.48,-3.72,-2.62,1,5,0.1924,0.1795,0.2017,0.1813
17.971,1,0.881,-1.0,1.12,5,75.1,20.0,0.1616,-0.0201,0.183,0.001,-0.045,12.52,3.01,1,0.869,0.0,-2.27,-1.769,1,5,0.1929,0.1725,0.1947,0.1706
18.035,1,0.88,-1.0,0.32,5,74.6,19.59,0.1456,-0.0158,0.175,0.002,-0.011,12.52,3.01,1,0.883,-0.48,-4.25,-3.149,1,5,0.1817,0.1706,0.1855,0.1669
18.066,1,0.88,-0.75,0.23,5,74.6,20.0,0.1413,0.0025,0.175,0.001,-0.023,12.52,3.01,1,0.883,-0.48,-4.25,-3.149,1,5,0.1762,0.1706,0.1817,0.1706
18.103,1,0.874,-0.75,0.21,5,74.0,20.04,0.1413,0.0013,0.171,-0.001,-0.005,12.52,1.59,1,0.885,-0.48,-3.96,-2.23,1,5,0.1725,0.1669,0.1725,0.1706
18.135,1,0.878,-0.75,0.49,5,74.0,20.46,0.1553,0.0016,0.167,-0.001,-0.047,12.52,1.59,1,0.887,-0.48,-4.25,-3.141,1,5,0.1669,0.1632,0.1688,0.1706
18.171,1,0.875,-1.25,0.87,5,74.8,20.0,0.1315,-0.0036,0.162,0.001,-0.005,12.52,1.59,1,0.895,-0.48,-4.82,-4.342,1,5,0.1536,0.1591,0.1665,0.1684
18.2,1,0.882,-1.25,0.58,5,75.7,20.46,0.1193,-0.0037,0.157,0.004,-0.051,12.52,1.59,1,0.897,-0.48,-4.82,-4.34,1,5,0.1454,0.1547,0.1675,0.1602
18.23,1,0.88,-1.25,0.81,5,77.0,20.46,0.1115,0.0019,0.154,0.003,-0.048,12.52,1.59,1,0.897,-0.48,-4.82,-4.34,1,5,0.1473,0.151,0.1639,0.1547
18.265,1,0.885,-1.25,0.22,5,77.8,20.46,0.1115,-0.0023,0.148,-0.002,0.033,12.52,1.59,1,0.897,-0.48,-4.82,-4.34,1,5,0.1572,0.1407,0.1499,0.1426
18.302,1,0.88,-1.75,0.94,5,78.1,20.46,0.1115,0.0079,0.141,-0.004,-0.085,12.52,-1.3,1,0.882,2.91,0.48,-3.8,1,5,0.1564,0.1328,0.1401,0.1328
18.333,1,0.876,-1.75,0.48,5,79.0,20.46,0.125,-0.0012,0.139,-0.003,-0.08,12.52,-1.3,1,0.889,2.42,-0.36,-2.235,1,5,0.151,0.1328,0.1383,0.1328
18.435,1,0.88,-2.5,0.34,5,79.0,20.56,0.1553,0.0049,0.123,0.0,-0.006,12.52,-1.3,1,0.876,2.42,-3.2,-3.264,1,5,0.1267,0.1212,0.1249,0.1175
18.504,1,0.878,-2.25,0.55,5,78.4,20.46,0.1189,0.0181,0.123,-0.001,0.054,12.51,-2.95,1,0.876,6.3,8.97,-1.178,1,5,0.1261,0.1261,0.1187,0.1224
18.534,1,0.871,-1.25,0.33,5,77.9,19.85,0.1326,0.0093,0.125,-0.002,-0.003,12.51,-2.95,1,0.876,6.3,8.97,-1.178,1,5,0.1243,0.1243,0.1205,0.1298
18.563,1,0.878,-1.5,0.9,5,77.8,20.56,0.1395,0.001,0.125,-0.001,0.01,12.51,-2.95,1,0.867,8.24,5.42,-1.87,1,5,0.115,0.1261,0.1224,0.1372
18.6,1,0.88,-2.0,1.56,5,77.5,20.56,0.1538,-0.0091,0.128,-0.002,-0.011,12.51,-2.95,1,0.867,8.24,5.42,-1.87,1,5,0.1221,0.1277,0.124,0.1369
18.635,1,0.879,-2.75,1.81,5,77.1,20.56,0.1474,-0.0171,0.129,-0.0,-0.016,12.51,-2.95,1,0.879,11.15,14.77,-1.093,1,5,0.1307,0.1307,0.127,0.1289
18.703,1,0.89,-2.0,0.58,5,77.2,20.0,0.1497,-0.0153,0.132,0.0,0.066,12.51,-1.44,1,0.875,11.15,14.3,-0.563,1,5,0.1384,0.1329,0.131,0.1255
18.735,1,0.896,-1.5,0.7,5,77.1,20.56,0.1519,0.0036,0.136,0.001,-0.043,12.51,-1.44,1,0.886,11.63,14.78,-2.076,1,5,0.1344,0.1381,0.1362,0.1344
18.77,1,0.89,-1.5,0.7,5,77.1,20.56,0.1486,-0.0045,0.138,0.001,-0.049,12.51,-1.44,1,0.87,9.21,15.0,1.49,1,5,0.1307,0.1381,0.1399,0.1418
18.834,1,0.887,-1.5,1.02,5,76.5,20.0,0.1626,-0.0049,0.144,0.0,0.001,12.51,-1.44,1,0.872,7.27,8.2,-1.912,1,5,0.1391,0.1447,0.1428,0.1484
18.87,1,0.881,-1.25,1.18,5,76.4,20.0,0.1497,-0.0109,0.144,-0.001,0.003,12.51,-1.44,1,0.892,7.27,7.9,-2.811,1,5,0.1484,0.1465,0.1391,0.1409
18.9,1,0.88,-1.5,1.57,5,76.6,20.56,0.1497,-0.0176,0.144,0.001,0.028,12.51,-0.13,1,0.892,7.27,7.9,-2.811,1,5,0.1484,0.1465,0.1428,0.1372
18.934,1,0.884,-1.5,1.59,5,76.8,20.56,0.1637,-0.0259,0.147,0.0,-0.016,12.51,-0.13,1,0.899,8.24,6.88,-2.109,1,5,0.1447,0.1484,0.1447,0.1447
19.0,1,0.891,-1.5,1.6,5,76.7,20.0,0.1815,-0.0296,0.152,0.0,0.017,12.51,-0.13,1,0.9,8.24,6.78,-0.552,1,5,0.1447,0.1539,0.1502,0.1576
19.033,1,0.889,-1.5,1.14,5,76.5,20.0,0.1703,-0.0277,0.153,-0.0,-0.029,12.51,-0.13,1,0.873,4.36,3.17,-1.759,1,5,0.1502,0.1521,0.1521,0.1558
19.101,1,0.892,-1.5,1.13,5,76.8,20.0,0.1517,-0.0133,0.159,-0.002,-0.03,12.51,0.54,1,0.897,4.36,-0.27,-3.954,1,5,0.1632,0.1521,0.1632,0.1595
19.128,1,0.887,-1.5,1.7,5,76.7,20.56,0.1402,-0.0113,0.162,-0.0,-0.078,12.51,0.54,1,0.892,3.88,1.64,-3.83,1,5,0.1613,0.1558,0.1669,0.1632
19.168,1,0.895,-2.0,1.35,5,77.4,20.0,0.1243,-0.0202,0.168,-0.001,0.02,12.51,0.54,1,0.89,2.91,-1.4,-4.475,1,5,0.1651,0.1632,0.1706,0.1743
19.202,1,0.894,-1.5,1.06,5,77.9,20.0,0.1081,-0.0039,0.169,0.0,0.027,12.51,0.54,1,0.893,3.39,-1.96,-3.286,1,5,0.1688,0.1669,0.1725,0.1688
19.236,1,0.887,-1.25,1.46,5,77.9,20.0,0.1225,-0.0075,0.16,-0.0,-0.09,12.51,0.54,1,0.897,3.39,-1.97,-3.287,1,5,0.1706,0.1632,0.1669,0.1632
19.272,1,0.889,-1.5,1.67,5,78.8,20.0,0.1358,-0.0208,0.154,0.0,-0.119,12.51,0.54,1,0.892,3.39,-0.12,-2.638,1,5,0.1576,0.1502,0.1576,0.1502
19.301,1,0.881,-1.5,0.69,5,79.3,20.56,0.1429,-0.0236,0.146,0.0,-0.049,12.51,-0.6,1,0.895,2.42,-1.82,-1.921,1,5,0.1447,0.1409,0.1521,0.1465
19.333,1,0.886,-2.0,0.8,5,79.5,20.0,0.1569,-0.003,0.146,0.002,-0.067,12.51,-0.6,1,0.898,2.42,-3.26,-1.598,1,5,0.1409,0.1409,0.1539,0.1465
19.428,1,0.872,-2.0,1.1,5,79.5,20.0,0.1602,-0.0006,0.144,0.003,0.001,12.51,-0.6,1,0.883,3.39,-5.23,-5.47,1,5,0.148,0.1443,0.1499,0.1332
19.469,1,0.868,-2.0,1.18,5,78.7,20.0,0.1427,-0.0061,0.147,0.001,0.028,12.51,-0.6,1,0.878,7.27,6.52,-0.16,1,5,0.1465,0.1484,0.1484,0.1447
19.534,1,0.868,-2.25,1.63,5,79.5,20.0,0.1644,-0.0114,0.15,0.001,-0.019,12.5,-2.46,1,0.89,6.3,4.48,-2.185,1,5,0.1409,0.1521,0.1502,0.1576
19.571,1,0.871,-2.5,1.74,5,79.5,20.0,0.167,-0.0202,0.15,0.0,0.002,12.5,-2.46,1,0.888,6.3,4.38,-0.519,1,5,0.1502,0.1502,0.1502,0.1484
19.601,1,0.861,-2.99,2.19,5,79.3,20.0,0.1711,-0.0209,0.147,-0.001,-0.017,12.5,-2.46,1,0.889,6.3,4.38,-0.531,1,5,0.1539,0.1447,0.1465,0.1409
19.628,1,0.871,-3.49,1.85,5,79.7,20.0,0.1778,-0.0285,0.148,-0.001,-0.018,12.5,-2.46,1,0.889,6.3,4.38,-0.531,1,5,0.1576,0.1447,0.1484,0.1409
19.671,1,0.887,-3.24,2.08,5,79.6,20.0,0.1898,-0.0177,0.15,0.0,0.006,12.5,-2.46,1,0.887,6.3,3.88,0.149,1,5,0.1513,0.1495,0.1513,0.1476
19.702,1,0.886,-2.99,1.62,5,79.6,20.0,0.1963,-0.0294,0.16,0.0,-0.004,12.5,-1.62,1,0.895,6.3,4.38,-0.538,1,5,0.159,0.1608,0.1608,0.1608
19.735,1,0.887,-2.5,1.57,5,79.6,20.0,0.1922,-0.0189,0.171,-0.001,0.026,12.5,-1.62,1,0.895,6.3,4.38,-0.538,1,5,0.1647,0.1666,0.1611,0.1666
19.803,1,0.887,-2.5,1.33,5,78.6,19.45,0.1893,-0.0225,0.184,0.001,-0.009,12.5,-1.62,1,0.898,6.3,5.32,-0.122,1,5,0.1801,0.1855,0.1837,0.1855
19.835,1,0.876,-2.25,1.62,5,78.6,20.0,0.1947,-0.0162,0.187,0.004,-0.064,12.5,-1.62,1,0.899,6.3,5.32,-0.126,1,5,0.1801,0.1855,0.1837,0.1855
19.903,1,0.876,-2.99,1.5,5,78.5,20.0,0.1843,-0.0252,0.191,0.001,0.01,12.5,-0.84,1,0.896,5.82,3.29,0.186,1,5,0.1892,0.191,0.1947,0.191
19.928,1,0.882,-1.75,0.42,5,78.6,20.0,0.191,-0.0134,0.192,-0.0,0.048,12.5,-0.84,1,0.896,5.82,3.29,0.186,1,5,0.1965,0.191,0.1928,0.1892
20.003,1,0.883,-3.24,0.4,5,78.6,19.45,0.1922,0.0019,0.196,0.0,-0.01,12.5,-0.84,1,0.9,4.36,3.77,1.921,1,5,0.1992,0.1938,0.1974,0.1919
20.028,1,0.886,-2.5,-0.76,5,78.5,20.0,0.1811,0.0221,0.196,0.001,-0.003,12.5,-0.84,1,0.9,4.36,3.77,1.921,1,5,0.1992,0.1956,0.1992,0.1919
20.07,1,0.884,-2.75,-0.48,5,79.0,20.0,0.172,0.0424,0.197,0.0,0.025,12.5,-0.84,1,0.901,4.36,3.8,1.949,1,5,0.1988,0.1952,0.2007,0.1952
20.102,1,0.885,-2.5,-0.4,5,78.6,20.0,0.1713,0.0382,0.194,-0.0,-0.029,12.5,-1.33,1,0.903,4.36,3.78,1.939,1,5,0.1947,0.1892,0.1984,0.1947
20.136,1,0.888,-2.5,-0.01,5,78.0,20.0,0.1715,0.0329,0.192,0.001,-0.077,12.5,-1.33,1,0.902,4.36,3.52,1.045,1,5,0.1873,0.1873,0.1984,0.1966
20.2,1,0.884,-2.99,-0.76,5,79.4,20.56,0.1784,0.0226,0.189,0.002,0.089,12.5,-1.33,1,0.911,3.88,3.62,2.892,1,5,0.1892,0.1929,0.1892,0.1836
20.228,1,0.884,-2.75,-0.45,5,79.2,20.0,0.1669,0.048,0.186,0.002,-0.039,12.5,-1.33,1,0.911,3.88,3.62,2.892,1,5,0.1892,0.191,0.1855,0.1799
20.302,1,0.875,-2.99,-0.75,5,80.0,20.0,0.1454,0.0351,0.182,0.001,-0.012,12.5,0.62,1,0.908,0.48,-1.71,-1.736,1,5,0.1762,0.1799,0.1855,0.1855
20.333,1,0.876,-2.99,-0.91,5,79.9,20.0,0.1596,0.0461,0.182,0.0,0.027,12.5,0.62,1,0.908,0.0,-1.16,1.22,1,5,0.1799,0.1799,0.1836,0.1836
20.4,1,0.87,-2.99,-0.71,5,80.1,20.56,0.1764,0.0515,0.171,0.005,-0.111,12.5,0.62,1,0.915,-0.48,-2.93,-1.742,1,5,0.1725,0.1725,0.178,0.1595
20.428,1,0.871,-3.24,-0.68,5,79.8,20.46,0.1833,0.0467,0.168,0.006,-0.092,12.5,0.62,1,0.916,-0.48,-3.13,-0.16,1,5,0.1651,0.1706,0.178,0.1595
20.5,1,0.889,-3.24,-0.9,5,78.4,20.46,0.1549,0.046,0.171,0.002,0.038,12.5,0.62,1,0.925,-0.97,-4.68,-0.567,1,5,0.1669,0.1762,0.1706,0.1706
20.527,1,0.889,-2.75,-1.65,5,77.7,20.44,0.1618,0.052,0.17,0.003,0.084,12.5,0.62,1,0.925,-0.97,-4.68,-0.567,1,5,0.1651,0.178,0.1688,0.1688
20.569,1,0.884,-2.25,-0.96,5,78.3,20.0,0.1828,0.0687,0.168,0.001,-0.033,12.5,0.62,1,0.933,0.0,-3.47,-0.588,1,5,0.1595,0.1743,0.1632,0.1743
20.599,1,0.888,-2.75,-0.76,5,78.6,20.46,0.1859,0.0442,0.166,0.002,0.015,12.5,0.62,1,0.94,-0.48,-2.93,-1.79,1,5,0.1539,0.1743,0.1613,0.1725
20.633,1,0.89,-2.5,-1.09,5,78.2,20.56,0.1752,0.0445,0.167,0.0,0.04,12.5,0.62,1,0.945,0.0,-4.32,-2.682,1,5,0.1595,0.1743,0.1613,0.1743
20.7,1,0.892,-1.5,-0.5,5,78.2,20.56,0.1395,0.0456,0.171,-0.001,0.015,12.5,-1.31,1,0.946,1.94,-0.53,-1.372,1,5,0.1651,0.178,0.1613,0.178
20.727,1,0.897,-1.5,-0.31,5,78.3,20.56,0.1463,0.0209,0.17,-0.0,-0.036,12.5,-1.31,1,0.946,1.94,-0.53,-1.372,1,5,0.1595,0.178,0.1613,0.1817
20.8,1,0.898,-1.5,-1.05,5,79.0,20.56,0.1364,0.0184,0.171,0.005,0.073,12.5,-1.31,1,0.945,1.45,-2.81,-5.227,1,5,0.1576,0.1799,0.1706,0.1743
20.828,1,0.898,-1.0,-0.31,5,78.8,20.56,0.1246,0.0329,0.168,0.005,0.112,12.5,-1.31,1,0.945,1.45,-2.81,-5.227,1,5,0.1595,0.1743,0.1706,0.1669
